ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
300205.SZ,20260202,8361,364.75,6236,272.25,9374,408.6,9827,427.93,6887,302.35,8559,375.51,0,0.0,0,0.0,-1678,-68.42
300145.SZ,20260202,132990,6043.37,133529,6066.65,114646,5208.71,97260,4422.03,81164,3682.66,113414,5149.25,41421,1881.32,26018,1178.15,-70082,-3146.31
688173.SH,20260202,64149,10373.2,68049,11000.03,35320,5706.28,30270,4895.56,11829,1915.52,12687,2050.68,2000,319.0,2291,367.73,-5670,-918.58
300188.SZ,20260202,54005,7416.58,48176,6623.07,52821,7250.13,53449,7347.52,31050,4271.36,35903,4923.97,7655,1053.35,8003,1096.85,-12903,-1769.73
002774.SZ,20260202,32854,3675.61,20566,2300.99,20761,2320.61,21785,2437.0,8975,1002.99,18793,2100.36,0,0.0,1446,160.86,-20182,-2251.19
603859.SH,20260202,36106,16951.13,38852,18253.25,25645,12038.98,23996,11260.83,14338,6725.01,13109,6143.81,2980,1392.28,3111,1449.51,-12434,-5824.69
605186.SH,20260202,19562,4331.15,19491,4313.41,10520,2328.69,9646,2135.8,2152,476.01,2249,498.45,454,100.42,1302,288.63,-418,-85.16
600236.SH,20260202,107859,8822.94,101453,8293.95,49228,4000.24,54842,4467.89,24395,1981.27,16977,1380.76,7444,598.88,15654,1260.72,-16622,-1356.33
002167.SZ,20260202,210976,27437.68,154218,20097.65,157773,20546.14,143657,18698.33,86191,11230.47,115608,15038.66,19282,2534.5,60740,7914.15,-50335,-6466.92
605180.SH,20260202,19149,2974.45,19829,3078.29,9061,1405.79,7957,1236.67,1835,285.25,2259,350.53,0,0.0,0,0.0,-1444,-224.86
002558.SZ,20260202,164228,71661.29,169823,74432.9,151094,66154.03,151995,66607.74,105197,46249.95,102830,45273.06,58081,25980.66,53951,23732.23,-76917,-33347.35
600961.SH,20260202,14074,2904.87,1861,384.11,10802,2229.53,5142,1061.31,15084,3113.34,9815,2025.82,12810,2643.98,35952,7420.49,52746,10886.77
601811.SH,20260202,77988,12418.62,76497,12196.98,46498,7411.73,45706,7264.53,11675,1867.63,11941,1906.51,3795,606.53,5812,936.49,-4509,-715.94
300402.SZ,20260202,26786,5753.97,18722,4028.82,28595,6144.04,32055,6890.13,14434,3102.7,19335,4145.49,2740,588.56,2443,524.83,-7601,-1621.25
300984.SZ,20260202,8844,6586.59,8154,6077.3,5810,4328.71,5745,4284.84,5073,3768.7,4669,3468.75,1129,841.79,2288,1694.89,-2096,-1557.66
600157.SH,20260202,3138518,51276.67,3721757,60698.63,3094834,50635.78,2845358,46562.5,2481197,40624.43,2424253,39707.11,1801498,29481.83,1524679,25050.47,-4823922,-78509.28
688139.SH,20260202,16378,5368.27,17253,5653.71,10490,3436.9,8736,2863.38,5746,1882.68,6262,2054.15,1714,564.32,2077,680.94,-4260,-1385.97
000988.SZ,20260202,103971,79209.91,74978,57174.91,108126,82469.53,89823,68622.7,94203,71951.38,103968,79353.43,49707,38071.48,87238,66551.26,-84850,-64238.11
002356.SZ,20260202,193678,7633.86,116616,4602.83,154478,6098.91,113556,4478.78,70646,2791.84,124545,4917.39,20286,803.94,84371,3329.55,-104734,-4100.94
002203.SZ,20260202,217125,30028.95,166811,23061.38,155433,21541.69,194728,26975.3,125332,17334.87,118773,16464.46,19952,2783.81,37530,5188.18,-113622,-15665.33
688047.SH,20260202,23458,38347.35,22232,36364.5,31635,51732.96,31587,51663.43,17388,28454.23,18621,30471.9,7894,12962.83,7933,12997.53,-5051,-8159.02
301376.SZ,20260202,24645,4848.1,21777,4282.09,9105,1790.54,7710,1514.75,2758,544.23,5756,1134.9,0,0.0,1265,251.13,-4579,-891.56
601636.SH,20260202,370651,25274.47,341587,23282.19,203401,13875.57,208408,14222.89,77142,5263.3,80317,5476.76,13070,887.97,33953,2319.46,-70675,-4785.55
600419.SH,20260202,39705,3956.55,34983,3484.78,17840,1772.28,15599,1551.67,9571,950.01,16349,1624.06,0,0.0,184,18.31,-4539,-447.57
002027.SZ,20260202,476872,35118.6,621245,45775.59,512185,37701.21,678888,50003.12,493784,36343.51,612891,45155.18,827115,61042.37,396932,29271.79,332947,24609.64
002745.SZ,20260202,130431,12779.62,121610,11916.27,107440,10514.31,103908,10183.66,88025,8629.15,97993,9595.68,36929,3628.32,39314,3855.81,-27249,-2631.61
300865.SZ,20260202,8628,2497.37,7497,2170.26,4170,1206.23,5165,1495.32,1834,529.97,2242,646.66,1096,317.03,824,238.35,-530,-154.41
601901.SH,20260202,361835,28352.5,424622,33275.69,315096,24704.12,355487,27863.78,239749,18799.59,196139,15382.01,123510,9685.26,63942,5019.97,-214640,-16767.85
603661.SH,20260202,11887,4121.44,11721,4064.18,2311,800.88,3547,1230.17,3314,1147.86,2744,949.59,1086,374.75,586,201.0,-3630,-1257.68
300675.SZ,20260202,18622,3053.26,16322,2674.04,13904,2280.35,15161,2489.73,4648,763.29,6837,1122.03,1383,227.79,237,38.89,-691,-107.83
002272.SZ,20260202,72355,10737.21,86353,12823.06,53279,7908.83,44722,6638.63,30751,4565.82,26239,3897.74,11947,1778.27,11018,1630.7,-4752,-680.01
301181.SZ,20260202,7864,3115.4,7776,3081.0,3374,1335.92,3788,1499.48,1913,758.61,1587,629.44,0,0.0,0,0.0,-836,-329.63
688195.SH,20260202,3622,7810.4,4221,9088.44,50801,109621.11,51442,111020.89,38848,83970.92,36514,78904.69,14934,32268.58,16028,34657.0,5430,11853.14
688360.SH,20260202,16240,3119.92,20314,3901.86,12344,2367.9,10034,1926.89,5975,1147.05,5747,1104.3,2711,523.72,1174,225.53,-11325,-2170.65
002979.SZ,20260202,19068,7639.03,19994,8014.92,14698,5896.38,13541,5436.43,6658,2668.63,7640,3060.22,1672,674.62,920,367.09,-8635,-3444.43
603139.SH,20260202,19034,4435.01,18576,4326.42,6919,1610.99,6103,1422.93,2439,568.4,3169,737.86,0,0.0,544,127.19,-3391,-785.88
301047.SZ,20260202,5611,4138.66,4586,3387.45,3764,2775.28,3114,2298.27,1348,994.38,2971,2184.02,0,0.0,52,38.57,-1860,-1366.93
688168.SH,20260202,3424,2481.11,3920,2839.99,4583,3316.2,4069,2946.61,2748,1990.64,2495,1804.74,0,0.0,270,196.61,-2444,-1768.49
603536.SH,20260202,32718,3626.84,32566,3609.25,15001,1664.38,15458,1715.55,2797,310.86,2491,277.29,1068,118.12,1068,118.12,1981,225.38
002643.SZ,20260202,99106,16356.38,65590,10825.48,94846,15655.96,79375,13094.59,50470,8334.87,70166,11578.03,17319,2856.02,46610,7705.13,-82714,-13653.8
601156.SH,20260202,54489,9893.32,65063,11795.24,28760,5211.18,23060,4183.72,14798,2684.63,12350,2242.86,2426,432.69,0,0.0,-23658,-4265.12
300332.SZ,20260202,147594,8050.96,104402,5688.84,111191,6059.03,143496,7824.11,91634,5000.09,106069,5784.79,21903,1188.72,18355,1001.07,-68493,-3705.68
300113.SZ,20260202,174140,43886.4,128283,32418.6,221999,56125.29,208265,52634.6,205398,51994.53,218252,55198.74,71350,18110.91,118086,29865.2,-112821,-28345.91
300077.SZ,20260202,168111,37684.64,130193,29169.82,144406,32379.53,129703,29061.93,87874,19646.98,119378,26729.24,15845,3552.06,36963,8302.22,-69160,-15436.25
688308.SH,20260202,35618,18377.06,34214,17664.74,29143,15031.86,31938,16498.02,12180,6297.78,13126,6770.82,4536,2349.43,2198,1122.56,-1222,-625.66
301179.SZ,20260202,29309,4985.16,28559,4856.98,18470,3144.06,17042,2901.49,4921,838.75,6242,1064.42,0,0.0,858,145.09,2603,445.4
300939.SZ,20260202,12720,4563.26,9108,3267.59,9445,3388.86,9431,3386.59,3778,1356.51,3701,1324.61,624,224.13,4328,1553.97,2781,1002.62
601008.SH,20260202,117440,6213.63,115662,6116.33,80056,4238.05,82840,4388.8,36965,1963.65,26802,1422.33,2036,107.91,11193,595.79,-62181,-3284.52
600054.SH,20260202,172903,22740.38,149284,19631.82,131241,17263.65,132284,17400.44,61027,8032.87,71473,9414.63,7299,952.54,19429,2542.55,49581,6598.59
002605.SZ,20260202,40081,10288.15,30328,7794.05,26904,6906.3,28375,7284.45,11998,3079.31,16937,4344.31,862,221.61,4205,1072.55,-26249,-6726.98
002591.SZ,20260202,123792,9606.03,100553,7800.92,67933,5268.97,72220,5601.74,33865,2629.7,30475,2360.3,1663,129.71,24005,1871.46,17961,1407.86
600151.SH,20260202,369820,56313.16,388780,59194.29,245074,37317.1,240411,36613.12,132709,20221.4,128661,19602.84,47869,7277.96,37621,5719.37,-18230,-2601.39
300898.SZ,20260202,25795,7481.23,22035,6394.76,17875,5186.98,21283,6175.04,11691,3390.16,10809,3133.03,1748,508.64,2982,864.19,8345,2421.03
688418.SH,20260202,35690,15800.68,35748,15824.89,25050,11091.35,25827,11442.24,21889,9689.11,18704,8279.16,4690,2077.12,7039,3111.96,-3095,-1331.56
688247.SH,20260202,15679,1612.15,15939,1637.74,13780,1416.17,15164,1557.91,11958,1228.58,10315,1061.24,0,0.0,0,0.0,-1058,-102.25
002364.SZ,20260202,93551,28613.44,66230,20328.8,92634,28408.66,83925,25721.08,61962,18992.14,81356,24900.62,19135,5888.15,35771,10951.88,-11172,-3393.36
000626.SZ,20260202,63312,4921.66,51154,3979.69,30295,2354.82,31048,2416.2,15103,1172.96,22399,1736.85,1487,113.01,5596,429.71,-18223,-1410.36
300421.SZ,20260202,60635,17567.6,66324,19259.99,84667,24570.26,86412,25096.95,62825,18307.95,50894,14751.46,22684,6612.85,27181,7950.27,-13659,-3836.1
300078.SZ,20260202,129934,6233.63,109556,5268.16,142805,6858.68,134116,6445.0,80840,3882.38,98682,4734.54,8566,412.78,19791,939.78,-18333,-849.31
603655.SH,20260202,12194,5275.42,13938,6021.16,9065,3913.09,8596,3718.27,7289,3133.39,6455,2801.68,4150,1827.53,3709,1608.32,-8140,-3562.66
002977.SZ,20260202,14373,4399.08,11773,3606.85,10263,3142.83,11128,3409.09,4685,1435.31,6309,1929.51,816,250.55,927,282.33,-3248,-988.37
600895.SH,20260202,97724,39835.26,84996,34668.69,89183,36352.81,89688,36562.18,58598,23919.55,61320,25003.2,15744,6408.88,25245,10282.42,-29026,-11851.35
601618.SH,20260202,1429092,43724.03,1519087,46444.37,947757,29011.67,949017,29064.17,637286,19511.7,604145,18536.9,290407,8882.86,232292,7084.83,-1136231,-34690.99
600195.SH,20260202,135325,10878.98,134589,10814.42,69798,5599.68,62715,5039.11,35912,2873.57,36024,2884.06,1300,104.83,9007,719.46,-28688,-2287.07
600455.SH,20260202,15232,4401.2,15339,4431.41,4936,1427.2,4782,1382.76,1992,576.0,2039,590.24,0,0.0,0,0.0,108,34.34
002344.SZ,20260202,94907,4742.31,93190,4666.05,94303,4717.29,90281,4522.69,80864,4044.49,76961,3844.07,9667,489.17,19309,960.45,3685,215.86
688037.SH,20260202,32042,61843.37,29935,57790.41,37394,72768.03,36809,71616.23,13319,25886.87,14749,28676.0,4189,8140.03,5450,10555.67,-9055,-17567.92
301180.SZ,20260202,67849,12926.81,71361,13598.87,52481,10011.38,54453,10388.11,30536,5813.41,20702,3946.23,2961,567.61,7310,1385.99,21867,4181.44
002842.SZ,20260202,242275,65792.66,211325,57188.4,216045,58359.55,246226,66539.31,199670,53864.67,220185,59548.73,83710,22538.13,63964,17278.57,99757,27205.84
002506.SZ,20260202,2135933,71979.9,2006292,67988.86,1893926,63944.25,1931155,65426.18,2020318,68492.03,1432535,48512.54,672922,22838.83,1353117,45327.43,-418463,-13312.92
601997.SH,20260202,179441,10416.3,260882,15123.02,157344,9128.62,126556,7343.41,114926,6668.52,84980,4935.55,48909,2834.09,28203,1645.56,-139709,-8056.66
600862.SH,20260202,104665,25158.5,120552,28942.93,66458,15966.17,63695,15313.01,35810,8607.43,34730,8354.04,20622,4952.94,8578,2075.06,-40735,-9721.22
002476.SZ,20260202,85900,5503.92,58316,3738.01,57700,3691.53,55946,3585.0,34476,2211.69,48802,3125.62,1953,125.19,16965,1083.69,-35881,-2291.58
000862.SZ,20260202,88758,5624.09,91962,5827.56,69453,4405.92,76857,4877.64,52079,3309.88,47799,3035.32,9760,618.09,3433,217.47,-12924,-802.31
300732.SZ,20260202,33678,2572.88,30412,2322.18,21278,1625.18,21734,1662.88,5178,396.96,9881,753.45,1893,143.49,0,0.0,-6973,-527.24
000682.SZ,20260202,125891,16934.44,121743,16401.63,134452,18094.03,115675,15579.8,111112,14963.92,129319,17385.59,12987,1760.74,17705,2386.12,-15686,-2056.43
600719.SH,20260202,88365,5869.94,89234,5928.4,45385,3015.46,45380,3013.65,24442,1624.76,23190,1542.45,3724,245.27,4112,270.93,4797,330.04
002498.SZ,20260202,310988,16974.57,640628,35423.25,328566,17930.9,649110,35837.0,412278,22751.53,360754,19880.24,692803,38706.54,94142,5223.05,114384,6095.95
603999.SH,20260202,154890,12056.44,161134,12539.52,58359,4542.95,51299,3992.44,25839,2008.4,27659,2152.33,1004,76.5,0,0.0,-13614,-1035.72
600985.SH,20260202,165965,20081.05,175985,21275.07,85636,10352.51,82640,10003.67,46767,5647.86,43353,5236.96,23385,2825.24,19775,2390.96,-52759,-6344.14
603070.SH,20260202,41926,6181.99,40022,5900.79,19876,2929.29,19806,2920.57,6804,1003.05,8778,1292.96,0,0.0,0,0.0,2638,395.42
301055.SZ,20260202,18624,4004.16,19498,4195.21,11207,2408.97,9165,1975.02,5861,1264.3,7560,1622.37,1549,331.71,1018,216.54,73,13.62
301187.SZ,20260202,6891,1668.87,4726,1147.07,6766,1640.21,7538,1825.71,2542,617.01,3935,953.3,0,0.0,0,0.0,-5399,-1307.95
601200.SH,20260202,69278,5879.45,65816,5580.77,45701,3869.91,45942,3894.61,14780,1252.16,17394,1474.87,0,0.0,606,51.27,-20273,-1708.95
688658.SH,20260202,82185,18712.67,68536,15612.98,43640,9921.96,49187,11175.96,20205,4604.13,26900,6122.62,2770,620.52,4176,947.72,2343,526.92
002159.SZ,20260202,25859,4219.63,22226,3627.98,18875,3079.24,19699,3215.51,5301,866.23,8110,1321.61,0,0.0,0,0.0,1425,236.81
603171.SH,20260202,27293,19441.97,25404,18087.86,9234,6576.82,11205,7987.09,4164,2963.12,3760,2676.62,687,483.43,1009,713.76,-1047,-725.53
002012.SZ,20260202,118822,7581.56,92508,5895.68,67743,4315.28,80897,5159.11,44355,2819.01,47952,3055.33,4000,253.4,13563,859.13,-23809,-1503.58
001388.SZ,20260202,3423,1508.04,3776,1664.56,3918,1725.12,2942,1296.14,1642,725.42,1851,815.48,274,121.08,687,303.49,-765,-329.64
002455.SZ,20260202,734827,72751.0,572427,56931.53,835075,82693.72,751118,74606.9,663038,66222.41,745676,74081.44,408062,41251.2,571782,57298.46,-219827,-22219.82
300503.SZ,20260202,81794,46872.85,117765,67549.23,126967,72876.61,112542,64586.17,83986,48240.26,72754,41808.23,29892,17201.49,19578,11247.58,-2645,-1350.06
603587.SH,20260202,19774,2614.48,19118,2527.66,7098,936.42,7146,943.49,2335,306.76,2944,386.51,0,0.0,0,0.0,-3048,-398.53
600787.SH,20260202,171941,10002.66,178797,10393.24,132806,7726.39,134584,7834.1,71400,4156.99,71206,4147.96,14404,836.46,5965,347.2,-115398,-6694.68
601869.SH,20260202,62634,99417.36,60211,95560.65,94120,149460.05,95722,151942.09,82515,130826.7,89324,141634.3,46404,73408.2,40415,63975.28,-3875,-5236.24
300853.SZ,20260202,16091,3446.77,16304,3490.18,6197,1326.63,7722,1656.8,5442,1165.67,2947,631.11,190,40.84,947,201.83,218,47.23
601866.SH,20260202,533014,13816.42,628522,16272.63,380308,9854.62,364302,9458.63,309799,8027.49,231516,6004.61,46731,1218.33,45512,1180.99,-399992,-10322.17
002778.SZ,20260202,10927,2405.15,12672,2784.48,8547,1880.23,9650,2122.98,7941,1743.56,4553,1002.24,0,0.0,540,119.23,-1955,-426.9
300210.SZ,20260202,41811,4095.11,26601,2613.4,43906,4310.39,41835,4105.49,25499,2504.93,31461,3082.33,4919,481.97,16238,1591.17,-12177,-1167.86
603605.SH,20260202,25442,18290.82,30148,21667.86,18333,13164.96,16648,11964.9,12869,9240.95,10935,7838.91,2342,1673.93,1255,898.99,-20590,-14762.37
300322.SZ,20260202,65583,17457.87,53334,14239.19,59838,15973.88,53966,14416.71,45396,12121.07,56471,15051.86,10412,2777.75,17457,4622.81,-9424,-2453.87
300397.SZ,20260202,44411,5968.11,31616,4255.57,50338,6765.66,46251,6222.93,27860,3752.45,35929,4828.73,5540,743.67,14353,1922.66,-18084,-2413.05
603607.SH,20260202,17109,3990.89,21568,5029.46,12493,2916.65,10944,2557.36,6274,1464.58,3538,826.85,500,117.15,326,75.6,-12806,-2980.69
001269.SZ,20260202,13379,3101.81,13358,3095.85,7680,1780.2,6657,1543.55,1331,308.25,2175,502.06,1185,276.01,1385,324.79,-3252,-748.84
600051.SH,20260202,56577,4491.08,65628,5207.93,23000,1824.03,19487,1545.36,14490,1150.98,8494,676.12,0,0.0,458,36.69,-4842,-377.83
603590.SH,20260202,8654,3458.66,8732,3488.82,5655,2258.95,5235,2092.21,1407,562.73,1622,647.96,957,383.22,1084,434.58,-3655,-1450.82
600211.SH,20260202,12371,5201.73,13728,5768.91,8089,3395.75,7497,3150.72,4012,1688.2,2988,1256.83,0,0.0,258,109.21,-5609,-2349.07
002114.SZ,20260202,169953,16444.76,131038,12681.59,96139,9289.41,112182,10831.92,41841,4040.87,67624,6533.99,14964,1436.06,12053,1163.61,-35671,-3442.29
300154.SZ,20260202,34911,3155.03,35412,3201.02,19187,1731.93,15341,1384.66,3825,344.07,3525,317.3,2829,252.63,6474,580.68,3742,340.19
600530.SH,20260202,36039,2322.36,39330,2533.1,26669,1721.93,23026,1487.13,7034,453.66,5069,327.12,0,0.0,2317,150.61,1792,126.99
603707.SH,20260202,72071,6821.34,82723,7822.21,47301,4474.82,37110,3516.71,15655,1480.94,14483,1369.88,461,43.86,1172,112.16,-29148,-2734.08
002436.SZ,20260202,294849,66581.3,231620,52356.91,286844,65058.84,271194,61371.98,251292,57047.43,219907,49819.12,114753,25983.3,225017,51122.88,-200077,-45067.25
600618.SH,20260202,195319,32534.36,186845,31134.51,152295,25350.17,158215,26344.42,75775,12622.56,79359,13197.7,18758,3125.37,17728,2955.82,-75850,-12689.71
000789.SZ,20260202,49788,2741.7,47296,2608.65,49807,2748.73,48372,2670.27,25932,1432.48,26971,1485.08,4035,222.56,6923,381.46,6606,367.64
300062.SZ,20260202,213499,19424.64,280356,25526.32,256573,23360.49,229947,20936.51,168543,15338.64,133477,12115.33,39796,3607.2,34631,3152.81,-7616,-652.61
002482.SZ,20260202,162555,2746.51,154496,2611.09,159252,2690.13,161435,2730.35,147820,2501.27,169778,2872.96,64213,1089.91,48131,813.41,-142414,-2383.94
600988.SH,20260202,21330,8292.91,5656,2199.23,19540,7597.19,11424,4441.65,17586,6837.57,16606,6456.23,15555,6047.81,40325,15678.37,74011,28775.48
002993.SZ,20260202,26812,12874.02,23706,11385.0,12195,5846.98,13226,6342.3,5323,2553.92,7134,3423.05,257,124.65,522,249.2,-5882,-2818.71
605189.SH,20260202,19246,2957.47,19139,2938.71,8429,1292.78,7707,1183.99,2345,359.53,3173,487.08,0,0.0,0,0.0,-5985,-916.51
605177.SH,20260202,16678,3586.39,15393,3308.32,4497,968.0,5339,1149.7,2548,549.51,2991,645.89,0,0.0,0,0.0,25,10.62
300993.SZ,20260202,17175,2502.61,15394,2243.99,17163,2499.99,14307,2085.61,6696,976.62,10510,1530.46,726,106.0,1549,225.14,-9922,-1436.66
603182.SH,20260202,16180,2624.07,16506,2674.95,6427,1040.89,5487,889.92,1261,205.82,1875,305.91,0,0.0,0,0.0,138,24.62
603376.SH,20260202,7518,2844.19,7591,2872.34,4062,1537.11,3197,1210.78,1835,696.24,2178,823.72,0,0.0,449,170.71,-2970,-1121.14
688411.SH,20260202,2128,4933.25,2830,6539.07,34553,80291.99,36811,85542.03,22945,53609.92,18557,43376.71,7619,17745.38,9049,21122.72,-11326,-25738.7
688479.SH,20260202,14595,3317.23,13329,3029.58,12343,2802.58,11818,2686.38,3458,787.61,5700,1294.93,450,103.47,0,0.0,1666,378.59
603226.SH,20260202,11467,3279.08,11178,3194.31,6307,1801.62,6044,1728.39,2406,688.83,2452,702.83,0,0.0,506,144.01,-512,-142.17
688677.SH,20260202,16360,7835.94,17203,8233.15,6738,3226.75,4500,2158.78,1351,648.27,1030,492.01,0,0.0,1716,827.02,952,467.23
300568.SZ,20260202,163966,22085.96,136939,18448.1,156329,21060.6,152687,20577.98,102070,13767.22,113791,15332.0,27149,3649.05,46097,6204.76,-79805,-10689.66
600398.SH,20260202,251064,15269.89,300527,18271.32,146169,8889.42,132895,8086.15,83416,5075.09,80678,4905.89,37658,2284.91,4207,255.94,-213696,-12965.61
605081.SH,20260202,13013,1394.74,11309,1213.05,22078,2366.5,20244,2170.17,12906,1382.4,16447,1762.75,1489,160.37,1485,158.04,-4056,-432.91
603335.SH,20260202,92401,5501.55,87549,5208.49,36785,2190.43,30239,1800.09,21346,1275.21,19794,1182.37,6221,369.39,19171,1145.63,13894,837.16
688400.SH,20260202,32838,13569.51,33696,13918.98,31716,13102.3,31460,13003.84,17981,7434.27,18703,7728.9,5431,2240.72,4106,1695.08,-7906,-3246.12
301391.SZ,20260202,6928,4966.69,6809,4882.7,3325,2383.74,3256,2333.51,2678,1919.13,2641,1893.32,144,102.61,369,262.64,-2003,-1426.96
300082.SZ,20260202,49922,4891.74,56148,5503.17,56362,5523.89,45426,4452.43,27255,2675.72,29816,2920.13,5284,511.53,7433,727.14,-28649,-2781.44
600395.SH,20260202,655435,36388.22,603427,33518.14,511449,28339.63,471172,26148.15,278734,15400.01,329551,18241.43,135049,7471.72,176517,9691.86,-35954,-1855.05
002522.SZ,20260202,119806,7132.92,114346,6821.66,116123,6918.46,104838,6252.1,73397,4377.65,95711,5695.54,16927,1010.75,11357,670.48,-20776,-1209.59
300036.SZ,20260202,66407,12793.48,68281,13160.56,63280,12189.03,56604,10907.87,31518,6077.47,35807,6891.47,9176,1764.87,9689,1864.95,-9229,-1764.45
002485.SZ,20260202,7824,313.47,6953,279.19,11497,462.36,10286,413.86,3478,139.01,5560,221.79,0,0.0,0,0.0,-2703,-107.71
002201.SZ,20260202,212268,29045.16,191258,26233.94,217845,29847.66,222274,30458.79,147241,20203.19,141056,19312.65,37431,5152.67,60197,8243.31,-61766,-8364.77
300073.SZ,20260202,53265,29887.75,52795,29641.56,50600,28391.26,39934,22419.0,30412,17052.14,36205,20311.77,12927,7282.77,18269,10241.58,-27949,-15659.64
601279.SH,20260202,82352,3657.61,79592,3534.55,45532,2022.37,37295,1656.14,12236,543.46,20132,895.32,76,3.34,3177,140.78,-13772,-604.06
600977.SH,20260202,573438,104636.23,595398,108619.37,419737,76654.96,402469,73511.31,226870,41476.45,231207,42287.31,64879,11841.93,55851,10191.58,-23338,-4031.84
301371.SZ,20260202,7764,1906.43,8801,2160.18,8098,1988.4,6937,1707.47,2952,725.65,3481,852.87,410,101.26,5,1.22,862,216.09
688008.SH,20260202,133133,240697.04,134451,243251.18,250357,452883.46,251515,455200.28,222535,403586.75,215362,390390.12,153797,279473.78,158495,287799.46,22256,40121.25
601089.SH,20260202,48984,13265.95,60358,16319.17,32341,8762.95,25053,6810.92,12397,3347.34,10539,2887.12,6838,1887.45,4610,1246.48,-29782,-8068.46
300575.SZ,20260202,88138,5685.57,76985,4962.83,48006,3089.15,47932,3091.52,14426,926.66,22223,1427.46,4336,276.97,7766,496.53,-13845,-892.81
002186.SZ,20260202,45875,5547.05,33088,4003.99,30213,3650.26,34633,4184.92,20160,2428.41,23622,2851.94,5919,713.78,10824,1298.65,4897,591.03
002897.SZ,20260202,31693,16516.95,25932,13500.65,21244,11059.36,21095,10983.58,10382,5394.62,13888,7231.62,2690,1392.37,5094,2647.45,-349,-166.58
603351.SH,20260202,7926,2176.71,7270,1996.02,4806,1322.2,4773,1313.0,1454,402.11,2064,569.88,398,111.44,477,133.56,992,283.74
002304.SZ,20260202,55933,31453.98,45525,25644.3,63609,35822.37,67287,37870.0,57653,32458.47,63283,35617.44,14563,8218.83,15663,8821.9,-19607,-11036.28
000692.SZ,20260202,91396,3439.9,66184,2487.94,59859,2251.44,58374,2196.7,24336,913.34,39207,1475.05,3426,128.48,15252,573.47,-31731,-1183.25
002224.SZ,20260202,112494,5245.41,81243,3784.38,85171,3964.63,77665,3619.49,50171,2337.88,75062,3497.64,4865,227.19,18731,873.61,-53303,-2473.73
605358.SH,20260202,143705,58370.73,143182,58160.12,115525,46983.47,119317,48515.52,67557,27453.73,64903,26376.64,16262,6587.31,15647,6342.95,-58949,-23876.59
002541.SZ,20260202,68118,14890.23,70184,15357.52,55348,12108.09,50360,11023.87,23770,5208.42,24403,5323.11,6680,1456.15,8970,1958.39,28549,6311.1
002901.SZ,20260202,11629,5820.46,12186,6094.56,10635,5323.61,10009,5013.24,5983,2996.49,5613,2811.96,345,175.8,783,396.61,-6763,-3376.29
601339.SH,20260202,171971,11642.92,170039,11508.31,90695,6145.2,83118,5629.13,34704,2359.74,37470,2546.05,7178,482.01,13921,946.38,-36384,-2437.31
300811.SZ,20260202,29027,22351.13,29993,23105.57,30445,23406.51,27682,21307.47,19273,14845.93,21292,16370.85,8976,6903.52,8753,6723.19,-17191,-13156.96
300689.SZ,20260202,22643,12099.44,24509,13159.25,31717,16985.2,29779,15959.79,19390,10409.11,21224,11326.63,6416,3433.56,4654,2481.64,-19046,-10147.75
002932.SZ,20260202,11074,2146.32,11073,2146.43,12944,2509.87,13734,2663.12,6165,1194.3,5159,998.19,543,104.57,761,147.31,-3045,-579.65
603685.SH,20260202,29628,6642.05,30557,6848.72,24452,5478.93,20905,4680.33,14277,3204.89,13573,3048.54,3057,680.9,6379,1429.18,7576,1701.06
601628.SH,20260202,120739,59052.57,118114,57775.15,78618,38500.6,79978,39084.73,58362,28559.05,40754,19969.14,30434,14915.7,49307,24198.9,9296,4599.9
600035.SH,20260202,63429,2508.26,84624,3342.92,41152,1626.53,49720,1966.26,23144,915.84,22266,881.47,30437,1201.99,1553,61.96,-63674,-2513.28
300385.SZ,20260202,82305,9666.38,93672,10992.64,77464,9084.26,85048,9982.92,74651,8741.03,55286,6479.03,21109,2476.41,21522,2513.48,-18854,-2192.17
301041.SZ,20260202,18453,5237.85,15951,4529.91,11910,3372.14,12474,3543.68,5358,1518.43,7410,2087.94,483,137.65,369,104.54,-480,-135.37
300637.SZ,20260202,36408,4628.97,33769,4296.89,23789,3028.39,20840,2655.11,9133,1159.44,12105,1538.12,4291,547.7,6907,874.39,-4343,-551.7
300997.SZ,20260202,37593,9111.47,39702,9656.52,49452,12002.94,49263,11957.14,29768,7231.59,30589,7407.43,4543,1114.86,1803,439.76,4079,991.2
601992.SH,20260202,571365,10970.55,596636,11443.1,350401,6727.13,318251,6109.88,157289,3017.62,190410,3664.63,56095,1070.59,29853,568.29,-253138,-4814.93
600580.SH,20260202,220423,97098.2,244440,107638.5,173777,76597.55,163697,72185.36,82860,36538.72,74953,33072.02,28790,12691.36,22760,10029.95,-55700,-24285.79
000987.SZ,20260202,352675,35324.6,220284,22118.97,307955,30901.61,308311,30952.24,192046,19304.92,246873,24755.46,64835,6498.43,142043,14202.89,-172672,-17207.16
300475.SZ,20260202,102960,160211.45,38693,60396.35,126296,196458.09,92245,143381.76,96138,149630.74,114248,177987.91,60942,95163.26,141150,219697.51,-29673,-46874.66
