ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
600691.SH,20260202,229804,7108.41,235853,7282.48,113067,3492.22,107289,3321.46,81971,2525.45,63403,1957.83,18262,554.09,36560,1118.41,-99842,-3067.87
688191.SH,20260202,26023,9929.86,26429,10083.47,25049,9563.13,27689,10569.3,18194,6955.2,18509,7071.1,6509,2482.58,3146,1206.92,-106,-11.42
002073.SZ,20260202,110000,9040.19,102605,8416.87,92624,7603.48,77263,6347.08,45934,3765.13,58179,4780.65,4959,403.66,15470,1267.87,-41497,-3383.22
600965.SH,20260202,135904,8720.16,149220,9573.65,67400,4326.03,59576,3825.13,24902,1598.04,21766,1397.85,4116,266.09,1760,113.7,2878,190.87
688150.SH,20260202,33502,9268.42,34986,9673.51,18683,5159.06,19944,5511.41,11138,3079.5,9976,2757.36,2886,793.85,1303,358.54,-9757,-2678.02
300269.SZ,20260202,320047,27104.0,320351,27184.0,360629,30639.91,405959,34560.7,250948,21405.74,223283,18968.88,62026,5329.24,44057,3765.32,193458,16634.29
000899.SZ,20260202,83024,8909.51,75435,8087.3,57494,6169.57,60136,6462.57,37785,4059.17,47732,5115.7,9788,1042.52,4788,515.2,-6966,-726.36
002319.SZ,20260202,38282,5773.74,46995,7090.31,33009,4982.2,34661,5233.1,37842,5722.61,28892,4363.02,8977,1347.55,7562,1139.66,-36032,-5431.17
002908.SZ,20260202,55190,5624.84,61677,6285.46,43304,4414.98,50337,5132.02,37066,3779.47,23219,2365.45,5431,552.75,5758,589.11,9683,1010.9
600025.SH,20260202,124456,11307.21,128607,11681.71,105148,9545.73,101052,9176.05,76968,6982.18,74725,6778.77,26759,2420.13,28947,2618.71,13075,1200.23
002584.SZ,20260202,109925,9749.48,86831,7704.2,90801,8053.3,99300,8809.0,46918,4169.14,65031,5768.23,7626,674.63,4108,365.12,-55610,-4910.95
688502.SH,20260202,512,1888.52,755,2791.06,10115,37410.53,10496,38810.82,2462,9063.83,2090,7699.32,642,2350.31,390,1412.0,-2253,-8400.67
603477.SH,20260202,64070,11155.88,67197,11703.69,42779,7456.49,40787,7111.19,24085,4203.92,20581,3589.33,1673,293.17,4042,705.25,-5913,-988.81
000612.SZ,20260202,269477,35355.21,158811,20856.53,231344,30322.56,207416,27194.8,192754,25231.87,250010,32761.63,62227,8141.91,139565,18238.58,-26294,-3399.93
002335.SZ,20260202,74446,46946.78,67734,42825.15,103254,65313.38,89335,56506.24,71799,45436.16,78684,49717.78,26612,16869.3,40358,25516.45,-23959,-14789.34
603091.SH,20260202,2477,1843.47,2777,2066.65,1619,1203.19,1298,966.13,1342,996.48,619,462.15,2,1.47,746,549.69,-894,-665.04
300449.SZ,20260202,44428,3199.04,38864,2796.25,18128,1300.89,21484,1546.46,14210,1023.39,11812,848.37,2494,181.31,7100,513.54,-4112,-293.08
000816.SZ,20260202,612562,23324.6,364152,13885.23,366490,13975.1,462229,17617.65,235762,8990.15,363826,13877.58,100608,3854.28,125215,4763.67,-290368,-11044.08
605398.SH,20260202,24389,7543.85,22411,6929.04,11903,3685.82,11068,3426.33,3187,988.81,4645,1440.53,402,124.86,1757,547.44,907,305.74
300481.SZ,20260202,53745,9390.81,28172,4933.96,42642,7457.63,52130,9119.78,29871,5222.66,42564,7435.63,6323,1109.33,9716,1691.07,-2133,-368.16
600197.SH,20260202,83248,11862.28,80069,11413.6,47627,6788.79,48339,6891.34,15123,2159.97,16721,2379.37,1180,167.36,2049,294.09,2312,337.0
300652.SZ,20260202,10734,5517.0,9523,4893.34,12525,6441.04,11479,5894.81,7463,3827.07,8761,4498.76,1832,936.55,2792,1434.74,-5516,-2814.85
688157.SH,20260202,7984,2940.18,9607,3538.54,6870,2535.56,6195,2289.1,3395,1256.92,2446,905.02,0,0.0,0,0.0,-2712,-989.28
603966.SH,20260202,212765,28293.28,204296,27168.3,96457,12845.33,98256,13082.59,43299,5762.1,48488,6455.23,14661,1929.29,16142,2123.89,-4765,-570.21
300787.SZ,20260202,35991,4556.18,27224,3446.11,26072,3300.59,29740,3766.44,15797,2002.41,16119,2039.52,0,0.0,4776,607.1,5859,750.41
600790.SH,20260202,71689,2794.52,71344,2778.39,39872,1550.58,40633,1581.2,23063,897.68,22646,883.19,0,0.0,0,0.0,-38111,-1476.77
000586.SZ,20260202,57291,8153.13,49224,7007.09,41230,5862.25,43131,6141.35,21064,3003.95,25232,3588.18,2649,376.99,4647,659.71,8178,1171.31
603790.SH,20260202,11162,2341.54,11653,2442.39,6338,1331.53,7629,1604.51,3835,804.02,3062,644.35,1009,214.14,0,0.0,-3808,-800.2
300471.SZ,20260202,126011,18282.48,91096,13226.77,103042,14948.2,94053,13653.41,62484,9061.75,85866,12438.7,9440,1362.03,29962,4335.57,-24786,-3583.26
600099.SH,20260202,34090,3783.71,33452,3713.46,17797,1974.7,17200,1908.19,2920,323.35,4155,460.1,0,0.0,0,0.0,-1855,-204.1
002016.SZ,20260202,79923,4990.56,98177,6139.77,59560,3729.13,57685,3613.13,38007,2390.15,20269,1274.48,397,24.95,1756,107.42,7685,492.14
600289.SH,20260202,12492,836.77,12163,815.08,20528,1376.76,17508,1174.89,14887,998.26,16411,1100.87,62,4.14,1887,125.1,-1839,-121.29
600410.SH,20260202,615062,125114.2,580357,118068.65,432591,88056.5,448552,91287.73,216258,44049.55,229745,46807.67,49828,10126.56,55085,11182.76,-180056,-36292.01
688419.SH,20260202,20852,8657.64,24979,10364.9,13586,5643.76,12130,5036.03,8686,3591.86,6400,2653.1,1906,784.96,1520,624.2,-9962,-4110.0
002443.SZ,20260202,55471,4723.9,59589,5076.78,45233,3854.06,32525,2767.55,40841,3469.23,40346,3427.53,3438,291.48,12523,1066.81,-36671,-3109.3
002748.SZ,20260202,41889,5165.22,38052,4690.27,31918,3937.98,27909,3447.12,8996,1108.96,17629,2172.66,787,97.9,0,0.0,-16238,-1983.48
002299.SZ,20260202,110448,18963.33,108145,18578.89,79366,13630.5,77814,13371.97,52498,9032.84,46802,8042.84,13741,2363.79,23291,3996.76,5663,1001.02
300272.SZ,20260202,39297,2887.92,24004,1766.04,33490,2462.18,40815,3001.46,25369,1864.31,30990,2274.92,5023,370.42,7370,542.42,-18024,-1317.96
688601.SH,20260202,34537,17769.27,39639,20410.17,34436,17757.65,33398,17210.66,27630,14190.27,27311,14028.03,10059,5173.7,6312,3242.03,-10000,-5100.62
002030.SZ,20260202,307149,19742.95,236930,15244.63,264319,17001.04,295853,19025.81,169122,10874.59,183640,11803.9,30573,1970.33,54740,3514.58,-164424,-10520.9
000898.SZ,20260202,499699,12406.48,587265,14555.33,408940,10169.79,278973,6953.64,218453,5422.51,235068,5852.97,64926,1621.52,90712,2258.36,-445084,-11011.66
301038.SZ,20260202,8827,2022.04,7855,1801.59,6744,1546.21,6621,1516.0,4888,1118.64,4861,1112.29,0,0.0,1121,257.01,-4288,-979.0
688116.SH,20260202,32476,14760.06,34251,15554.0,26488,12013.92,24688,11203.68,16269,7370.57,15152,6863.45,5165,2337.34,6306,2860.76,-14599,-6554.57
301137.SZ,20260202,24833,12893.89,37153,19293.22,33552,17431.32,27066,14065.49,22556,11720.6,17251,8957.55,4356,2265.59,3827,1995.13,-4066,-2069.74
301498.SZ,20260202,11229,7442.76,9461,6281.86,9785,6498.38,8591,5700.66,4492,2998.58,7239,4814.55,740,489.36,955,632.02,-3786,-2464.8
601163.SH,20260202,50206,7727.39,48135,7403.42,14863,2284.37,17645,2714.2,8414,1290.82,8442,1297.44,739,112.48,0,0.0,-10976,-1678.21
300863.SZ,20260202,14288,8859.59,16344,10139.58,24222,15018.91,25534,15842.09,23880,14809.21,22200,13753.14,6984,4332.82,5297,3285.73,-4510,-2763.8
002644.SZ,20260202,75125,6883.44,104877,9620.73,92586,8502.46,109457,10059.3,54246,4986.31,39194,3599.18,37340,3441.45,5769,534.45,67345,6186.19
002091.SZ,20260202,105306,9141.66,101335,8790.24,89146,7722.73,69750,6053.77,48527,4200.77,54026,4682.54,1791,157.11,19659,1695.71,-64481,-5575.5
301090.SZ,20260202,60387,4546.94,47741,3598.75,30964,2331.92,32753,2465.65,16599,1248.68,30790,2313.79,3334,250.65,0,0.0,-10507,-791.97
300005.SZ,20260202,102515,14460.21,88846,12551.76,127397,17966.6,134311,18958.5,115002,16223.41,129824,18334.96,67665,9601.75,59598,8406.74,16023,2259.34
603499.SH,20260202,36061,8413.96,46983,10954.06,29045,6793.82,29942,7049.64,16953,3962.75,20988,4988.56,31571,7609.18,15716,3787.45,-43907,-10407.0
000921.SZ,20260202,24022,5707.21,33124,7871.16,25106,5974.6,19722,4690.75,12288,2918.16,9933,2365.25,2135,509.59,771,182.41,-22389,-5305.23
600997.SH,20260202,180612,10960.59,178305,10814.68,98525,5987.66,95706,5815.24,58256,3543.17,56196,3423.23,7117,432.35,14303,870.62,-42856,-2563.55
002238.SZ,20260202,44887,3757.11,41545,3477.11,37418,3128.69,34499,2891.54,8501,713.58,14762,1230.74,0,0.0,0,0.0,-8860,-726.41
003035.SZ,20260202,678725,45201.78,680234,45400.13,737765,49128.64,690366,46008.96,579922,38608.7,590878,39310.7,227430,15307.03,262364,17526.36,353065,23883.56
000657.SZ,20260202,344784,161892.33,238940,112621.38,356534,168201.88,329728,155453.86,305541,144367.23,390187,183924.54,155929,73409.65,203933,95871.32,-108126,-50767.22
600576.SH,20260202,136367,9080.38,136790,9104.31,68449,4558.08,70147,4672.12,34519,2295.14,34117,2271.54,3558,235.56,1839,121.19,7264,508.84
000823.SZ,20260202,63406,8998.74,42832,6081.26,51981,7377.99,51908,7367.08,32713,4645.34,43420,6161.7,6218,883.32,16158,2295.35,-6231,-859.64
002092.SZ,20260202,302827,19558.39,256955,16638.14,382052,24674.44,315569,20390.08,362502,23423.84,393260,25394.93,138189,8932.57,219786,14166.09,-182615,-11913.18
301359.SZ,20260202,15064,3170.91,16885,3555.72,10372,2188.83,9682,2041.09,3211,676.12,1509,318.28,757,160.11,1328,280.87,3927,835.04
300950.SZ,20260202,10726,2587.46,8928,2157.25,10334,2493.91,10539,2543.73,3041,734.44,4673,1124.29,39,9.44,0,0.0,-1999,-478.89
601231.SH,20260202,234192,75808.78,260160,84240.97,189267,61307.0,185870,60230.24,132175,42932.78,118750,38556.29,75455,24500.96,66309,21522.02,-60537,-19547.83
600126.SH,20260202,403858,35894.32,403325,35842.47,337502,30024.93,310619,27646.16,128636,11452.88,144908,12889.26,33490,2974.11,44633,3968.34,-52077,-4465.44
601186.SH,20260202,492657,35478.7,547430,39413.29,477496,34402.15,453291,32663.03,349646,25203.81,304054,21922.44,117803,8488.25,132828,9574.16,-449764,-32306.63
301018.SZ,20260202,69994,49025.09,55802,39137.3,71419,50024.14,87683,61460.88,76510,53685.41,82865,58108.23,44234,31079.26,35807,25107.48,64555,45510.99
603568.SH,20260202,52249,13881.88,55505,14736.35,24188,6428.81,21917,5836.61,13153,3486.15,12681,3368.97,7000,1864.79,6487,1719.71,-16993,-4521.44
688507.SH,20260202,6280,6535.82,6846,7123.64,4737,4929.3,5013,5222.68,3266,3400.76,3227,3356.36,1633,1695.47,829,858.68,-2941,-3046.97
600531.SH,20260202,9895,1986.92,468,93.97,7366,1479.09,1044,209.64,8545,1715.84,2962,594.77,10601,2128.68,31933,6412.15,36407,7310.53
600640.SH,20260202,118994,17338.59,143374,20893.64,74866,10903.11,63168,9205.61,37091,5408.3,26425,3848.53,5309,778.4,3292,480.63,-34912,-5057.84
600622.SH,20260202,116283,3337.98,128518,3686.07,113452,3258.07,108332,3113.01,70221,2017.63,86577,2488.0,29582,847.21,6111,173.8,-72247,-2057.56
601800.SH,20260202,189509,15328.56,233178,18859.7,187153,15138.24,163077,13186.67,86965,7034.31,70675,5718.32,26990,2186.07,23688,1922.5,-207405,-16736.85
002061.SZ,20260202,142537,5915.98,195086,8102.01,147682,6124.67,155451,6463.17,141355,5876.33,192324,7999.96,165628,6910.18,54341,2262.01,-73867,-3012.47
300633.SZ,20260202,19450,5354.14,17150,4713.99,11566,3177.08,13188,3628.4,6108,1680.03,6286,1731.82,0,0.0,500,137.03,-6716,-1840.73
301282.SZ,20260202,16355,4546.82,15934,4427.83,10010,2781.68,9572,2661.72,3057,848.81,3916,1087.76,0,0.0,0,0.0,-1313,-357.34
688709.SH,20260202,40916,19736.23,41006,19799.99,43879,21185.43,47575,22975.37,27272,13183.29,23924,11543.32,7222,3469.31,6785,3255.59,-19395,-9402.96
300306.SZ,20260202,20128,2825.41,15863,2228.12,15820,2220.78,18287,2568.05,4582,644.31,7149,1002.9,769,108.58,0,0.0,-4271,-594.04
688025.SH,20260202,29422,47133.45,29649,47539.51,27829,44888.01,25384,40993.78,14472,23559.5,15903,25798.84,5009,8151.14,5795,9399.97,3606,5919.69
600340.SH,20260202,682592,10673.35,705998,11023.08,387986,6066.78,393465,6154.99,180588,2826.7,189423,2975.04,55668,871.26,17948,284.98,-189704,-2889.06
688720.SH,20260202,14718,10514.77,15499,11071.99,8832,6312.68,9084,6485.94,6590,4705.26,5083,3630.19,808,575.53,1281,920.12,-3287,-2329.8
300465.SZ,20260202,36669,6879.65,20773,3904.67,32620,6123.61,30325,5696.97,15547,2924.9,21636,4064.53,2596,484.99,14697,2746.98,-7590,-1403.01
002206.SZ,20260202,266838,18686.16,206590,14491.58,139626,9835.79,155314,10929.02,105227,7412.37,131030,9205.04,12380,868.23,31137,2176.91,-141426,-9897.43
002647.SZ,20260202,41605,4139.57,25048,2497.86,80007,7961.17,61419,6127.68,69679,6954.14,90220,8985.0,6605,659.86,21209,2104.2,-22167,-2198.58
000833.SZ,20260202,156258,30820.05,94670,18711.86,117393,23187.13,111944,22086.21,69021,13635.0,102585,20248.19,21573,4277.32,55045,10873.23,-61857,-12189.75
600770.SH,20260202,306698,20139.82,314963,20680.53,215987,14200.37,217136,14267.46,86742,5695.16,88926,5841.92,15807,1031.64,4209,277.09,-122628,-7964.74
300968.SZ,20260202,32818,4576.28,30821,4302.22,24187,3371.92,20532,2862.62,9224,1288.37,12982,1807.78,1168,163.38,3062,427.34,-5110,-703.24
601001.SH,20260202,132449,19384.79,147593,21576.91,106377,15609.77,97281,14276.79,74018,10877.83,94980,13997.47,40505,5942.03,13496,1963.24,-62886,-9146.12
600120.SH,20260202,329635,21104.23,334429,21401.04,185935,11900.29,178331,11430.16,80188,5132.62,72588,4646.4,10684,687.8,21095,1347.34,-117972,-7497.4
001287.SZ,20260202,136473,32945.49,87579,21204.43,133544,32274.43,108059,26106.09,83754,20250.52,105145,25422.59,31192,7522.13,84180,20259.46,-31665,-7644.52
601921.SH,20260202,93141,7685.71,112620,9288.18,62764,5172.95,51808,4274.97,23553,1940.79,16542,1362.25,1512,125.95,0,0.0,-32102,-2627.8
603260.SH,20260202,51666,24759.29,57933,27752.74,42902,20537.88,37509,17958.91,22312,10675.93,18592,8891.39,7605,3630.13,10451,5000.18,-17208,-8211.6
301273.SZ,20260202,12532,3742.08,11847,3540.47,5364,1601.77,5578,1662.16,980,292.62,1451,433.84,0,0.0,0,0.0,32,14.15
002898.SZ,20260202,14240,1620.82,9757,1121.73,28553,3254.07,23506,2688.42,27023,3103.19,39412,4477.67,13200,1458.34,10341,1148.59,3904,439.42
600503.SH,20260202,116456,3038.21,121800,3176.14,76755,2003.01,72780,1900.03,35949,936.82,37235,971.16,12406,322.92,9751,253.62,-68113,-1761.83
688080.SH,20260202,10847,6379.11,10206,6001.71,6083,3576.06,5953,3498.39,4004,2347.4,4887,2868.83,934,548.04,822,481.68,-2104,-1224.89
603855.SH,20260202,16221,3125.05,19206,3703.02,10652,2056.15,9427,1817.07,3982,768.27,2872,555.47,650,126.1,0,0.0,-9285,-1786.71
605305.SH,20260202,41677,17379.51,53683,22390.64,25548,10657.66,23146,9666.45,19906,8303.3,12831,5344.6,5740,2397.0,3210,1335.8,-23290,-9727.83
000565.SZ,20260202,108338,8936.38,121076,9999.18,112073,9268.6,101982,8429.79,56146,4627.37,57517,4746.58,10234,853.61,6216,510.41,-78131,-6402.07
300056.SZ,20260202,55000,4964.64,65501,5920.77,61832,5584.02,62953,5686.43,48264,4362.69,37633,3395.06,4381,395.74,3390,304.83,-26649,-2389.08
603087.SH,20260202,26644,17911.13,31166,20946.18,26500,17816.73,22485,15122.79,10543,7088.64,9970,6705.84,2116,1424.74,2181,1466.43,-11798,-7902.33
000561.SZ,20260202,100685,11303.4,79435,8934.99,80983,9104.99,79802,8972.34,61383,6918.57,58291,6549.89,10917,1230.35,36440,4100.09,-19352,-2128.34
000155.SZ,20260202,140243,17366.46,133735,16568.2,140617,17414.73,116729,14458.92,86120,10671.78,103895,12882.18,21703,2699.13,34324,4242.79,-49432,-6047.93
603987.SH,20260202,46630,4287.54,43100,3960.4,21201,1947.77,15761,1447.57,12475,1145.84,21433,1973.06,1085,100.36,1097,100.49,-2695,-241.23
688679.SH,20260202,24923,12738.84,19657,10064.89,18606,9490.69,16692,8521.06,13593,6940.08,18177,9253.36,2694,1376.93,5290,2707.22,-2337,-1211.55
688671.SH,20260202,8118,1964.18,7760,1876.36,2572,620.77,2799,676.74,741,178.52,871,210.38,0,0.0,0,0.0,710,173.91
000655.SZ,20260202,122960,12399.06,96286,9715.44,61409,6189.97,66533,6711.19,38432,3859.95,49817,5012.28,5941,603.55,16107,1613.61,-16310,-1644.58
000697.SZ,20260202,14536,1274.53,11714,1029.72,22442,1969.77,27892,2449.45,33443,2936.49,28730,2520.57,9613,845.63,11698,1026.69,-9464,-817.64
300047.SZ,20260202,92763,12361.86,79275,10592.55,69705,9299.57,68424,9131.42,40361,5391.13,37323,4972.0,8762,1173.96,26568,3530.54,-31548,-4170.63
300573.SZ,20260202,27760,19136.51,23602,16264.44,29911,20621.48,28599,19718.55,23690,16314.09,23667,16296.62,7732,5340.72,13224,9133.19,-20361,-13971.95
600266.SH,20260202,393501,21801.9,400647,22189.26,197154,10930.09,199310,11047.94,90693,5022.59,94699,5244.08,24844,1363.26,11535,636.56,-142411,-7847.33
000709.SZ,20260202,621457,15025.75,728774,17573.72,644496,15591.91,490521,11895.44,613123,14872.4,596631,14499.98,179960,4361.22,243109,5882.14,-656584,-15775.85
001319.SZ,20260202,20760,6281.03,20338,6154.81,15948,4825.03,16562,5012.52,9066,2742.15,9516,2875.05,2520,762.32,1878,568.15,-5422,-1638.45
600339.SH,20260202,1083039,42526.84,1212042,47482.87,776089,30457.61,790716,31015.53,470393,18414.8,431708,16926.96,234021,9096.54,129076,5070.45,-508386,-19882.47
002973.SZ,20260202,29544,4338.6,30731,4512.95,37735,5537.71,33086,4860.51,20752,3046.2,19529,2865.25,2870,420.01,7555,1103.82,9525,1397.53
605001.SH,20260202,59182,4827.56,58250,4749.89,20414,1663.43,19417,1584.36,3490,284.79,5209,424.34,0,0.0,210,17.18,8465,691.23
600984.SH,20260202,319195,13319.12,297799,12416.93,237697,9929.72,218763,9134.48,79079,3297.85,131156,5474.03,24098,994.64,12351,515.89,104078,4425.52
600033.SH,20260202,208841,7915.13,237722,8998.38,146148,5538.47,124375,4716.96,65865,2492.72,59884,2273.25,1127,42.26,0,0.0,-110429,-4154.29
600257.SH,20260202,150409,11020.48,155479,11385.96,78622,5772.06,80581,5924.5,37466,2757.76,32484,2392.21,4952,363.88,2905,211.51,-59873,-4344.34
000791.SZ,20260202,85557,5877.9,125910,8655.05,84360,5796.59,69560,4788.31,61996,4267.45,43197,2968.5,12607,869.84,5854,399.92,-58032,-3968.59
603630.SH,20260202,27118,5205.91,30130,5779.91,12680,2434.92,8804,1694.77,3323,640.59,3296,634.46,974,188.96,1866,361.24,-9130,-1738.68
301032.SZ,20260202,47323,6328.99,30587,4089.62,27805,3720.6,29963,4012.17,11365,1521.26,17428,2327.89,1510,201.93,10025,1343.11,5001,680.4
600391.SH,20260202,113765,57134.58,96658,48573.87,72776,36635.11,78386,39426.31,33885,17075.81,40769,20538.54,9335,4705.08,13948,7011.86,-12695,-6201.14
601975.SH,20260202,875299,30972.06,903518,31948.6,621814,22021.82,646759,22916.55,527498,18629.66,535196,18917.52,137146,4866.64,76285,2707.52,-461631,-16255.68
300899.SZ,20260202,2273,757.32,1138,381.56,3199,1071.61,3236,1083.06,1606,538.57,2704,902.88,0,0.0,0,0.0,-1634,-541.23
300227.SZ,20260202,193474,24391.17,242956,30625.59,216466,27298.43,220105,27812.82,241736,30565.09,201589,25414.2,111677,13999.22,98703,12401.29,66482,8410.26
300753.SZ,20260202,22017,7190.5,23357,7631.31,18721,6123.42,16124,5272.33,9559,3120.68,8330,2720.11,0,0.0,2486,810.84,717,250.62
000623.SZ,20260202,128575,24879.29,159305,30846.91,175536,33998.03,127627,24753.32,156865,30379.26,122184,23669.69,43822,8463.65,95682,18450.33,-123605,-23885.75
002649.SZ,20260202,80161,11145.75,75491,10496.62,71037,9874.12,63688,8858.89,35289,4912.54,39954,5556.54,6406,889.12,13760,1909.5,-19000,-2610.65
603619.SH,20260202,17404,5433.41,10488,3274.35,14497,4525.84,16893,5273.99,11941,3727.91,12517,3907.81,4928,1538.52,8871,2769.53,48559,15160.12
300897.SZ,20260202,6847,1813.18,7486,1983.25,5354,1421.98,6041,1603.08,3889,1030.4,2966,785.5,895,236.01,492,129.74,-2352,-618.27
002892.SZ,20260202,57159,7202.53,55251,6961.19,31438,3959.52,32189,4058.44,16542,2085.07,18498,2329.18,3829,484.01,3030,382.33,-9511,-1191.07
301209.SZ,20260202,6988,6662.59,3559,3407.49,6121,5849.97,5634,5374.94,3989,3797.09,6584,6264.43,2888,2725.52,4208,3988.3,-2421,-2270.35
603135.SH,20260202,81275,9401.96,80262,9274.68,34918,4044.98,35498,4116.99,13231,1540.76,14570,1697.94,988,111.62,83,9.71,20692,2441.89
000408.SZ,20260202,95978,80280.62,61535,51648.5,90842,76280.76,85106,71351.63,58568,49061.56,75581,63269.58,21108,17607.14,44276,36960.38,21298,17844.62
300103.SZ,20260202,40018,3073.97,34634,2659.94,20413,1567.99,23573,1810.59,7180,551.39,9404,722.82,0,0.0,0,0.0,-4408,-337.46
603131.SH,20260202,53977,13082.09,54790,13274.64,39187,9497.11,35856,8692.24,17355,4211.36,17237,4181.43,3632,881.03,6266,1523.28,-11939,-2861.79
600161.SH,20260202,44561,7367.11,46366,7662.61,38844,6421.65,37121,6140.37,15847,2623.72,16596,2748.24,4681,777.05,3851,638.31,-33738,-5570.82
000159.SZ,20260202,125996,8592.38,88806,6059.89,74852,5108.27,78337,5343.99,67127,4576.4,86697,5911.24,10553,716.68,24688,1678.62,-28102,-1905.81
603059.SH,20260202,47962,18289.9,49167,18729.46,19968,7601.57,17809,6789.31,6921,2634.8,8354,3197.74,5972,2295.25,5494,2105.01,1601,626.75
002237.SZ,20260202,15529,2886.84,3517,653.81,11897,2211.65,7236,1345.12,10314,1917.37,15527,2886.5,22741,4227.55,34201,6357.99,60479,11243.05
601111.SH,20260202,436734,36260.61,509563,42274.7,310002,25739.53,293046,24342.38,214186,17799.89,163063,13551.39,70571,5873.3,65820,5504.86,-7199,-429.5
688681.SH,20260202,24191,4739.82,21939,4296.58,10069,1970.07,11923,2335.32,1520,298.37,1918,376.35,0,0.0,0,0.0,679,135.94
300698.SZ,20260202,11501,4712.36,11396,4673.05,10751,4403.16,9185,3762.47,6141,2521.77,6668,2732.11,764,311.08,1908,780.73,-6091,-2482.98
301559.SZ,20260202,24070,4204.95,14673,2563.84,10415,1816.08,14559,2541.7,2449,426.75,7702,1342.24,0,0.0,0,0.0,-4714,-820.21
002567.SZ,20260202,150846,6602.37,102150,4473.54,161816,7078.55,183017,8014.05,126375,5533.58,126357,5529.2,19673,863.91,47186,2061.63,-61282,-2651.28
688358.SH,20260202,10333,3689.77,10990,3925.03,5697,2031.78,4167,1484.76,1859,664.27,2732,976.04,0,0.0,0,0.0,-3775,-1342.87
300972.SZ,20260202,14898,29429.23,14247,28152.47,7546,14862.91,6474,12811.71,4364,8573.17,3357,6627.15,1793,3492.54,4522,8766.52,-1826,-3713.13
300889.SZ,20260202,17846,4121.11,13102,3022.51,14693,3396.6,17454,4033.75,19976,4609.39,20264,4680.05,1692,388.99,3387,779.79,-12771,-2930.49
301283.SZ,20260202,11925,5983.51,11203,5625.14,7053,3544.11,7534,3783.07,2271,1138.98,2747,1375.91,235,117.52,0,0.0,-568,-289.79
002929.SZ,20260202,32259,15039.58,32478,15169.7,40566,18924.15,42615,19897.07,33035,15439.72,28897,13486.94,4809,2259.2,6678,3108.94,-1534,-605.82
688046.SH,20260202,34030,5893.15,37031,6416.08,11978,2067.32,6961,1200.79,1722,293.65,3738,637.25,0,0.0,0,0.0,-11913,-2071.86
300925.SZ,20260202,48104,10459.34,33718,7351.31,43389,9438.31,44913,9773.1,33184,7217.37,35446,7699.95,4170,909.19,14771,3199.85,-23809,-5160.6
300843.SZ,20260202,16592,8109.02,18611,9096.75,18515,9041.82,15357,7507.38,13226,6472.32,11753,5742.83,769,371.93,3381,1648.13,-13882,-6776.61
300296.SZ,20260202,314424,22165.62,283056,19960.41,290053,20457.72,270314,19076.35,220328,15550.2,242983,17139.27,63756,4503.39,92207,6500.9,1830,218.01
002515.SZ,20260202,67384,4092.13,64384,3914.96,92558,5622.28,98011,5960.41,75743,4608.88,102579,6235.27,39795,2426.56,10507,639.21,6891,451.74
300398.SZ,20260202,129810,35183.89,129154,35043.29,160541,43567.26,140462,38138.06,134672,36568.46,138279,37531.71,42475,11506.1,59602,16112.65,-72644,-19601.05
002439.SZ,20260202,57487,8196.28,68860,9821.46,52365,7464.04,56752,8096.19,34488,4920.95,31644,4514.41,19938,2851.18,7022,1000.39,-10719,-1509.91
688653.SH,20260202,49337,6961.87,47232,6662.86,37214,5232.8,34177,4809.13,19771,2773.38,22824,3201.37,2276,319.23,4366,613.92,-7489,-1046.85
601137.SH,20260202,131183,24867.85,138584,26254.57,91585,17362.02,94294,17876.57,53775,10185.08,44654,8467.93,12090,2274.63,11101,2090.51,-65285,-12311.1
605296.SH,20260202,17085,4825.98,17503,4946.15,9743,2751.01,9497,2683.3,5278,1491.29,5132,1450.47,1029,290.35,1002,278.71,-1716,-488.92
001380.SZ,20260202,17618,4117.63,21002,4910.09,14540,3400.15,13407,3136.18,8577,2007.82,7769,1816.1,1444,336.77,0,0.0,-11321,-2640.86
603161.SH,20260202,19934,3054.04,20000,3063.33,10662,1634.17,8842,1355.48,2655,407.37,3565,547.13,1000,151.8,1844,281.44,-2967,-449.51
688439.SH,20260202,15455,9353.18,17512,10591.81,10307,6229.1,9159,5541.72,6015,3641.41,5065,3060.7,1627,982.31,1667,1011.76,-7314,-4404.56
300111.SZ,20260202,176725,7868.11,160660,7156.51,134398,5985.7,135319,6024.88,86627,3859.65,103495,4604.03,27108,1206.53,25384,1134.57,-77810,-3435.29
300885.SZ,20260202,29635,7720.01,41202,10740.63,28953,7548.62,24130,6294.9,19032,4963.71,13871,3607.72,5390,1399.39,3807,988.47,-3721,-969.79
002421.SZ,20260202,255060,7133.13,216590,6063.52,140483,3924.43,158411,4427.14,131603,3680.95,184422,5150.2,39725,1112.14,7448,209.79,-48303,-1339.06
300891.SZ,20260202,72454,6956.48,56009,5381.99,42859,4113.23,50956,4898.75,15272,1469.27,23325,2234.59,6916,662.92,7211,686.57,-3777,-361.33
600059.SH,20260202,230565,23892.4,231757,24013.02,172742,17887.67,179453,18606.45,90685,9395.94,88560,9167.69,15044,1572.53,9267,961.37,-22066,-2220.15
