MUTUAL_TYPE,TRADE_DATE,FUND_INFLOW,NET_DEAL_AMT,QUOTA_BALANCE,ACCUM_DEAL_AMT,BUY_AMT,SELL_AMT,LEAD_STOCKS_CODE,LEAD_STOCKS_NAME,LS_CHANGE_RATE,INDEX_CLOSE_PRICE,INDEX_CHANGE_RATE,HOLD_MARKET_CAP,DEAL_AMT,QUOTA_BALANCE_TEXT,DEAL_NUM
003,2023-07-26 00:00:00,817.050000000003,-436.119999999999,51182.95,913838.87,25964.24,26400.36,002146.SZ,荣盛发展,9.84,10968.98,-0.47,1094294040349.94,52364.6,51182.95,3018766
003,2023-07-25 00:00:00,10141.71,9104.76,41858.29,914274.99,39428.56,30323.8,002043.SZ,兔宝宝,10.02,11021.29,2.54,1099195263496.42,69752.36,41858.29,3476243
003,2023-07-24 00:00:00,-3314.77,-4483.12,55314.77,905170.23,21428.53,25911.65,002866.SZ,传艺科技,10.0,10747.79,-0.58,1060344593959.06,47340.18,55314.77,2860151
003,2023-07-21 00:00:00,3358.0,1832.28,48642.0,909653.35,27168.54,25336.26,000670.SZ,盈方微,10.03,10810.18,-0.06,1071610062976.38,52504.8,48642,3176504
003,2023-07-20 00:00:00,2477.96,1431.04,49522.04,907821.07,29207.45,27776.41,002791.SZ,坚朗五金,10.0,10816.27,-1.06,1071305553961.41,56983.86,49522.04,3255028
003,2023-07-19 00:00:00,226.599999999999,-971.59,51773.4,906390.03,23659.34,24630.93,002292.SZ,奥飞娱乐,9.97,10932.65,-0.37,1078480434001.79,48290.27,51773.4,2790169
003,2023-07-18 00:00:00,-2826.6,-4114.56,54826.6,907361.62,27032.78,31147.34,002922.SZ,伊戈尔,10.01,10972.96,-0.34,1082356525185.19,58180.12,54826.6,3517576
003,2023-07-14 00:00:00,2483.0,-131.830000000002,49517.0,911476.18,31722.0,31853.83,002400.SZ,省广集团,9.94,11080.32,-0.14,1097336053998.87,63575.83,49517,3126643
003,2023-07-13 00:00:00,8031.34,6702.26,43968.66,911608.01,35044.22,28341.96,001309.SZ,德明利,10.01,11095.44,1.61,1099438458725.98,63386.18,43968.66,3256814
003,2023-07-12 00:00:00,2015.3,761.670000000002,49984.7,904905.75,30308.84,29547.17,002265.SZ,建设工业,10.03,10919.26,-0.99,1076681075560.25,59856.01,49984.7,3173215
003,2023-07-11 00:00:00,2870.1,1574.09,49129.9,904144.08,26221.72,24647.63,002383.SZ,合众思壮,10.0,11028.68,0.78,1082906839224.9,50869.35,49129.9,2778923
003,2023-07-10 00:00:00,1106.15,-36.450000000001,50893.85,902569.99,27027.19,27063.64,002150.SZ,正泰电源,9.99,10942.83,0.5,1073069131445.91,54090.83,50893.85,3012775
003,2023-07-07 00:00:00,-1195.0,-2409.39,53195.0,902606.44,27331.89,29741.28,000767.SZ,晋控电力,10.09,10888.55,-0.73,1069397631037.91,57073.17,53195,3245232
003,2023-07-06 00:00:00,1915.71,829.220000000001,50084.29,905015.83,29419.08,28589.86,002636.SZ,金安国纪,10.04,10968.37,-0.55,1080414270977.71,58008.94,50084.29,3269793
003,2023-07-05 00:00:00,-1627.98,-2876.69,53627.98,904186.61,27295.41,30172.1,002703.SZ,浙江世宝,10.0,11029.3,-0.91,1087355008000.14,57467.51,53627.98,3174070
003,2023-07-04 00:00:00,910.400000000002,-364.310000000001,51089.6,907063.3,29133.85,29498.16,002428.SZ,云南锗业,10.0,11130.3,0.35,1097166238834.91,58632.01,51089.6,3151706
003,2023-07-03 00:00:00,1724.85,818.679999999993,50275.15,907427.61,35688.09,34869.41,002101.SZ,广东鸿图,10.01,11091.56,0.59,1095028231273.19,70557.5,50275.15,3563374
003,2023-06-30 00:00:00,4863.0,3684.25,47137.0,906608.93,34039.85,30355.6,002031.SZ,巨轮智能,10.07,11026.59,1.02,1088688832547.31,64395.45,47137,3329695
