trade_date,ts_code,name,close,pct_change,turnover_rate,amount,l_sell,l_buy,l_amount,net_amount,net_rate,amount_rate,float_values,reason
20220314,000807.SZ,云铝股份,13.49,-10.0067,4.9,1931279822.0,349818513.03,228399188.05,578217701.08,-121419324.98,-6.29,29.94,37962321155.86,日跌幅偏离值达到7%的前5只证券
20220314,000933.SZ,神火股份,12.01,-9.97,6.27,1742255201.0,446590657.36,364151957.28,810742614.64,-82438700.08,-4.73,46.53,26799838311.09,日跌幅偏离值达到7%的前5只证券
20220314,000980.SZ,*ST众泰,3.99,5.0,0.72,354408702.0,59491009.6,66034100.0,125525109.6,6543090.4,1.85,35.42,,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20220314,000980.SZ,众泰汽车,3.99,5.0,0.72,354408702.0,59491009.6,66034100.0,125525109.6,6543090.4,1.85,35.42,17106932063.55,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20220314,001296.SZ,长江材料,35.5,-8.3161,30.08,226259522.0,26147957.77,16340950.75,42488908.52,-9807007.02,-4.33,18.78,729525000.0,日换手率达到20%的前5只证券
20220314,001313.SZ,粤海饲料,16.52,1.2255,35.37,593153680.0,45713547.37,54472988.14,100186535.51,8759440.77,1.48,16.89,1652000000.0,日换手率达到20%的前5只证券
20220314,002053.SZ,云南能投,13.88,-9.987,12.38,978697232.0,148006646.81,146785472.69,294792119.5,-1221174.12,-0.12,30.12,7749611183.68,日跌幅偏离值达到7%的前5只证券
20220314,002086.SZ,ST东洋,2.6,4.8387,0.26,38863709.0,6274380.8,6501709.8,12776090.6,227329.0,0.58,32.87,,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20220314,002086.SZ,东方海洋,2.6,4.8387,0.26,38863709.0,6274380.8,6501709.8,12776090.6,227329.0,0.58,32.87,1635486678.8,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20220314,002104.SZ,恒宝股份,12.06,4.5061,38.48,2760253800.0,301961406.49,212062083.3,514023489.79,-89899323.19,-3.26,18.62,7092687751.74,日换手率达到20%的前5只证券
20220314,002162.SZ,悦心健康,6.33,-9.9573,14.5,817587062.0,145074835.0,74947465.35,220022300.35,-70127369.65,-8.58,26.91,5402297355.0,日跌幅偏离值达到7%的前5只证券
20220314,002190.SZ,成飞集成,29.87,10.0184,4.02,424295578.0,64939669.29,58834624.0,123774293.29,-6105045.29,-1.44,29.17,10715245475.41,日涨幅偏离值达到7%的前5只证券
20220314,002246.SZ,北化股份,12.43,10.0,15.62,1065260656.0,250233750.86,123629930.0,373863680.86,-126603820.86,-11.88,35.1,6824502489.42,日涨幅偏离值达到7%的前5只证券
20220314,002246.SZ,北化股份,12.43,10.0,15.62,1992352623.0,303335039.86,163354597.82,466689637.68,-139980442.04,-7.03,23.42,6824502489.42,连续三个交易日内，涨幅偏离值累计达到20%的证券
