trade_date,ts_code,name,close,pct_change,turnover_rate,amount,l_sell,l_buy,l_amount,net_amount,net_rate,amount_rate,float_values,reason
20210429,000615.SZ,ST美谷,19.07,9.9769,12.76,1826146194.0,197077230.0,311639620.0,508716850.0,114562390.0,6.27,27.86,14715551299.01,日价格涨幅偏离值达到9.80%
20210429,000615.SZ,奥园美谷,19.07,9.9769,12.76,1826146194.0,197077230.0,311639620.0,508716850.0,114562390.0,6.27,27.86,,日价格涨幅偏离值达到9.80%
20210429,000718.SZ,苏宁环球,6.22,10.0885,10.14,1415812193.0,143116086.0,285137720.0,428253806.0,142021634.0,10.03,30.25,14238714565.32,日价格涨幅偏离值达到9.80%
20210429,000718.SZ,苏宁环球,6.22,10.0885,10.14,3115314027.0,283864023.0,371818431.0,655682454.0,87954408.0,2.82,21.05,14238714565.32,异常期间价格涨幅偏离值累计达到22.56%
20210429,000829.SZ,天音控股,6.67,-7.1031,6.08,431426240.0,77069115.0,56099853.0,133168968.0,-20969262.0,-4.86,30.87,6829341004.02,日价格振幅达到15.93%
20210429,000835.SZ,*ST长动,2.12,4.9505,6.81,49426649.0,11321009.0,14104050.0,25425059.0,2783041.0,5.63,51.44,,异常期间价格涨幅偏离值累计达到13.93%
20210429,000835.SZ,长动退,2.12,4.9505,6.81,49426649.0,11321009.0,14104050.0,25425059.0,2783041.0,5.63,51.44,642137400.0,异常期间价格涨幅偏离值累计达到13.93%
20210429,000908.SZ,*ST景峰,6.25,-6.1562,37.41,1837854241.0,234143884.0,103904384.0,338048268.0,-130239500.0,-7.09,18.39,4520406106.25,日价格振幅达到15.52%
20210429,000908.SZ,景峰医药,6.25,-6.1562,37.4,1837854241.0,234143884.0,103904384.0,338048268.0,-130239500.0,-7.09,18.39,,日换手率达到36.60%
20210429,000995.SZ,皇台酒业,18.06,-10.0149,13.44,442396314.0,55831486.0,40695310.0,96526796.0,-15136176.0,-3.42,21.82,3203988480.0,日价格跌幅偏离值达到-10.21%
20210429,001202.SZ,炬申股份,21.73,44.0027,1.12,7792784.0,402005.0,7789318.0,8191323.0,7387313.0,94.8,105.11,700618660.0,无价格涨跌幅限制
20210429,002071.SZ,长城退,0.32,-8.5714,4.8,8292584.0,3159648.0,2047536.0,5207184.0,-1112112.0,-13.41,62.79,168131928.96,退市整理期
20210429,002086.SZ,*ST东洋,1.6,-4.1916,2.39,40988728.0,6365270.0,8370653.0,14735923.0,2005383.0,4.89,35.95,,异常期间价格跌幅偏离值累计达到-13.02%
