trade_date,ts_code,name,close,pct_change,turnover_rate,amount,l_sell,l_buy,l_amount,net_amount,net_rate,amount_rate,float_values,reason
20240620,000609.SZ,*ST中迪,1.79,5.2941,1.0,18117747.0,4692773.0,4901678.82,9594451.82,208905.82,1.15,52.96,522840244.38,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20240620,000677.SZ,恒天海龙,3.02,-10.119,11.21,301947928.0,54756056.15,20911577.19,75667633.34,-33844478.96,-11.21,25.06,2609213402.96,日跌幅偏离值达到7%的前5只证券
20240620,000957.SZ,中通客车,10.75,10.0307,13.39,822218900.0,74008354.71,109593402.0,183601756.71,35585047.29,4.33,22.33,6373717312.0,日涨幅偏离值达到7%的前5只证券
20240620,000982.SZ,中银绒业,0.19,-9.5238,9.46,76675300.0,15350936.0,7129654.0,22480590.0,-8221282.0,-10.72,29.32,809756640.07,日跌幅偏离值达到7%的前5只证券
20240620,000996.SZ,中期退,0.38,-9.5238,3.54,4845160.0,2640730.0,1764116.0,4404846.0,-876614.0,-18.09,90.91,131100000.0,退市整理期
20240620,001298.SZ,好上好,23.68,6.0457,42.84,1064927591.0,69281071.02,72355626.82,141636697.84,3074555.8,0.29,13.3,2491045660.8,日换手率达到20%的前5只证券
20240620,002087.SZ,新纺退,0.17,6.25,2.69,3707524.0,1510232.0,2022694.0,3532926.0,512462.0,13.82,95.29,138658482.1,退市整理期
20240620,002105.SZ,信隆健康,4.98,9.9338,5.31,91188540.0,15068522.46,35977143.92,51045666.38,20908621.46,22.93,55.98,1815204522.0,日振幅值达到15%的前5只证券
20240620,002105.SZ,信隆健康,4.98,9.9338,5.31,150281170.0,25715608.06,49232924.72,74948532.78,23517316.66,15.65,49.87,1815204522.0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20240620,002178.SZ,延华智能,4.06,10.0271,5.39,197110842.0,24961032.0,38675821.0,63636853.0,13714789.0,6.96,32.28,2889839621.48,连续三个交易日内，涨幅偏离值累计达到20%的证券
20240620,002181.SZ,粤传媒,3.26,-8.9385,2.43,90346540.0,7998592.2,15037429.0,23036021.2,7038836.8,7.79,25.5,3698347658.72,日跌幅偏离值达到7%的前5只证券
20240620,002197.SZ,ST证通,3.64,1.676,10.12,265770324.0,26542501.54,27801456.31,54343957.85,1258954.77,0.47,20.45,1944894085.68,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20240620,002199.SZ,东晶电子,9.22,10.0239,23.59,487534601.0,28789210.0,57784541.0,86573751.0,28995331.0,5.95,17.76,2244538586.86,日换手率达到20%的前5只证券
20240620,002199.SZ,东晶电子,9.22,10.0239,23.59,1977771137.21,1977771137.21,1977771137.21,3955542274.42,0.0,0.0,200.0,2244538586.86,严重异常期间日收盘价格涨幅偏离值累计达到100%的证券
