trade_date,ts_code,name,close,pct_change,turnover_rate,amount,l_sell,l_buy,l_amount,net_amount,net_rate,amount_rate,float_values,reason
20251211,000063.SZ,中兴通讯,37.82,-9.9952,10.83,16918578961.0,1880508390.29,1616253361.72,3496761752.01,-264255028.57,-1.56,20.67,152314758112.14,日跌幅偏离值达到7%的前5只证券
20251211,000070.SZ,特发信息,13.37,-9.9663,27.38,3464158613.0,465109661.64,273849084.0,738958745.64,-191260577.64,-5.52,21.33,11881636251.24,日跌幅偏离值达到7%的前5只证券
20251211,000890.SZ,法尔胜,5.34,10.1031,13.59,291755565.0,31818521.2,74044277.62,105862798.82,42225756.42,14.47,36.28,2240082185.64,日振幅值达到15%的前5只证券
20251211,000890.SZ,法尔胜,5.34,10.1031,13.59,380185878.0,43098296.2,86031993.38,129130289.58,42933697.18,11.29,33.97,2240082185.64,连续三个交易日内，涨幅偏离值累计达到20%的证券
20251211,000950.SZ,重药控股,6.45,10.0683,1.81,501427208.0,69006883.74,182592390.0,251599273.74,113585506.26,22.65,50.18,11146791289.2,连续三个交易日内，涨幅偏离值累计达到20%的证券
20251211,001280.SZ,中国铀业,67.68,5.9487,52.17,5485531580.0,635304993.26,575702795.0,1211007788.26,-59602198.26,-1.09,22.08,10699345689.12,日换手率达到20%的前5只证券
20251211,001360.SZ,南矿集团,23.59,3.6012,35.41,686916727.0,105701432.47,112920269.82,218621702.29,7218837.35,1.05,31.83,1929217234.14,日换手率达到20%的前5只证券
20251211,001386.SZ,马可波罗,25.39,2.2965,46.69,1173079985.0,90518498.85,84828068.32,175346567.17,-5690430.53,-0.49,14.95,2484695969.56,日换手率达到20%的前5只证券
20251211,002105.SZ,信隆健康,8.56,-8.547,28.16,963922252.0,145134246.38,115740840.95,260875087.33,-29393405.43,-3.05,27.06,3119880106.0,日振幅值达到15%的前5只证券
20251211,002157.SZ,正邦科技,3.45,9.8726,8.9,2159673927.0,524050956.03,612707417.72,1136758373.75,88656461.69,4.11,52.64,24914581316.85,日涨幅偏离值达到7%的前5只证券
20251211,002202.SZ,金风科技,16.98,9.9741,7.23,4057598261.0,346799454.36,580407759.06,927207213.42,233608304.7,5.76,22.85,56925008621.88,日涨幅偏离值达到7%的前5只证券
