trade_date,ts_code,name,close,pct_change,turnover_rate,amount,l_sell,l_buy,l_amount,net_amount,net_rate,amount_rate,float_values,reason
20210908,000537.SZ,中绿电,6.41,9.9485,0.16,53392767.0,6693611.0,33762090.0,40455701.0,27068479.0,50.7,75.77,11098318440.53,连续三个交易日内，涨幅偏离值累计达到20%的证券
20210908,000537.SZ,广宇发展,6.41,9.9485,0.16,53392767.0,6693611.0,33762090.0,40455701.0,27068479.0,50.7,75.77,,连续三个交易日内，涨幅偏离值累计达到20%的证券
20210908,000591.SZ,太阳能,8.95,-5.3911,21.8,4138796371.0,503013953.07,276463065.09,779477018.16,-226550887.98,-5.47,18.83,18232035414.55,日换手率达到20%的前5只证券
20210908,000681.SZ,视觉中国,17.34,10.0254,19.59,3276856382.0,372074529.8,638962854.66,1011037384.46,266888324.86,8.14,30.85,10484077819.32,连续三个交易日内，涨幅偏离值累计达到20%的证券
20210908,000762.SZ,西藏矿业,81.41,9.9986,15.62,6509645027.0,784550635.35,726648512.28,1511199147.63,-57902123.07,-0.89,23.21,42397963120.38,日涨幅偏离值达到7%的前5只证券
20210908,000933.SZ,神火股份,15.42,9.9857,7.3,2409165091.0,291855601.01,519312552.0,811168153.01,227456950.99,9.44,33.67,34409117964.78,日涨幅偏离值达到7%的前5只证券
20210908,000983.SZ,山西焦煤,15.22,9.8917,4.71,6572139311.0,705485777.75,1030287140.11,1735772917.86,324801362.36,4.94,26.41,62349643200.0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20210908,001208.SZ,华菱线缆,17.59,-7.2257,40.03,954371713.0,115176525.18,96428962.48,211605487.66,-18747562.7,-1.96,22.17,2350129540.0,日换手率达到20%的前5只证券
20210908,001213.SZ,中铁特货,5.7,43.9394,2.58,64894188.0,1838753.7,28252050.0,30090803.7,26413296.3,40.7,46.37,2533333330.8,无价格涨跌幅限制的证券
20210908,002004.SZ,华邦健康,8.14,9.4086,13.33,3819343746.0,338642955.52,631165126.26,969808081.78,292522170.74,7.66,25.39,14907534933.72,连续三个交易日内，涨幅偏离值累计达到20%的证券
20210908,002039.SZ,黔源电力,19.42,10.0283,6.4,917250153.0,64494527.94,117974200.22,182468728.16,53479672.28,5.83,19.89,5930776492.96,连续三个交易日内，涨幅偏离值累计达到20%的证券
20210908,002092.SZ,ST中泰,16.52,9.9867,6.36,2188582997.0,381923767.74,369406428.13,751330195.87,-12517339.61,-0.57,34.33,35459347358.96,日涨幅偏离值达到7%的前5只证券
20210908,002092.SZ,中泰化学,16.52,9.9867,6.36,2188582997.0,381923767.74,369406428.13,751330195.87,-12517339.61,-0.57,34.33,,日涨幅偏离值达到7%的前5只证券
20210908,002125.SZ,湘潭电化,14.05,10.0235,21.78,1794047862.0,149323867.51,228214507.23,377538374.74,78890639.72,4.4,21.04,8335160111.5,日换手率达到20%的前5只证券
20210908,002241.SZ,歌尔股份,52.25,10.0,5.75,8538385208.0,2165867546.69,1132853549.68,3298721096.37,-1033013997.01,-12.1,38.63,155560119162.25,日涨幅偏离值达到7%的前5只证券
20210908,002272.SZ,川润股份,7.68,2.8112,22.79,568683155.0,73467791.04,41081880.61,114549671.65,-32385910.43,-5.69,20.14,2534584803.84,日换手率达到20%的前5只证券
