trade_date,ts_code,name,close,pct_change,turnover_rate,amount,l_sell,l_buy,l_amount,net_amount,net_rate,amount_rate,float_values,reason
20200221,000004.SZ,国农科技,34.36,9.9872,7.52,215454458.0,43931997.0,66438539.47,110370536.47,22506542.47,10.45,51.23,,日涨幅偏离值达到7%的前五只证券
20200221,000004.SZ,国华网安,34.36,9.9872,7.52,215454458.0,43931997.0,66438539.47,110370536.47,22506542.47,10.45,51.23,2883514702.24,日涨幅偏离值达到7%的前五只证券
20200221,000016.SZ,深康佳A,11.61,10.0474,22.07,4028088266.0,349758306.1,232251416.1,582009722.2,-117506890.0,-2.92,14.45,21294823090.2,日涨幅偏离值达到7%的前五只证券
20200221,000158.SZ,常山北明,11.4,10.0386,5.11,895425228.0,83953034.4,163558099.6,247511134.0,79605065.2,8.89,27.64,17896976166.0,日涨幅偏离值达到7%的前五只证券
20200221,000700.SZ,模塑科技,14.1,-3.0261,24.2,2746598247.0,165219766.9,241265199.62,406484966.52,76045432.72,2.77,14.8,11294135447.4,日换手率达到20%的前五只证券
20200221,000927.SZ,一汽夏利,4.58,10.0962,3.66,254928155.0,24624558.45,28358950.16,52983508.61,3734391.71,1.46,20.78,,日涨幅偏离值达到7%的前五只证券
20200221,000927.SZ,中国铁物,4.58,10.0962,3.66,254928155.0,24624558.45,28358950.16,52983508.61,3734391.71,1.46,20.78,7305882996.8,日涨幅偏离值达到7%的前五只证券
20200221,000931.SZ,中关村,10.71,9.9589,7.88,617061100.0,91961281.49,138342656.17,230303937.66,46381374.68,7.52,37.32,7991715323.97,日涨幅偏离值达到7%的前五只证券
20200221,002056.SZ,横店东磁,13.95,10.0158,9.09,2006684836.0,183246568.4,283641311.34,466887879.74,100394742.94,5.0,23.27,22659791798.25,日涨幅偏离值达到7%的前五只证券
20200221,002131.SZ,利欧股份,4.37,10.0756,11.32,2616157231.0,215633935.21,426310859.87,641944795.08,210676924.66,8.05,24.54,23630234623.28,日涨幅偏离值达到7%的前五只证券
20200221,002239.SZ,奥特佳,5.08,9.9567,13.99,2132651581.0,113228776.48,239819233.25,353048009.73,126590456.77,5.94,16.55,15708799087.8,日涨幅偏离值达到7%的前五只证券
20200221,002255.SZ,海陆重工,4.87,9.9323,7.99,472147318.0,52475730.0,54694714.0,107170444.0,2218984.0,0.47,22.7,3150922059.21,连续三个交易日内，涨幅偏离值累计达到20%的证券
20200221,002328.SZ,新朋股份,8.25,-1.3158,36.53,1747572332.0,111935236.46,115431616.07,227366852.53,3496379.61,0.2,13.01,4541830903.5,日换手率达到20%的前五只证券
20200221,002405.SZ,四维图新,18.18,9.9818,9.42,2666022370.0,163814868.67,478558783.61,642373652.28,314743914.94,11.81,24.09,28643502781.44,日涨幅偏离值达到7%的前五只证券
20200221,002510.SZ,天汽模,7.62,9.9567,33.02,1884479134.0,81579478.7,157458096.1,239037574.8,75878617.4,4.03,12.68,5997301797.6,日涨幅偏离值达到7%的前五只证券
20200221,002613.SZ,北玻股份,5.23,3.9761,24.23,682588854.0,31150712.72,58018186.99,89168899.71,26867474.27,3.94,13.06,2884193115.57,日振幅值达到15%的前五只证券
20200221,002662.SZ,京威股份,2.95,10.0746,4.24,173144829.0,13740855.86,27534258.75,41275114.61,13793402.89,7.97,23.84,4303964745.0,日振幅值达到15%的前五只证券
20200221,002805.SZ,丰元股份,17.2,1.6549,44.34,750901430.0,83591083.12,59616026.13,143207109.25,-23975056.99,-3.19,19.07,1665737010.0,日换手率达到20%的前五只证券
20200221,002824.SZ,和胜股份,13.95,10.0158,14.33,431671063.0,47225127.5,80524846.65,127749974.15,33299719.15,7.71,29.59,1485395149.05,连续三个交易日内，涨幅偏离值累计达到20%的证券
20200221,002837.SZ,英维克,39.95,1.4732,13.39,802468231.0,56860705.63,62427084.86,119287790.49,5566379.23,0.69,14.87,6082469077.9,日振幅值达到15%的前五只证券
20200221,002915.SZ,中欣氟材,31.1,5.7823,39.29,396486039.0,39065421.0,47278400.0,86343821.0,8212979.0,2.07,21.78,1068907000.0,日换手率达到20%的前五只证券
20200221,002961.SZ,瑞达期货,37.35,-3.9352,42.3,719111963.0,52196604.6,44931768.09,97128372.69,-7264836.51,-1.01,13.51,1680750000.0,日换手率达到20%的前五只证券
20200221,002975.SZ,博杰股份,135.93,5.3884,44.53,1018751721.0,89098958.18,63679725.0,152778683.18,-25419233.18,-2.5,15.0,2360655531.0,日换手率达到20%的前五只证券
20200221,300032.SZ,金龙机电,4.73,-5.5888,18.94,767242407.0,185314140.07,64557082.01,249871222.08,-120757058.06,-15.74,32.57,3798992245.84,日跌幅偏离值达到7%的前五只证券
20200221,300033.SZ,同花顺,146.97,9.9993,9.83,3810602061.0,374287768.68,489968718.65,864256487.33,115680949.97,3.04,22.68,39518413217.46,日涨幅偏离值达到7%的前五只证券
20200221,300115.SZ,长盈精密,23.53,10.0047,11.14,2321245540.0,120746438.29,309606430.37,430352868.66,188859992.08,8.14,18.54,21307266833.06,日涨幅偏离值达到7%的前五只证券
20200221,300155.SZ,安居宝,8.0,-10.0113,28.06,640263508.0,58467960.1,30772416.48,89240376.58,-27695543.62,-4.33,13.94,2222701496.0,日跌幅偏离值达到7%的前五只证券
20200221,300155.SZ,安居宝,8.0,-10.0113,28.06,1515247509.0,98337492.53,68656309.48,166993802.01,-29681183.05,-1.96,11.02,2222701496.0,连续三个交易日内，跌幅偏离值累计达到20%的证券
20200221,300160.SZ,秀强股份,12.08,-3.2826,35.61,2725350735.0,206467792.33,175083035.26,381550827.59,-31384757.07,-1.15,14.0,7034794837.28,日振幅值达到15%的前五只证券
20200221,300169.SZ,天晟新材,6.88,10.08,24.5,530696093.0,72832892.0,53151439.86,125984331.86,-19681452.14,-3.71,23.74,1806694983.2,连续三个交易日内，涨幅偏离值累计达到20%的证券
20200221,300235.SZ,方直科技,21.91,-1.6165,23.22,2364935192.0,145592482.7,131094495.18,276686977.88,-14497987.52,-0.61,11.7,2312831475.22,连续三个交易日内，跌幅偏离值累计达到20%的证券
20200221,300346.SZ,南大光电,30.58,10.0,14.98,1597849837.0,54195489.06,75934944.67,130130433.73,21739455.61,1.36,8.14,11260131974.3,日涨幅偏离值达到7%的前五只证券
20200221,300427.SZ,红相股份,19.8,10.0,11.04,1113979766.0,92623012.36,129605581.58,222228593.94,36982569.22,3.32,19.95,4902851309.4,连续三个交易日内，涨幅偏离值累计达到20%的证券
20200221,300496.SZ,中科创达,73.7,10.0,8.92,1827819958.0,184784968.83,314677605.36,499462574.19,129892636.53,7.11,27.33,20871198588.9,日涨幅偏离值达到7%的前五只证券
20200221,300624.SZ,万兴科技,94.29,9.9977,5.73,1319179731.0,169462694.9,207786863.73,377249558.63,38324168.83,2.91,28.6,4695327071.4,连续三个交易日内，涨幅偏离值累计达到20%的证券
20200221,300658.SZ,延江股份,21.18,10.026,34.65,298734828.0,39922145.58,55687468.0,95609613.58,15765322.42,5.28,32.0,889560000.0,日换手率达到20%的前五只证券
20200221,300706.SZ,阿石创,38.12,5.0138,50.84,1217190727.0,74065113.0,191979055.86,266044168.86,117913942.86,9.69,21.86,2354999240.88,日换手率达到20%的前五只证券
20200221,300707.SZ,威唐工业,22.39,7.8516,35.01,599627458.0,41713022.72,34484187.65,76197210.37,-7228835.07,-1.21,12.71,1728377734.98,日换手率达到20%的前五只证券
20200221,300735.SZ,光弘科技,34.74,10.0063,25.42,1399865756.0,127086539.9,322824943.73,449911483.63,195738403.83,13.98,32.14,5679198032.22,日涨幅偏离值达到7%的前五只证券
20200221,300763.SZ,锦浪科技,79.0,-3.2811,22.54,357567107.0,71162833.8,109015701.47,180178535.27,37852867.67,10.59,50.39,1580000000.0,日振幅值达到15%的前五只证券
20200221,300808.SZ,久量股份,25.08,10.0,35.07,343831502.0,15683275.0,48443564.56,64126839.56,32760289.56,9.53,18.65,1003200000.0,日换手率达到20%的前五只证券
20200221,300817.SZ,双飞股份,35.21,9.9969,0.17,2032706.0,107639.0,2032706.02,2140345.02,1925067.02,94.7,105.3,,连续三个交易日内，涨幅偏离值累计达到20%的证券
20200221,300817.SZ,双飞集团,35.21,9.9969,0.17,2032706.0,107639.0,2032706.02,2140345.02,1925067.02,94.7,105.3,741522600.0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20200221,300820.SZ,英杰电气,85.88,10.0038,8.09,119657535.0,2211858.0,41291361.64,43503219.64,39079503.64,32.66,36.36,1360339200.0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20200221,600083.SH,*ST博信,20.99,-5.237,53.09,2419839244.0,428296322.61,326603089.0,754899411.61,-101693233.61,-4.2,31.2,4785579912.74,有价格涨跌幅限制的日换手率达到20%的前三只证券
20200221,600083.SH,博信股份,20.99,-5.237,53.09,2419839244.0,428296322.61,326603089.0,754899411.61,-101693233.61,-4.2,31.2,,有价格涨跌幅限制的日换手率达到20%的前三只证券
20200221,600210.SH,紫江企业,4.13,10.1333,0.72,45199059.0,14365792.0,21575987.3,35941779.3,7210195.3,15.95,79.52,6264120332.54,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券
20200221,600318.SH,新力金融,8.33,10.0396,1.48,59550978.0,24662631.0,53675829.41,78338460.41,29013198.41,48.72,131.55,4031720000.0,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券
20200221,600318.SH,新力金融,8.33,10.0396,1.48,547343425.0,53267342.35,78166673.96,131434016.31,24899331.61,4.55,24.01,4031720000.0,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券
20200221,600416.SH,湘电股份,9.55,10.023,4.42,398646073.0,70485994.0,123034255.75,193520249.75,52548261.75,13.18,48.54,9032717803.75,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券
20200221,600996.SH,贵广网络,9.34,-3.7113,5.1,528547141.0,78352910.54,78553052.31,156905962.85,200141.77,0.04,29.69,9822834027.28,有价格涨跌幅限制的日价格振幅达到15%的前三只证券
20200221,603026.SH,石大胜华,45.66,9.9976,15.98,3857277348.0,305541330.44,384847978.79,690389309.23,79306648.35,2.06,17.9,9254368800.0,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券
20200221,603093.SH,南华期货,29.18,1.9567,59.5,1217251529.0,74436431.38,68955119.71,143391551.09,-5481311.67,-0.45,11.78,2042600000.0,有价格涨跌幅限制的日换手率达到20%的前三只证券
20200221,603536.SH,惠发食品,16.92,2.8571,50.83,505450583.0,35029627.18,26043888.32,61073515.5,-8985738.86,-1.78,12.08,1019498813.64,有价格涨跌幅限制的日换手率达到20%的前三只证券
20200221,688258.SH,卓易信息,132.8,16.2872,20.08,505010500.0,34763000.0,74453600.0,109216600.0,39690600.0,7.86,21.63,2627119320.0,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券
20200221,900955.SH,海创B股,0.183,8.284,0.99,578724.0,246297.8,187088.4,433386.2,-59209.4,-10.23,74.89,,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券
20200221,900955.SH,海创B股,0.183,8.284,0.99,979320.0,412373.8,313727.7,726101.5,-98646.1,-10.07,74.14,,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券
20200221,900955.SH,退市海B,0.183,8.284,0.98,578724.0,246297.8,187088.4,433386.2,-59209.4,-10.23,74.89,2241030000.0,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券
20200221,900955.SH,退市海B,0.183,8.284,0.98,979320.0,412373.8,313727.7,726101.5,-98646.1,-10.07,74.14,2241030000.0,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券
20200224,000004.SZ,国农科技,37.8,10.0116,1.7,705251159.0,119638938.8,195046374.97,314685313.77,75407436.17,10.69,44.62,3172201855.2,连续三个交易日内，涨幅偏离值累计达到20%的证券
20200224,000004.SZ,国华网安,37.8,10.0116,1.7,705251159.0,119638938.8,195046374.97,314685313.77,75407436.17,10.69,44.62,3172201855.2,连续三个交易日内，涨幅偏离值累计达到20%的证券
20200224,000034.SZ,神州数码,28.4,9.9923,9.32,1292137995.0,187213356.42,350114510.34,537327866.76,162901153.92,12.61,41.58,13663785024.4,日涨幅偏离值达到7%的前五只证券
