trade_date,ts_code,name,close,pct_change,turnover_rate,amount,l_sell,l_buy,l_amount,net_amount,net_rate,amount_rate,float_values,reason
20200207,000016.SZ,深康佳A,6.88,10.08,0.67,155568071.0,33232533.5,50386135.28,83618668.78,17153601.78,11.03,53.75,13661891490.4,连续三个交易日内，涨幅偏离值累计达到20%的证券
20200207,000078.SZ,海王生物,7.17,1.7021,15.57,3016202584.0,257452710.83,135546826.8,392999537.63,-121905884.03,-4.04,13.03,18799360298.31,日振幅值达到15%的前五只证券
20200207,000156.SZ,华数传媒,12.78,7.5758,7.71,1191761590.0,247341892.46,159533417.2,406875309.66,-87808475.26,-7.37,34.14,16362174406.86,日振幅值达到15%的前五只证券
20200207,000518.SZ,四环生物,7.86,-2.1171,17.57,1515269970.0,184226987.58,73656905.99,257883893.57,-110570081.59,-7.3,17.02,8092150546.98,日振幅值达到15%的前五只证券
20200207,000597.SZ,东北制药,9.18,-8.5657,10.29,791799782.0,91821609.39,53940734.01,145762343.4,-37880875.38,-4.78,18.41,7502179230.54,日跌幅偏离值达到7%的前五只证券
20200207,000635.SZ,英力特,9.09,10.0484,10.43,445168621.0,31091930.18,36159260.76,67251190.94,5067330.58,1.14,15.11,2755066302.18,连续三个交易日内，涨幅偏离值累计达到20%的证券
20200207,000636.SZ,风华高科,16.17,10.0,10.09,1388663376.0,106463142.43,169296891.01,275760033.44,62833748.58,4.52,19.86,14475919404.87,日涨幅偏离值达到7%的前五只证券
20200207,000698.SZ,沈阳化工,4.76,-4.6092,10.5,420911343.0,32905692.79,34209062.14,67114754.93,1303369.35,0.31,15.95,3739876303.24,日振幅值达到15%的前五只证券
20200207,000700.SZ,模塑科技,14.24,-3.3265,40.47,4460795141.0,231500903.42,224881246.09,456382149.51,-6619657.33,-0.15,10.23,10213086761.76,日振幅值达到15%的前五只证券
20200207,000819.SZ,岳阳兴长,10.47,9.979,13.35,396620205.0,59003572.64,27433194.97,86436767.61,-31570377.67,-7.96,21.79,2982760963.98,日涨幅偏离值达到7%的前五只证券
20200207,000819.SZ,岳阳兴长,10.47,9.979,13.35,686916412.0,84396952.84,47191938.33,131588891.17,-37205014.51,-5.42,19.16,2982760963.98,连续三个交易日内，涨幅偏离值累计达到20%的证券
20200207,000826.SZ,启迪环境,9.69,9.9886,5.68,634613411.0,63059165.03,51380185.99,114439351.02,-11678979.04,-1.84,18.03,11539480241.46,日涨幅偏离值达到7%的前五只证券
20200207,000949.SZ,新乡化纤,4.35,10.1266,5.44,623840389.0,45476968.73,46188628.19,91665596.92,711659.46,0.11,14.69,5468365655.55,连续三个交易日内，涨幅偏离值累计达到20%的证券
20200207,000955.SZ,欣龙控股,11.76,10.0094,19.38,1214373388.0,114721733.96,97288377.99,212010111.95,-17433355.97,-1.44,17.46,6322156596.0,日涨幅偏离值达到7%的前五只证券
20200207,000977.SZ,浪潮信息,43.77,10.0025,10.64,5873370340.0,873594150.19,841803593.01,1715397743.2,-31790557.18,-0.54,29.21,56430567524.67,日涨幅偏离值达到7%的前五只证券
