trade_date,ts_code,name,close,pct_change,turnover_rate,amount,l_sell,l_buy,l_amount,net_amount,net_rate,amount_rate,float_values,reason
20200102,000018.SZ,神城A退,0.27,0.0,4.54,12053932.0,5396030.93,8213166.45,13609197.38,2817135.52,23.37,112.9,306339813.69,退市整理期
20200102,000716.SZ,黑芝麻,4.58,10.0962,12.55,370965919.0,29720965.98,41903319.41,71624285.39,12182353.43,3.28,19.31,3045613699.06,日涨幅偏离值达到7%的前五只证券
20200102,000810.SZ,创维数字,13.19,10.0083,5.41,692476380.0,59043157.8,90924090.02,149967247.82,31880932.22,4.6,21.66,12950602172.69,日涨幅偏离值达到7%的前五只证券
20200102,000818.SZ,航锦科技,21.98,10.01,10.42,1466103857.0,220183352.1,163925528.86,384108880.96,-56257823.24,-3.84,26.2,14868864494.96,日涨幅偏离值达到7%的前五只证券
20200102,000927.SZ,一汽夏利,5.26,1.7408,5.66,2051281678.0,104584683.49,149999926.65,254584610.14,45415243.16,2.21,12.41,,连续三个交易日内，日均换手率与前五个交易日的日均换手率的比值达到30倍，且换手率累计达20%的证券
20200102,000927.SZ,中国铁物,5.26,1.7408,5.66,2051281678.0,104584683.49,149999926.65,254584610.14,45415243.16,2.21,12.41,8390599249.6,连续三个交易日内，日均换手率与前五个交易日的日均换手率的比值达到30倍，且换手率累计达20%的证券
20200102,000955.SZ,欣龙控股,9.02,10.0,39.6,1870901955.0,218986943.54,101288202.92,320275146.46,-117698740.62,-6.29,17.12,4849137117.0,日换手率达到20%的前五只证券
20200102,000998.SZ,隆平高科,16.18,9.9932,16.64,2529710996.0,387830651.96,543825648.48,931656300.44,155994996.52,6.17,36.83,15617031284.02,日涨幅偏离值达到7%的前五只证券
20200102,000998.SZ,隆平高科,16.18,9.9932,16.64,3565427234.0,481050493.25,749779517.26,1230830010.51,268729024.01,7.54,34.52,15617031284.02,连续三个交易日内，涨幅偏离值累计达到20%的证券
20200102,002103.SZ,广博股份,5.19,5.9184,27.25,558340871.0,78011198.73,91238858.1,169250056.83,13227659.37,2.37,30.31,2002261808.64,日换手率达到20%的前五只证券
20200102,002156.SZ,通富微电,18.1,10.0304,6.1,1237517307.0,141492502.71,250206388.99,391698891.7,108713886.28,8.78,31.65,20878427956.7,日涨幅偏离值达到7%的前五只证券
20200102,002261.SZ,拓维信息,9.11,10.0242,19.6,1589382276.0,160599768.09,87889651.8,248489419.89,-72710116.29,-4.57,15.63,8442886752.53,日涨幅偏离值达到7%的前五只证券
20200102,002351.SZ,漫步者,24.75,10.0,28.09,1952807917.0,175585939.58,242199001.3,417784940.88,66613061.72,3.41,21.39,7210694700.0,日涨幅偏离值达到7%的前五只证券
