trade_date,ts_code,exalter,buy,buy_rate,sell,sell_rate,net_buy,side,reason
20230707,000020.SZ,长江证券股份有限公司上海东明路证券营业部,21025753.0,7.47,21347221.0,7.59,-321468.0,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20230707,000020.SZ,东兴证券股份有限公司合肥芜湖路证券营业部,14472184.0,5.14,26750.0,0.01,14445434.0,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20230707,000020.SZ,华鑫证券有限责任公司佛山南海海五路证券营业部,11307663.06,4.02,5773510.0,2.05,5534153.06,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20230707,000020.SZ,华鑫证券有限责任公司上海分公司,10506326.0,3.73,7503692.0,2.67,3002634.0,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20230707,000020.SZ,中泰证券股份有限公司深圳科苑南路证券营业部,4850443.0,1.72,54986.0,0.02,4795457.0,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20230707,000020.SZ,长江证券股份有限公司上海东明路证券营业部,21025753.0,7.47,21347221.0,7.59,-321468.0,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20230707,000020.SZ,华鑫证券有限责任公司上海分公司,10506326.0,3.73,7503692.0,2.67,3002634.0,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20230707,000020.SZ,光大证券股份有限公司宁波和义路证券营业部,24100.0,0.01,6017872.0,2.14,-5993772.0,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20230707,000020.SZ,华鑫证券有限责任公司佛山南海海五路证券营业部,11307663.06,4.02,5773510.0,2.05,5534153.06,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20230707,000020.SZ,东方财富证券股份有限公司拉萨东环路第二证券营业部,3017316.0,1.07,3334607.0,1.18,-317291.0,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20230707,000037.SZ,中信证券股份有限公司厦门分公司,23862672.36,1.8,522872.0,0.04,23339800.36,0,日换手率达到20%的前5只证券
20230707,000037.SZ,东方财富证券股份有限公司拉萨东环路第二证券营业部,20464741.0,1.54,19145935.0,1.44,1318806.0,0,日换手率达到20%的前5只证券
20230707,000037.SZ,东方财富证券股份有限公司拉萨东环路第一证券营业部,19362663.0,1.46,15923654.0,1.2,3439009.0,0,日换手率达到20%的前5只证券
20230707,000037.SZ,东方财富证券股份有限公司拉萨金融城南环路证券营业部,18972730.0,1.43,16347210.0,1.23,2625520.0,0,日换手率达到20%的前5只证券
20230707,000037.SZ,东方财富证券股份有限公司拉萨团结路第二证券营业部,17663346.0,1.33,12794507.0,0.96,4868839.0,0,日换手率达到20%的前5只证券
20230707,000037.SZ,东方财富证券股份有限公司拉萨东环路第二证券营业部,20464741.0,1.54,19145935.0,1.44,1318806.0,1,日换手率达到20%的前5只证券
20230707,000037.SZ,东方财富证券股份有限公司拉萨金融城南环路证券营业部,18972730.0,1.43,16347210.0,1.23,2625520.0,1,日换手率达到20%的前5只证券
20230707,000037.SZ,东方财富证券股份有限公司拉萨东环路第一证券营业部,19362663.0,1.46,15923654.0,1.2,3439009.0,1,日换手率达到20%的前5只证券
