trade_date,ts_code,exalter,buy,buy_rate,sell,sell_rate,net_buy,side,reason
20200831,000004.SZ,华鑫证券有限责任公司上海分公司,11590298.0,11.84,0.0,0.0,11590298.0,0,涨幅偏离值达7%的证券
20200831,000004.SZ,华鑫证券有限责任公司杭州城星路证券营业部,8003937.0,8.18,0.0,0.0,8003937.0,0,涨幅偏离值达7%的证券
20200831,000004.SZ,华鑫证券有限责任公司宁波沧海路证券营业部,4808366.0,4.91,0.0,0.0,4808366.0,0,涨幅偏离值达7%的证券
20200831,000004.SZ,招商证券股份有限公司深圳深南东路证券营业部,4554152.0,4.65,832053.0,0.85,3722099.0,0,涨幅偏离值达7%的证券
20200831,000004.SZ,国信证券股份有限公司绵阳临园路证券营业部,4297538.0,4.39,12786.0,0.01,4284752.0,0,涨幅偏离值达7%的证券
20200831,000004.SZ,中国银河证券股份有限公司杭州艮山西路证券营业部,16702.0,0.02,2911634.0,2.97,-2894932.0,1,涨幅偏离值达7%的证券
20200831,000004.SZ,国泰君安证券股份有限公司揭阳黄岐山大道证券营业部,0.0,0.0,2330194.0,2.38,-2330194.0,1,涨幅偏离值达7%的证券
20200831,000004.SZ,平安证券股份有限公司浙江分公司,849294.0,0.87,2228765.0,2.28,-1379471.0,1,涨幅偏离值达7%的证券
20200831,000004.SZ,国信证券股份有限公司深圳泰然九路证券营业部,90208.0,0.09,1709157.0,1.75,-1618949.0,1,涨幅偏离值达7%的证券
20200831,000004.SZ,机构专用,1380822.0,1.41,1319473.0,1.35,61349.0,1,涨幅偏离值达7%的证券
20200831,000517.SZ,东亚前海证券有限责任公司湖北分公司,13807800.0,13.5,0.0,0.0,13807800.0,0,涨幅偏离值达7%的证券
20200831,000517.SZ,国盛证券有限责任公司南京庐山路证券营业部,6539760.0,6.39,0.0,0.0,6539760.0,0,涨幅偏离值达7%的证券
20200831,000517.SZ,湘财证券股份有限公司武汉友谊大道证券营业部,5580000.0,5.46,0.0,0.0,5580000.0,0,涨幅偏离值达7%的证券
20200831,000517.SZ,中泰证券股份有限公司北京安立路证券营业部,5551920.0,5.43,0.0,0.0,5551920.0,0,涨幅偏离值达7%的证券
20200831,000517.SZ,海通证券股份有限公司深圳分公司华富路证券营业部,3598200.0,3.52,63360.0,0.06,3534840.0,0,涨幅偏离值达7%的证券
20200831,000517.SZ,安信证券股份有限公司佛山南海桂城灯湖东路证券营业部,0.0,0.0,7047000.0,6.89,-7047000.0,1,涨幅偏离值达7%的证券
20200831,000517.SZ,中泰证券股份有限公司深圳分公司,0.0,0.0,6184728.0,6.05,-6184728.0,1,涨幅偏离值达7%的证券
20200831,000517.SZ,中泰证券股份有限公司深圳后海大道证券营业部,0.0,0.0,3871375.2,3.78,-3871375.2,1,涨幅偏离值达7%的证券
20200831,000517.SZ,平安证券股份有限公司深圳蛇口招商路招商大厦证券营业部,181440.0,0.18,3605400.0,3.52,-3423960.0,1,涨幅偏离值达7%的证券
20200831,000517.SZ,华鑫证券有限责任公司上海分公司,5400.0,0.01,3355200.0,3.28,-3349800.0,1,涨幅偏离值达7%的证券
