trade_date,ts_code,exalter,buy,buy_rate,sell,sell_rate,net_buy,side,reason
20230323,000977.SZ,东方财富证券股份有限公司拉萨东环路第二证券营业部,62121017.64,0.7,64472320.69,0.73,-2351303.05,1,日涨幅偏离值达到7%的前5只证券
20230323,000977.SZ,东方财富证券股份有限公司拉萨团结路第二证券营业部,44699247.37,0.5,114920559.49,1.29,-70221312.12,1,日涨幅偏离值达到7%的前5只证券
20230323,000977.SZ,中信证券股份有限公司西安朱雀大街证券营业部,117582555.28,1.32,464178.0,0.01,117118377.28,0,日涨幅偏离值达到7%的前5只证券
20230323,000977.SZ,国联证券股份有限公司上海飞虹路证券营业部,82383183.36,0.93,2650650.0,0.03,79732533.36,0,日涨幅偏离值达到7%的前5只证券
20230323,000977.SZ,招商证券交易单元(353800),72733114.0,0.82,94720929.07,1.07,-21987815.07,1,日涨幅偏离值达到7%的前5只证券
20230323,000977.SZ,机构专用,85479692.01,0.96,0.0,0.0,85479692.01,0,日涨幅偏离值达到7%的前5只证券
20230323,000977.SZ,机构专用,116888696.26,1.32,0.0,0.0,116888696.26,0,日涨幅偏离值达到7%的前5只证券
20230323,000977.SZ,深股通专用,315470103.17,3.55,322085437.84,3.63,-6615334.67,0,日涨幅偏离值达到7%的前5只证券
20230323,000977.SZ,深股通专用,315470103.17,3.55,322085437.84,3.63,-6615334.67,1,日涨幅偏离值达到7%的前5只证券
20230323,000977.SZ,财通证券股份有限公司绍兴解放大道证券营业部,0.0,0.0,158523916.2,1.79,-158523916.2,1,日涨幅偏离值达到7%的前5只证券
20230323,001337.SZ,东亚前海证券有限责任公司深圳分公司,18937913.9,1.45,162539.0,0.01,18775374.9,0,日换手率达到20%的前5只证券
20230323,001337.SZ,东方财富证券股份有限公司拉萨东环路第一证券营业部,10362670.5,0.79,14571402.3,1.11,-4208731.8,1,日换手率达到20%的前5只证券
20230323,001337.SZ,东方财富证券股份有限公司拉萨团结路第二证券营业部,13285377.11,1.01,16801912.63,1.28,-3516535.52,1,日换手率达到20%的前5只证券
20230323,001337.SZ,中国银河证券股份有限公司北京中关村大街证券营业部,18449522.52,1.41,29964765.07,2.29,-11515242.55,0,日换手率达到20%的前5只证券
20230323,001337.SZ,中国银河证券股份有限公司北京中关村大街证券营业部,18449522.52,1.41,29964765.07,2.29,-11515242.55,1,日换手率达到20%的前5只证券
20230323,001337.SZ,兴业证券股份有限公司南京天元东路证券营业部,10252888.0,0.78,15567772.35,1.19,-5314884.35,1,日换手率达到20%的前5只证券
20230323,001337.SZ,华鑫证券有限责任公司上海莘庄证券营业部,24182469.34,1.85,1281679.14,0.1,22900790.2,0,日换手率达到20%的前5只证券
20230323,001337.SZ,华鑫证券有限责任公司深圳益田路证券营业部,21926461.01,1.67,24608.0,0.0,21901853.01,0,日换手率达到20%的前5只证券
20230323,001337.SZ,华鑫证券有限责任公司福州江滨大道证券营业部,18156516.51,1.39,0.0,0.0,18156516.51,0,日换手率达到20%的前5只证券
20230323,001337.SZ,海通证券股份有限公司深圳分公司红岭中路证券营业部,221055.0,0.02,15707857.68,1.2,-15486802.68,1,日换手率达到20%的前5只证券
20230323,001339.SZ,东亚前海证券有限责任公司北京分公司,16259281.16,1.7,0.0,0.0,16259281.16,0,日换手率达到20%的前5只证券
20230323,001339.SZ,东方财富证券股份有限公司拉萨团结路第一证券营业部,5924743.16,0.62,6444848.0,0.67,-520104.84,1,日换手率达到20%的前5只证券
20230323,001339.SZ,东方财富证券股份有限公司拉萨团结路第二证券营业部,7334613.0,0.77,10489857.0,1.1,-3155244.0,1,日换手率达到20%的前5只证券
20230323,001339.SZ,东莞证券股份有限公司北京分公司,12455143.0,1.3,803744.0,0.08,11651399.0,0,日换手率达到20%的前5只证券
20230323,001339.SZ,平安证券股份有限公司深圳深南东路罗湖商务中心证券营业部,2605780.0,0.27,6010479.0,0.63,-3404699.0,1,日换手率达到20%的前5只证券
20230323,001339.SZ,招商证券交易单元(353800),13050700.0,1.36,1372562.2,0.14,11678137.8,0,日换手率达到20%的前5只证券
20230323,001339.SZ,招商证券股份有限公司上海浦东新区浦东南路证券营业部,12666503.0,1.32,79346.0,0.01,12587157.0,0,日换手率达到20%的前5只证券
20230323,001339.SZ,招商证券股份有限公司上海闵行区申长路证券营业部,0.0,0.0,5360509.48,0.56,-5360509.48,1,日换手率达到20%的前5只证券
20230323,001339.SZ,深股通专用,6580522.68,0.69,9080858.16,0.95,-2500335.48,1,日换手率达到20%的前5只证券
20230323,001339.SZ,长江证券股份有限公司上海安远路证券营业部,20203559.44,2.11,0.0,0.0,20203559.44,0,日换手率达到20%的前5只证券
20230323,002049.SZ,中国国际金融股份有限公司上海分公司,52052540.04,0.92,117284690.63,2.07,-65232150.59,0,日涨幅偏离值达到7%的前5只证券
20230323,002049.SZ,中国国际金融股份有限公司上海分公司,52052540.04,0.92,117284690.63,2.07,-65232150.59,1,日涨幅偏离值达到7%的前5只证券
20230323,002049.SZ,中国银河证券股份有限公司成都建设路证券营业部,142806375.24,2.52,439220.0,0.01,142367155.24,0,日涨幅偏离值达到7%的前5只证券
