trade_date,ts_code,exalter,buy,buy_rate,sell,sell_rate,net_buy,side,reason
20240704,000007.SZ,东海证券股份有限公司长沙芙蓉中路证券营业部,0.0,0.0,3313815.0,2.4,-3313815.0,1,日跌幅偏离值达到7%的前5只证券
20240704,000007.SZ,东莞证券股份有限公司南京分公司,6099.0,0.0,5834332.0,4.23,-5828233.0,1,日跌幅偏离值达到7%的前5只证券
20240704,000007.SZ,中信建投证券股份有限公司杭州庆春路证券营业部,6979309.29,5.06,0.0,0.0,6979309.29,0,日跌幅偏离值达到7%的前5只证券
20240704,000007.SZ,中泰证券股份有限公司青岛分公司,3363369.0,2.44,3160221.27,2.29,203147.73,0,日跌幅偏离值达到7%的前5只证券
20240704,000007.SZ,中泰证券股份有限公司青岛分公司,3363369.0,2.44,3160221.27,2.29,203147.73,1,日跌幅偏离值达到7%的前5只证券
20240704,000007.SZ,华泰证券股份有限公司太原长治路证券营业部,0.0,0.0,2900564.04,2.1,-2900564.04,1,日跌幅偏离值达到7%的前5只证券
20240704,000007.SZ,国泰君安证券股份有限公司上海号文路证券营业部,0.0,0.0,2609193.0,1.89,-2609193.0,1,日跌幅偏离值达到7%的前5只证券
20240704,000007.SZ,方正证券股份有限公司温岭安平东路证券营业部,4325509.0,3.13,0.0,0.0,4325509.0,0,日跌幅偏离值达到7%的前5只证券
20240704,000007.SZ,浙商证券股份有限公司建德府前路证券营业部,1999508.0,1.45,0.0,0.0,1999508.0,0,日跌幅偏离值达到7%的前5只证券
20240704,000007.SZ,海通证券股份有限公司南通人民中路证券营业部,6673773.0,4.84,589800.0,0.43,6083973.0,0,日跌幅偏离值达到7%的前5只证券
20240704,000622.SZ,东方财富证券股份有限公司山南香曲东路证券营业部,1716610.0,3.24,1731049.0,3.27,-14439.0,0,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20240704,000622.SZ,东方财富证券股份有限公司山南香曲东路证券营业部,1716610.0,3.24,1731049.0,3.27,-14439.0,1,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20240704,000622.SZ,东方财富证券股份有限公司拉萨东环路第二证券营业部,609134.0,1.15,1449433.0,2.74,-840299.0,1,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20240704,000622.SZ,东方财富证券股份有限公司拉萨团结路第二证券营业部,1205627.0,2.28,1936223.0,3.66,-730596.0,0,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20240704,000622.SZ,东方财富证券股份有限公司拉萨团结路第二证券营业部,1205627.0,2.28,1936223.0,3.66,-730596.0,1,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20240704,000622.SZ,东莞证券股份有限公司四川分公司,510339.0,0.96,1336737.0,2.53,-826398.0,1,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20240704,000622.SZ,华泰证券股份有限公司上海黄浦区来福士广场证券营业部,1435580.0,2.71,1548118.0,2.92,-112538.0,0,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20240704,000622.SZ,华泰证券股份有限公司上海黄浦区来福士广场证券营业部,1435580.0,2.71,1548118.0,2.92,-112538.0,1,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20240704,000622.SZ,平安证券股份有限公司广州番禺环城东路证券营业部,1308033.48,2.47,0.0,0.0,1308033.48,0,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20240704,000622.SZ,机构专用,1569114.0,2.96,469459.0,0.89,1099655.0,0,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20240704,000668.SZ,东方财富证券股份有限公司昌都两江大道证券营业部,13542.0,0.04,4800135.0,13.22,-4786593.0,1,日跌幅偏离值达到7%的前5只证券
20240704,000668.SZ,信达证券股份有限公司温州新城大道证券营业部,2969683.0,8.18,635231.0,1.75,2334452.0,0,日跌幅偏离值达到7%的前5只证券
20240704,000668.SZ,光大证券股份有限公司宁波悦盛路证券营业部,298147.0,0.82,5837587.0,16.08,-5539440.0,1,日跌幅偏离值达到7%的前5只证券
20240704,000668.SZ,华泰证券股份有限公司广州兴民路证券营业部,1115491.0,3.07,0.0,0.0,1115491.0,0,日跌幅偏离值达到7%的前5只证券
20240704,000668.SZ,华泰证券股份有限公司江阴福泰路证券营业部,1474300.0,4.06,4529.0,0.01,1469771.0,0,日跌幅偏离值达到7%的前5只证券
20240704,000668.SZ,华鑫证券有限责任公司上海光复路证券营业部,0.0,0.0,1705904.0,4.7,-1705904.0,1,日跌幅偏离值达到7%的前5只证券
20240704,000668.SZ,华鑫证券有限责任公司上海红宝石路证券营业部,1830363.0,5.04,0.0,0.0,1830363.0,0,日跌幅偏离值达到7%的前5只证券
20240704,000668.SZ,平安证券股份有限公司福州长乐北路证券营业部,1302410.0,3.59,0.0,0.0,1302410.0,0,日跌幅偏离值达到7%的前5只证券
20240704,000668.SZ,甬兴证券有限公司慈溪新城大道北路证券营业部,69886.0,0.19,1067906.0,2.94,-998020.0,1,日跌幅偏离值达到7%的前5只证券
20240704,000668.SZ,金元证券股份有限公司慈溪孙塘北路证券营业部,490426.0,1.35,4528024.0,12.47,-4037598.0,1,日跌幅偏离值达到7%的前5只证券
20240704,000679.SZ,东亚前海证券有限责任公司上海分公司,9764223.0,8.98,9525300.0,8.76,238923.0,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20240704,000679.SZ,东亚前海证券有限责任公司上海分公司,1096200.0,1.3,9525300.0,11.32,-8429100.0,1,日涨幅偏离值达到7%的前5只证券
20240704,000679.SZ,东亚前海证券有限责任公司上海分公司,9764223.0,8.98,9525300.0,8.76,238923.0,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20240704,000679.SZ,东莞证券股份有限公司成都高升桥路证券营业部,1932848.0,2.3,0.0,0.0,1932848.0,0,日涨幅偏离值达到7%的前5只证券
20240704,000679.SZ,中航证券有限公司南昌广场南路证券营业部,300.0,0.0,2781000.0,2.56,-2780700.0,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20240704,000679.SZ,光大证券股份有限公司长春解放大路证券营业部,0.0,0.0,1461594.0,1.74,-1461594.0,1,日涨幅偏离值达到7%的前5只证券
20240704,000679.SZ,华泰证券股份有限公司武汉江汉路证券营业部,0.0,0.0,2511000.0,2.98,-2511000.0,1,日涨幅偏离值达到7%的前5只证券
20240704,000679.SZ,华泰证券股份有限公司武汉江汉路证券营业部,0.0,0.0,2511000.0,2.31,-2511000.0,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20240704,000679.SZ,华鑫证券有限责任公司上海分公司,5629800.0,6.69,188471.0,0.22,5441329.0,0,日涨幅偏离值达到7%的前5只证券
20240704,000679.SZ,华鑫证券有限责任公司上海分公司,5654381.0,5.2,208400.0,0.19,5445981.0,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20240704,000679.SZ,华鑫证券有限责任公司佛山南海海五路证券营业部,3320700.0,3.94,0.0,0.0,3320700.0,0,日涨幅偏离值达到7%的前5只证券
20240704,000679.SZ,华鑫证券有限责任公司佛山南海海五路证券营业部,3320700.0,3.05,0.0,0.0,3320700.0,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20240704,000679.SZ,华鑫证券有限责任公司成都交子大道证券营业部,2320464.0,2.13,2450959.0,2.25,-130495.0,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20240704,000679.SZ,华鑫证券有限责任公司成都交子大道证券营业部,8700.0,0.01,2450959.0,2.91,-2442259.0,1,日涨幅偏离值达到7%的前5只证券
20240704,000679.SZ,华鑫证券有限责任公司成都交子大道证券营业部,2320464.0,2.13,2450959.0,2.25,-130495.0,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20240704,000679.SZ,方正证券股份有限公司宁波桑田路证券营业部,2229373.0,2.65,0.0,0.0,2229373.0,0,日涨幅偏离值达到7%的前5只证券
20240704,000679.SZ,方正证券股份有限公司宁波桑田路证券营业部,2229373.0,2.05,0.0,0.0,2229373.0,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20240704,000679.SZ,机构专用,870744.0,0.8,3022586.0,2.78,-2151842.0,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20240704,000679.SZ,机构专用,377201.0,0.45,1674445.0,1.99,-1297244.0,1,日涨幅偏离值达到7%的前5只证券
20240704,000679.SZ,申港证券股份有限公司北京分公司,2013300.0,2.39,35700.0,0.04,1977600.0,0,日涨幅偏离值达到7%的前5只证券
20240704,000861.SZ,东方财富证券股份有限公司拉萨东环路第一证券营业部,5272316.66,1.07,4601657.34,0.93,670659.32,0,日振幅值达到15%的前5只证券
20240704,000861.SZ,东方财富证券股份有限公司拉萨东环路第一证券营业部,5272316.66,1.07,4601657.34,0.93,670659.32,0,日换手率达到20%的前5只证券
20240704,000861.SZ,东方财富证券股份有限公司拉萨东环路第二证券营业部,6918203.68,1.41,3308251.0,0.67,3609952.68,0,日振幅值达到15%的前5只证券
20240704,000861.SZ,东方财富证券股份有限公司拉萨东环路第二证券营业部,6918203.68,1.41,3308251.0,0.67,3609952.68,0,日换手率达到20%的前5只证券
20240704,000861.SZ,东方财富证券股份有限公司拉萨团结路第一证券营业部,4979161.0,1.01,3203289.72,0.65,1775871.28,0,日振幅值达到15%的前5只证券
20240704,000861.SZ,东方财富证券股份有限公司拉萨团结路第一证券营业部,4979161.0,1.01,3203289.72,0.65,1775871.28,0,日换手率达到20%的前5只证券
20240704,000861.SZ,东方财富证券股份有限公司拉萨金融城南环路证券营业部,7245697.62,1.47,5218115.0,1.06,2027582.62,0,日振幅值达到15%的前5只证券
20240704,000861.SZ,东方财富证券股份有限公司拉萨金融城南环路证券营业部,7245697.62,1.47,5218115.0,1.06,2027582.62,0,日换手率达到20%的前5只证券
20240704,000861.SZ,中国银河证券股份有限公司北京中关村大街证券营业部,51987.0,0.01,5586431.0,1.14,-5534444.0,1,日振幅值达到15%的前5只证券
20240704,000861.SZ,中国银河证券股份有限公司北京中关村大街证券营业部,51987.0,0.01,5586431.0,1.14,-5534444.0,1,日换手率达到20%的前5只证券
20240704,000861.SZ,国盛证券有限责任公司宁波桑田路证券营业部,5890043.0,1.2,4865726.0,0.99,1024317.0,0,日振幅值达到15%的前5只证券
20240704,000861.SZ,国盛证券有限责任公司宁波桑田路证券营业部,5890043.0,1.2,4865726.0,0.99,1024317.0,0,日换手率达到20%的前5只证券
20240704,000861.SZ,招商证券股份有限公司深圳兴科一路云城证券营业部,0.0,0.0,11612188.88,2.36,-11612188.88,1,日振幅值达到15%的前5只证券
20240704,000861.SZ,招商证券股份有限公司深圳兴科一路云城证券营业部,0.0,0.0,11612188.88,2.36,-11612188.88,1,日换手率达到20%的前5只证券
20240704,000861.SZ,机构专用,83765.0,0.02,9438721.0,1.92,-9354956.0,1,日振幅值达到15%的前5只证券
20240704,000861.SZ,机构专用,83765.0,0.02,9438721.0,1.92,-9354956.0,1,日换手率达到20%的前5只证券
20240704,000861.SZ,深股通专用,2785818.0,0.57,14669585.0,2.98,-11883767.0,1,日振幅值达到15%的前5只证券
20240704,000861.SZ,深股通专用,2785818.0,0.57,14669585.0,2.98,-11883767.0,1,日换手率达到20%的前5只证券
20240704,000861.SZ,第一创业证券股份有限公司北京西城分公司,1164277.0,0.24,5616118.0,1.14,-4451841.0,1,日振幅值达到15%的前5只证券
