trade_date,ts_code,exalter,buy,buy_rate,sell,sell_rate,net_buy,side,reason
20240221,000001.SZ,深股通专用,266374590.82,5.03,217995126.1,4.12,48379464.72,0,日涨幅偏离值达到7%的前5只证券
20240221,000001.SZ,国泰君安证券股份有限公司上海分公司,216000000.0,4.08,0.0,0.0,216000000.0,0,日涨幅偏离值达到7%的前5只证券
20240221,000001.SZ,招商证券股份有限公司青岛金家岭金融区证券营业部,173300064.52,3.27,416337.0,0.01,172883727.52,0,日涨幅偏离值达到7%的前5只证券
20240221,000001.SZ,中信建投证券股份有限公司杭州庆春路证券营业部,158770833.4,3.0,133711.0,0.0,158637122.4,0,日涨幅偏离值达到7%的前5只证券
20240221,000001.SZ,中信证券股份有限公司西安朱雀大街证券营业部,131436000.0,2.48,5356.0,0.0,131430644.0,0,日涨幅偏离值达到7%的前5只证券
20240221,000001.SZ,深股通专用,266374590.82,5.03,217995126.1,4.12,48379464.72,1,日涨幅偏离值达到7%的前5只证券
20240221,000001.SZ,华泰证券股份有限公司佛山灯湖东路证券营业部,29886871.55,0.56,62796869.0,1.19,-32909997.45,1,日涨幅偏离值达到7%的前5只证券
20240221,000001.SZ,国信证券股份有限公司深圳互联网分公司,2264641.0,0.04,52431409.0,0.99,-50166768.0,1,日涨幅偏离值达到7%的前5只证券
20240221,000001.SZ,机构专用,15558896.0,0.29,50918306.0,0.96,-35359410.0,1,日涨幅偏离值达到7%的前5只证券
20240221,000001.SZ,机构专用,834974.0,0.02,44502976.0,0.84,-43668002.0,1,日涨幅偏离值达到7%的前5只证券
20240221,000017.SZ,国盛证券有限责任公司宁波桑田路证券营业部,48163964.0,1.39,55291724.0,1.6,-7127760.0,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20240221,000017.SZ,申港证券股份有限公司湖北分公司,44902142.72,1.3,0.0,0.0,44902142.72,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20240221,000017.SZ,东方财富证券股份有限公司拉萨金融城南环路证券营业部,40720736.0,1.18,44714312.94,1.29,-3993576.94,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20240221,000017.SZ,东海证券股份有限公司南京分公司,39690938.12,1.15,0.0,0.0,39690938.12,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20240221,000017.SZ,财通证券股份有限公司普陀山证券营业部,35471729.52,1.03,131472.0,0.0,35340257.52,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20240221,000017.SZ,东亚前海证券有限责任公司四川分公司,24360000.0,1.83,0.0,0.0,24360000.0,0,日涨幅偏离值达到7%的前5只证券
20240221,000017.SZ,东亚前海证券有限责任公司四川分公司,24360000.0,1.83,0.0,0.0,24360000.0,0,日换手率达到20%的前5只证券
20240221,000017.SZ,申港证券股份有限公司湖北分公司,23468990.0,1.77,0.0,0.0,23468990.0,0,日涨幅偏离值达到7%的前5只证券
20240221,000017.SZ,申港证券股份有限公司湖北分公司,23468990.0,1.77,0.0,0.0,23468990.0,0,日换手率达到20%的前5只证券
20240221,000017.SZ,财通证券股份有限公司普陀山证券营业部,18004638.52,1.35,114400.0,0.01,17890238.52,0,日涨幅偏离值达到7%的前5只证券
20240221,000017.SZ,财通证券股份有限公司普陀山证券营业部,18004638.52,1.35,114400.0,0.01,17890238.52,0,日换手率达到20%的前5只证券
20240221,000017.SZ,东亚前海证券有限责任公司苏州留园路证券营业部,14996016.0,1.13,0.0,0.0,14996016.0,0,日涨幅偏离值达到7%的前5只证券
20240221,000017.SZ,东亚前海证券有限责任公司苏州留园路证券营业部,14996016.0,1.13,0.0,0.0,14996016.0,0,日换手率达到20%的前5只证券
20240221,000017.SZ,东方财富证券股份有限公司拉萨金融城南环路证券营业部,14550878.0,1.09,17490484.0,1.32,-2939606.0,0,日涨幅偏离值达到7%的前5只证券
20240221,000017.SZ,东方财富证券股份有限公司拉萨金融城南环路证券营业部,14550878.0,1.09,17490484.0,1.32,-2939606.0,0,日换手率达到20%的前5只证券
20240221,000017.SZ,国盛证券有限责任公司宁波桑田路证券营业部,48163964.0,1.39,55291724.0,1.6,-7127760.0,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20240221,000017.SZ,国盛证券有限责任公司宁波桑田路证券营业部,3813491.0,0.29,48838420.0,3.67,-45024929.0,1,日涨幅偏离值达到7%的前5只证券
20240221,000017.SZ,国盛证券有限责任公司宁波桑田路证券营业部,3813491.0,0.29,48838420.0,3.67,-45024929.0,1,日换手率达到20%的前5只证券
20240221,000017.SZ,东方财富证券股份有限公司拉萨金融城南环路证券营业部,40720736.0,1.18,44714312.94,1.29,-3993576.94,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20240221,000017.SZ,东方财富证券股份有限公司拉萨团结路第二证券营业部,29710845.0,0.86,33935031.12,0.98,-4224186.12,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20240221,000017.SZ,东方财富证券股份有限公司拉萨东环路第一证券营业部,26152112.0,0.76,32394366.29,0.94,-6242254.29,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20240221,000017.SZ,东方财富证券股份有限公司拉萨东环路第二证券营业部,25010885.0,0.72,30140139.56,0.87,-5129254.56,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20240221,000017.SZ,东方财富证券股份有限公司拉萨金融城南环路证券营业部,14550878.0,1.09,17490484.0,1.32,-2939606.0,1,日涨幅偏离值达到7%的前5只证券
20240221,000017.SZ,东方财富证券股份有限公司拉萨金融城南环路证券营业部,14550878.0,1.09,17490484.0,1.32,-2939606.0,1,日换手率达到20%的前5只证券
20240221,000017.SZ,华泰证券股份有限公司南京清凉门大街证券营业部,109433.0,0.01,14434256.0,1.09,-14324823.0,1,日涨幅偏离值达到7%的前5只证券
20240221,000017.SZ,华泰证券股份有限公司南京清凉门大街证券营业部,109433.0,0.01,14434256.0,1.09,-14324823.0,1,日换手率达到20%的前5只证券
20240221,000017.SZ,东方财富证券股份有限公司拉萨团结路第二证券营业部,10323932.0,0.78,14164067.0,1.07,-3840135.0,1,日涨幅偏离值达到7%的前5只证券
20240221,000017.SZ,东方财富证券股份有限公司拉萨团结路第二证券营业部,10323932.0,0.78,14164067.0,1.07,-3840135.0,1,日换手率达到20%的前5只证券
