ts_code,trade_date,close,open,high,low,vol,amount,vwap
000404.SZ,20200320,3.54,3.54,3.54,3.54,0.0,0.0,3.54
000002.SZ,20200320,25.5,25.5,25.5,25.5,731668.96,18657738.24,25.5
002196.SZ,20200320,5.14,5.14,5.14,5.14,33000.0,169600.0,5.14
002825.SZ,20200320,14.04,14.04,14.04,14.04,24300.0,341172.0,14.04
002757.SZ,20200320,23.63,23.63,23.63,23.63,50600.0,1195966.0,23.64
600256.SH,20200320,2.64,2.64,2.64,2.64,135600.0,357984.0,2.64
300198.SZ,20200320,3.75,3.75,3.75,3.75,17300.0,64875.0,3.75
300539.SZ,20200320,7.12,7.12,7.12,7.12,87800.0,625136.0,7.12
600803.SH,20200320,8.46,8.46,8.46,8.46,31745.0,268563.0,8.46
603033.SH,20200320,21.64,21.64,21.64,21.64,6000.0,129840.0,21.64
300789.SZ,20200320,67.05,67.05,67.05,67.05,700.0,46935.0,67.05
300721.SZ,20200320,24.59,24.59,24.59,24.59,396500.0,9749934.72,24.59
600276.SH,20200320,79.98,79.98,79.98,79.98,164400.0,13148711.68,79.98
300210.SZ,20200320,3.04,3.04,3.04,3.04,5500.0,16720.0,3.04
000525.SZ,20200320,8.53,8.53,8.53,8.53,213300.0,1819380.96,8.53
000062.SZ,20200320,12.22,12.22,12.22,12.22,21500.0,262730.0,12.22
002394.SZ,20200320,8.75,8.75,8.75,8.75,11800.0,103250.0,8.75
002865.SZ,20200320,15.64,15.64,15.64,15.64,180900.0,2828320.0,15.64
002806.SZ,20200320,12.5,12.5,12.5,12.5,7600.0,95002.0,12.5
600317.SH,20200320,2.2,2.2,2.2,2.2,63800.0,140360.0,2.2
300230.SZ,20200320,5.27,5.27,5.27,5.27,232600.0,1225802.0,5.27
000545.SZ,20200320,2.75,2.75,2.75,2.75,53100.0,146025.0,2.75
000089.SZ,20200320,7.3,7.3,7.3,7.3,72100.0,526330.0,7.3
002413.SZ,20200320,8.29,8.29,8.29,8.29,427700.0,3544912.0,8.29
300085.SZ,20200320,14.29,14.29,14.29,14.29,39300.0,561597.0,14.29
002826.SZ,20200320,10.05,10.05,10.05,10.05,10500.0,105525.0,10.05
600337.SH,20200320,4.17,4.17,4.17,4.17,4000.0,16680.0,4.17
300250.SZ,20200320,15.09,15.09,15.09,15.09,21900.0,330471.0,15.09
000565.SZ,20200320,4.67,4.67,4.67,4.67,43000.0,200920.0,4.67
000301.SZ,20200320,4.82,4.82,4.82,4.82,41900.0,201958.0,4.82
002433.SZ,20200320,4.52,4.52,4.52,4.52,36800.0,166304.0,4.52
300184.SZ,20200320,6.98,6.98,6.98,6.98,162210.0,1132225.76,6.98
002846.SZ,20200320,24.0,24.0,24.0,24.0,106600.0,2558428.0,24.0
600377.SH,20200320,9.4,9.4,9.4,9.4,54700.0,514180.0,9.4
300270.SZ,20200320,8.0,8.0,8.0,8.0,54400.0,435200.0,8.0
000606.SZ,20200320,4.23,4.23,4.23,4.23,62400.0,263952.0,4.23
000587.SZ,20200320,1.53,1.53,1.53,1.53,65700.0,100521.0,1.53
002453.SZ,20200320,4.63,4.63,4.63,4.63,17800.0,82534.0,4.64
300287.SZ,20200320,4.69,4.69,4.69,4.69,743600.0,3487484.16,4.69
002866.SZ,20200320,13.31,13.31,13.31,13.31,13500.0,179745.0,13.31
600490.SH,20200320,3.6,3.6,3.6,3.6,227100.0,817560.0,3.6
300311.SZ,20200320,7.6,7.6,7.6,7.6,165400.0,1257040.0,7.6
000626.SZ,20200320,7.22,7.22,7.22,7.22,13300.0,96046.0,7.22
