trade_date,exchange_id,rzye,rzmre,rzche,rqye,rqmcl,rzrqye,rqyl
20210113,SSE,802444845154.0,64017454573.0,60943369573.0,91225089301.0,265844397.0,893669934455.0,7568477066.0
20210113,SZSE,737776974350.0,65979576752.0,65883912213.0,54611244533.0,101071083.0,792388218883.0,2576572238.0
20210114,SSE,802748756831.0,57155041776.0,56864459504.0,90132664618.0,193248585.0,892881421449.0,7481775857.0
20210114,SZSE,735929655977.0,55474434960.0,57316213981.0,53852754264.0,114550276.0,789782410241.0,2611324738.0
20210115,SSE,801616826104.0,51163771731.0,52280903309.0,89976786638.0,241058265.0,891593612742.0,7433722056.0
20210115,SZSE,734929008848.0,48319703393.0,49314513126.0,53650641306.0,100662294.0,788579650154.0,2605677942.0
20210118,SSE,805075741296.0,49647422370.0,46182662998.0,90706543444.0,248088203.0,895782284740.0,7462895649.0
20210118,SZSE,739433967067.0,51541487218.0,47025981816.0,54067264786.0,110185567.0,793501231853.0,2610723778.0
20210119,SSE,807854268016.0,51955888008.0,49171388712.0,90148843460.0,245938223.0,898003111476.0,7497668717.0
20210119,SZSE,740200970784.0,49873171464.0,49101701950.0,53075585973.0,94470756.0,793276556757.0,2578593686.0
20210120,SSE,811252474957.0,44656991305.0,41252189210.0,90865328670.0,233236788.0,902117803627.0,7483348034.0
20210120,SZSE,741650468720.0,44280177123.0,42869973525.0,54774255312.0,146945410.0,796424724032.0,2655855233.0
20210121,SSE,815992756519.0,53942981845.0,49187654496.0,92320595051.0,263176590.0,908313351570.0,7546963003.0
20210121,SZSE,744992419155.0,58599753632.0,55273396375.0,56322302141.0,128292084.0,801314721296.0,2711580901.0
20210122,SSE,815403994518.0,54522258866.0,55038334551.0,92052121202.0,171809713.0,907456115720.0,7495142610.0
20210122,SZSE,744944215899.0,57027205979.0,57104071714.0,56109501331.0,92520443.0,801053717230.0,2699048483.0
20210125,SSE,819391832231.0,60567215502.0,56561611853.0,92462918141.0,191550594.0,911854750372.0,7539432027.0
20210125,SZSE,747134684681.0,64302090646.0,62104861208.0,56663476275.0,116380629.0,803798160956.0,2713951591.0
20210126,SSE,816084569630.0,45345746275.0,48640663904.0,91134644981.0,226620712.0,907219214611.0,7579969244.0
20210126,SZSE,744218276303.0,49404197876.0,52388557358.0,55044359126.0,99118136.0,799262635429.0,2723632635.0
