trade_date,exchange_id,rzye,rzmre,rzche,rqye,rqmcl,rzrqye,rqyl
20220328,SSE,836838011083.0,28226118070.0,28791496384.0,59865591804.0,361945653.0,896703602887.0,7301136869.0
20220328,SZSE,749110913652.0,25966870564.0,26669469757.0,32007439993.0,223815980.0,781118353645.0,2234666260.0
20220329,SSE,835896947038.0,27762065487.0,28699335223.0,59141234094.0,310913876.0,895038181132.0,7288455284.0
20220329,SZSE,747937145247.0,26675635888.0,28012043176.0,32371902568.0,231082091.0,780309047815.0,2306417308.0
20220330,SSE,837963805834.0,34874518471.0,32802726240.0,60121859805.0,351834380.0,898085665639.0,7176129112.0
20220330,SZSE,748464057682.0,33033685330.0,32502180301.0,33102341895.0,238080695.0,781566399577.0,2380791787.0
20220331,SSE,834878658068.0,33323175632.0,36402920276.0,59404387646.0,296303659.0,894283045714.0,7161858051.0
20220331,SZSE,745812699607.0,32609947201.0,35257929750.0,32743394983.0,150848191.0,778556094590.0,2373657531.0
20220401,SSE,829794726178.0,31269605890.0,36339246360.0,58502398831.0,317169696.0,888297125009.0,7053935692.0
20220401,SZSE,740219626390.0,28048493022.0,33639285845.0,32035645630.0,157939034.0,772255272020.0,2315142322.0
20220406,SSE,833503942754.0,36268817131.0,32549111470.0,58758356633.0,411844709.0,892262299387.0,7126677334.0
20220406,SZSE,742801894302.0,31425569295.0,28840740791.0,31895441996.0,145238343.0,774697336298.0,2304039714.0
20220407,SSE,831706002323.0,30739230689.0,32531915781.0,57955025668.0,412167449.0,889661027991.0,7159158507.0
20220407,SZSE,740695565605.0,28180971895.0,30383460421.0,31679632434.0,170644856.0,772375198039.0,2325100246.0
20220408,SSE,828836634090.0,31799704613.0,34664274904.0,58449918563.0,413905163.0,887286552653.0,7215779952.0
20220408,SZSE,737702357870.0,27841115177.0,30827103488.0,31514160876.0,167236815.0,769216518746.0,2312445616.0
20220411,SSE,825857374580.0,32982315894.0,35948274931.0,56498439856.0,394644957.0,882355814436.0,7224048505.0
20220411,SZSE,733020374502.0,27285881136.0,31987365793.0,30570408822.0,191114126.0,763590783324.0,2325803199.0
20220412,SSE,824919866194.0,32701576186.0,33621668187.0,57140452706.0,392855065.0,882060318900.0,7162984018.0
20220412,SZSE,731646500886.0,25499851817.0,26892254114.0,31206473281.0,188443975.0,762852974167.0,2338349472.0
