trade_date,exchange_id,rzye,rzmre,rzche,rqye,rqmcl,rzrqye,rqyl
20201215,SSE,756368148234.0,28577175125.0,27894195722.0,75117651670.0,252521935.0,831485799904.0,6498944926.0
20201215,SZSE,710576618800.0,30080085784.0,30532980565.0,42404975115.0,83391308.0,752981593915.0,2201132436.0
20201216,SSE,757250182818.0,28745028616.0,27849097669.0,75701406763.0,169900786.0,832951589581.0,6496016293.0
20201216,SZSE,710250730119.0,29199723571.0,29516791304.0,43420767300.0,85002790.0,753671497419.0,2237192822.0
20201217,SSE,758568721435.0,36511166237.0,35171574966.0,77518310538.0,237251560.0,836087031973.0,6539696530.0
20201217,SZSE,711685550135.0,34332760646.0,32887563153.0,44223154254.0,80143565.0,755908704389.0,2250517161.0
20201218,SSE,759171142789.0,35499760915.0,34882123079.0,77774434895.0,270689757.0,836945577684.0,6640411495.0
20201218,SZSE,712463513570.0,34064030260.0,33281492397.0,44729224159.0,109935969.0,757192737729.0,2306690520.0
20201221,SSE,763664230810.0,41766344322.0,37260785104.0,78456815787.0,207242475.0,842121046597.0,6646202307.0
20201221,SZSE,714013040399.0,41946142299.0,40428367643.0,45462313161.0,69215831.0,759475353560.0,2314568824.0
20201222,SSE,764320464544.0,45629345481.0,44962186773.0,77708549565.0,308249025.0,842029014109.0,6766001197.0
20201222,SZSE,714212025709.0,44728508640.0,44569998352.0,45598979748.0,109905791.0,759811005457.0,2362096850.0
20201223,SSE,766290955690.0,42346213495.0,40350574696.0,78453775600.0,213183482.0,844744731290.0,6747858480.0
20201223,SZSE,716131250103.0,44038276786.0,42134577818.0,46965909649.0,95624828.0,763097159752.0,2404427835.0
20201224,SSE,765792112747.0,37664871207.0,38129984908.0,79216193814.0,281000483.0,845008306561.0,6858885402.0
20201224,SZSE,716754192788.0,39686099433.0,39092544149.0,47621249575.0,116252497.0,764375442363.0,2461935590.0
20201225,SSE,767303833177.0,39514925337.0,37997861483.0,80241447592.0,212627478.0,847545280769.0,6840426533.0
20201225,SZSE,715561719470.0,37094981067.0,38482432453.0,48274230778.0,96979909.0,763835950248.0,2484194786.0
20201228,SSE,769227904714.0,40242435610.0,38296912503.0,80589379015.0,293876336.0,849817283729.0,6960948136.0
20201228,SZSE,716579737800.0,38530010208.0,37502156080.0,48891946788.0,115615786.0,765471684588.0,2531428937.0
