trade_date,exchange_id,rzye,rzmre,rzche,rqye,rqmcl,rzrqye,rqyl
20200831,SSE,737496841386.0,48048396588.0,43319023274.0,44296887927.0,236852095.0,781793729313.0,4300591221.0
20200831,SZSE,688134069128.0,53889019256.0,48778525779.0,25495769096.0,96318167.0,713629838224.0,1502733626.0
20200901,SSE,738562557286.0,33426894682.0,32443243077.0,44685422170.0,156328586.0,783247979456.0,4306130454.0
20200901,SZSE,689756117253.0,42362363553.0,40845416801.0,26019005408.0,76103628.0,715775122661.0,1524375610.0
20200902,SSE,741383469957.0,37055853302.0,34229069456.0,45765230020.0,274007225.0,787148699977.0,4458269605.0
20200902,SZSE,694926851237.0,52750460804.0,47566586085.0,26842552722.0,118668206.0,721769403959.0,1596668630.0
20200903,SSE,740658070283.0,34227945887.0,34930690031.0,46865880564.0,213602091.0,787523950847.0,4515155795.0
20200903,SZSE,695497726725.0,46398653882.0,45821045542.0,26689861715.0,80281734.0,722187588440.0,1617798760.0
20200904,SSE,738886120757.0,29264357402.0,31017319532.0,46914534374.0,156265206.0,785800655131.0,4477523680.0
20200904,SZSE,694414118970.0,39902327209.0,40974312415.0,26252063742.0,83993299.0,720666182712.0,1614219683.0
20200907,SSE,737269953161.0,34785048598.0,36388233830.0,46381511691.0,209769832.0,783651464852.0,4529672343.0
20200907,SZSE,694150550323.0,50470009516.0,50720874137.0,25855393337.0,97216187.0,720005943660.0,1643139360.0
20200908,SSE,736096993567.0,31575477663.0,32747565008.0,47056940490.0,207007555.0,783153934057.0,4534400012.0
20200908,SZSE,693554923949.0,43251826120.0,43837595664.0,26093929471.0,88020995.0,719648853420.0,1653959188.0
20200909,SSE,733691061340.0,32530259321.0,34922611881.0,46125019964.0,214270502.0,779816081304.0,4533904621.0
20200909,SZSE,691746965787.0,47219063573.0,49013867944.0,25645666514.0,92144152.0,717392632301.0,1665248853.0
20200910,SSE,729123226445.0,26991223005.0,31548897173.0,46304102934.0,218901734.0,775427329379.0,4581892736.0
20200910,SZSE,685332802653.0,34947986243.0,41427555375.0,25606367301.0,103380980.0,710939169954.0,1688479656.0
20200911,SSE,728111760910.0,22963813892.0,23968872357.0,46911770982.0,221302978.0,775023531892.0,4580381929.0
20200911,SZSE,683200397189.0,28978056990.0,31102947299.0,26173630789.0,79330616.0,709374027978.0,1698539303.0
