trade_date,exchange_id,rzye,rzmre,rzche,rqye,rqmcl,rzrqye,rqyl
20211029,SSE,903863548830.0,43520693551.0,46452739036.0,94180423183.0,205134822.0,998043972013.0,8522639342.0
20211029,SZSE,792955630199.0,39431070444.0,40251399255.0,55701735105.0,108132905.0,848657365304.0,3250639125.0
20211101,SSE,904908107430.0,46606105277.0,45544200349.0,93989314278.0,200522082.0,998897421708.0,8496606040.0
20211101,SZSE,796339232843.0,43151566760.0,39776974118.0,56247655538.0,106525252.0,852586888381.0,3246049102.0
20211102,SSE,902216238930.0,48420329736.0,51092588220.0,92685102054.0,267184479.0,994901340984.0,8472205265.0
20211102,SZSE,793524242164.0,43108591135.0,45959750151.0,55547546960.0,108273334.0,849071789124.0,3216722247.0
20211103,SSE,900087292307.0,34982691989.0,37101285253.0,91816672291.0,200769071.0,991903964598.0,8393896623.0
20211103,SZSE,792703598809.0,34323611777.0,35166956770.0,54935957064.0,103503122.0,847639555873.0,3192885152.0
20211104,SSE,902439884671.0,40931845606.0,38568741979.0,91306599468.0,196519508.0,993746484139.0,8291073849.0
20211104,SZSE,794783974698.0,41217684392.0,39130414567.0,54398426123.0,84030766.0,849182400821.0,3101362841.0
20211105,SSE,895795759951.0,39102989555.0,45726746567.0,89713336499.0,194202979.0,985509096450.0,8182178329.0
20211105,SZSE,791510891734.0,42787844569.0,46052999003.0,53724006078.0,128604121.0,845234897812.0,3098550071.0
20211108,SSE,896875925401.0,34657377284.0,33569450183.0,88505142150.0,188996318.0,985381067551.0,8021072954.0
20211108,SZSE,795885426919.0,40314377659.0,35933979018.0,53400735794.0,89926184.0,849286162713.0,3076990235.0
20211109,SSE,898707817919.0,36197603337.0,34316736329.0,88399996368.0,236304227.0,987107814287.0,7984987066.0
20211109,SZSE,797228197479.0,39960097153.0,38612526663.0,52694385704.0,99481766.0,849922583183.0,3018428004.0
20211110,SSE,899331842771.0,38213740740.0,37580097326.0,88283798030.0,254662884.0,987615640801.0,7976232002.0
20211110,SZSE,798651652796.0,43887732759.0,42527314421.0,52352935926.0,104695892.0,851004588722.0,2991595009.0
20211111,SSE,899651946243.0,40845453722.0,40509399821.0,88945920482.0,231769188.0,988597866725.0,8001363295.0
20211111,SZSE,799482914102.0,44264062559.0,43453984653.0,53165711105.0,93983831.0,852648625207.0,2975219969.0
