trade_date,exchange_id,rzye,rzmre,rzche,rqye,rqmcl,rzrqye,rqyl
20211224,SSE,905742911873.0,40269156117.0,45467541155.0,75488891458.0,265029679.0,981231803331.0,7670593709.0
20211224,SZSE,809242132223.0,43869889986.0,47636060591.0,41523145830.0,113030947.0,850765278053.0,2329889540.0
20211227,SSE,907936630520.0,34462816755.0,32261406172.0,74946640037.0,246929691.0,982883270557.0,7639180627.0
20211227,SZSE,810522383672.0,38673091657.0,37389279750.0,41508311679.0,108538391.0,852030695351.0,2343075047.0
20211228,SSE,909665874508.0,33059173489.0,31322189449.0,75093237297.0,257517318.0,984759111805.0,7557685688.0
20211228,SZSE,811574889034.0,37414260584.0,37051435805.0,42038786037.0,117810730.0,853613675071.0,2354161964.0
20211229,SSE,908622510506.0,32634308832.0,33687007877.0,74743594125.0,328403102.0,983366104631.0,7616064858.0
20211229,SZSE,812525186910.0,35495033922.0,34542748414.0,41587284071.0,110986449.0,854112470981.0,2368505431.0
20211230,SSE,908562701859.0,34730627768.0,34793710264.0,76855862617.0,415320812.0,985418564476.0,7777311639.0
20211230,SZSE,812800502650.0,38494621618.0,38256853896.0,42541891236.0,152787956.0,855342393886.0,2423221910.0
20211231,SSE,903074844982.0,35086122406.0,40551037955.0,77526443094.0,324024197.0,980601288076.0,7856597209.0
20211231,SZSE,808976134174.0,39151934560.0,42969029200.0,42613744651.0,114637560.0,851589878825.0,2440614742.0
20220104,SSE,906057651977.0,43225523638.0,40217845858.0,73986984743.0,212529992.0,980044636720.0,7425000720.0
20220104,SZSE,812970787875.0,49807066139.0,45806196373.0,41860637037.0,108553921.0,854831424912.0,2404563974.0
20220105,SSE,904167215798.0,41441867406.0,43341864468.0,72172661033.0,239561597.0,976339876831.0,7374898946.0
20220105,SZSE,812154757945.0,47056730109.0,47867658445.0,41043672878.0,109343656.0,853198430823.0,2393055835.0
20220106,SSE,904082746979.0,35147602767.0,35223515965.0,72154331847.0,247773025.0,976237078826.0,7398899422.0
20220106,SZSE,813766691068.0,40323363421.0,38708254573.0,40952654457.0,105062391.0,854719345525.0,2400864106.0
20220107,SSE,895813442330.0,37040847589.0,45363433830.0,71268730282.0,197057658.0,967082172612.0,7347023572.0
20220107,SZSE,806888273850.0,41448270937.0,49011652739.0,40628967106.0,90107815.0,847517240956.0,2382739191.0
