trade_date,exchange_id,rzye,rzmre,rzche,rqye,rqmcl,rzrqye,rqyl
20220110,SSE,896873723408.0,33991345816.0,32922596446.0,71151294063.0,236847633.0,968025017471.0,7351682503.0
20220110,SZSE,807663576548.0,36386221282.0,35606237362.0,40519373410.0,84187561.0,848182949958.0,2332610389.0
20220111,SSE,896737126432.0,34470087686.0,34601214779.0,70433794659.0,238267567.0,967170921091.0,7381310239.0
20220111,SZSE,806866742672.0,35610244290.0,36465293137.0,40175931968.0,108061131.0,847042674640.0,2352595027.0
20220112,SSE,898405575020.0,34954508284.0,33280997636.0,70938053988.0,256655035.0,969343629008.0,7379376625.0
20220112,SZSE,807385955517.0,37910783107.0,37387025421.0,40413672360.0,87125431.0,847799627877.0,2340558548.0
20220113,SSE,897215444391.0,35756831126.0,36939431807.0,69762671602.0,208731780.0,966978115993.0,7307329256.0
20220113,SZSE,808031003026.0,38901659676.0,38316321117.0,39766362781.0,79946326.0,847797365807.0,2332456661.0
20220114,SSE,895539506386.0,37429274986.0,39097144280.0,69193804514.0,198865887.0,964733310900.0,7213149205.0
20220114,SZSE,805386702004.0,36931108352.0,39572592465.0,39854366728.0,83735086.0,845241068732.0,2345510503.0
20220117,SSE,896735334253.0,35910564085.0,34700426889.0,69711053098.0,218382833.0,966446387351.0,7181925055.0
20220117,SZSE,808598834359.0,43605788736.0,41554593410.0,40288357880.0,84258657.0,848887192239.0,2340190635.0
20220118,SSE,895190092705.0,37925439622.0,39460639426.0,69781414468.0,280363582.0,964971507173.0,7204032282.0
20220118,SZSE,806827639701.0,41783741909.0,43555422261.0,40432195764.0,103632236.0,847259835465.0,2344952170.0
20220119,SSE,892008945432.0,31365456127.0,34536981478.0,68403399190.0,225656834.0,960412344622.0,7137349632.0
20220119,SZSE,806760712605.0,37599732013.0,37629050616.0,39383641709.0,90405903.0,846144354314.0,2321162676.0
20220120,SSE,886686826861.0,35407631063.0,40701140568.0,67834549214.0,297200548.0,954521376075.0,7150618551.0
20220120,SZSE,801786415773.0,37078925684.0,41962594090.0,39462223220.0,97363821.0,841248638993.0,2330355915.0
20220121,SSE,881353735363.0,31160145530.0,36478383273.0,66795846737.0,229791508.0,948149582100.0,7113806329.0
20220121,SZSE,795148628403.0,30708228088.0,37324191326.0,38580120581.0,99847092.0,833728748984.0,2331019998.0
