trade_date,exchange_id,rzye,rzmre,rzche,rqye,rqmcl,rzrqye,rqyl
20220427,SSE,779434455889.0,28641152694.0,34532023923.0,50065757672.0,481213490.0,829500213561.0,7271719006.0
20220427,SZSE,674566975588.0,24606592298.0,30110863609.0,28560077667.0,200855967.0,703127053255.0,2451064892.0
20220428,SSE,774383614466.0,26564141949.0,31595784485.0,49704535022.0,440752116.0,824088149488.0,7308715551.0
20220428,SZSE,670073206307.0,21895151685.0,26375374396.0,28187129036.0,175805475.0,698260335343.0,2432475753.0
20220429,SSE,768384978166.0,31722518791.0,37700180164.0,49902445908.0,377087902.0,818287424074.0,7115552175.0
20220429,SZSE,665381895790.0,28630242254.0,33305002879.0,28372828193.0,164124917.0,693754723983.0,2335292629.0
20220505,SSE,770358757845.0,31316444374.0,29325417586.0,50751399941.0,369868407.0,821110157786.0,7190436721.0
20220505,SZSE,669396568503.0,30510044377.0,26481491497.0,27888879399.0,152174384.0,697285447902.0,2329465887.0
20220506,SSE,770636270872.0,27637288223.0,27278193208.0,50419805818.0,408668586.0,821056076690.0,7258886874.0
20220506,SZSE,668143109469.0,23650073257.0,24875081042.0,27738184378.0,178659361.0,695881293847.0,2369940362.0
20220509,SSE,772594360832.0,22707793277.0,20690852237.0,50879248692.0,385204432.0,823473609524.0,7331423743.0
20220509,SZSE,668275740546.0,20281116412.0,20118835427.0,27573296152.0,156132863.0,695849036698.0,2376276283.0
20220510,SSE,773026055278.0,27256529038.0,26799621396.0,52106753550.0,467727752.0,825132808828.0,7339307209.0
20220510,SZSE,669317626842.0,25146218058.0,24074084459.0,27670212073.0,196152374.0,696987838915.0,2354965609.0
20220511,SSE,775240016082.0,38403416303.0,36170716301.0,53013939363.0,481245077.0,828253955445.0,7382840412.0
20220511,SZSE,671351076768.0,37727887640.0,35642496940.0,28171853276.0,226824045.0,699522930044.0,2375027438.0
20220512,SSE,775606280676.0,26914556259.0,26488612116.0,52909367615.0,388976604.0,828515648291.0,7361088230.0
20220512,SZSE,670287171557.0,23632560393.0,24657444994.0,28228948191.0,191265062.0,698516119748.0,2373426311.0
20220513,SSE,774154774214.0,26167766245.0,27591431986.0,53675475425.0,372338060.0,827830249639.0,7372917513.0
20220513,SZSE,669567355401.0,23232242284.0,23927716368.0,28520049627.0,166504898.0,698087405028.0,2386734930.0
