trade_date,exchange_id,rzye,rzmre,rzche,rqye,rqmcl,rzrqye,rqyl
20210630,SSE,862822810436.0,44505649291.0,42382898907.0,97989516575.0,208509898.0,960812327011.0,7574604746.0
20210630,SZSE,765333090778.0,45047374694.0,43772449704.0,58057426594.0,106736891.0,823390517372.0,3019527167.0
20210701,SSE,857176520953.0,45824988192.0,51455867665.0,98377654813.0,251418825.0,955554175766.0,7682469190.0
20210701,SZSE,760945538369.0,47598839050.0,51972065308.0,57591035273.0,71051039.0,818536573642.0,3010027558.0
20210702,SSE,856383116685.0,42976990424.0,43757520089.0,95923383838.0,147389749.0,952306500523.0,7554806567.0
20210702,SZSE,759666135866.0,40791436289.0,42123802225.0,56225949602.0,83275285.0,815892085468.0,3022629283.0
20210705,SSE,859728229295.0,43066238704.0,39691100750.0,96693294825.0,161344662.0,956421524120.0,7557190745.0
20210705,SZSE,762643204845.0,42074660702.0,39101241623.0,57286864974.0,85885627.0,819930069819.0,3014918478.0
20210706,SSE,859643243967.0,47946515849.0,48017226565.0,96185914625.0,225599228.0,955829158592.0,7613582528.0
20210706,SZSE,762593454673.0,47362957788.0,47507336198.0,57616055998.0,86313936.0,820209510671.0,3004751618.0
20210707,SSE,863753184065.0,48316967173.0,44184001589.0,97738107781.0,237484271.0,961491291846.0,7663595177.0
20210707,SZSE,765389786685.0,46992646029.0,44221270572.0,59266298538.0,122277517.0,824656085223.0,3039314877.0
20210708,SSE,866722341986.0,55077237551.0,52086584640.0,97837012758.0,196001166.0,964559354744.0,7667678475.0
20210708,SZSE,766948802636.0,53655302336.0,52099816358.0,59297300727.0,96221091.0,826246103363.0,3051981500.0
20210709,SSE,866811908074.0,48759691637.0,48641310016.0,97782026131.0,187480769.0,964593934205.0,7642230810.0
20210709,SZSE,768755982129.0,51163199461.0,49338997496.0,59463217990.0,95522360.0,828219200119.0,3066466181.0
20210712,SSE,872053294616.0,60029647754.0,54741459154.0,99093982686.0,225759468.0,971147277302.0,7684911308.0
20210712,SZSE,772499806361.0,63325758317.0,74698247273.0,60881961027.0,89468558.0,833381767388.0,3074524613.0
20210713,SSE,874128252202.0,52999475374.0,50885591703.0,98793660256.0,160922169.0,972921912458.0,7632443941.0
20210713,SZSE,775693954012.0,59487573595.0,56277634130.0,60708522397.0,95030756.0,836402476409.0,3066938879.0
