trade_date,exchange_id,rzye,rzmre,rzche,rqye,rqmcl,rzrqye,rqyl
20201201,SSE,749657391509.0,41657448357.0,39044041076.0,74688612595.0,233378474.0,824346004104.0,6330311833.0
20201201,SZSE,713332830156.0,42105195388.0,38889203890.0,44291319627.0,79156117.0,757624149783.0,2335183263.0
20201202,SSE,752828422299.0,40768179703.0,37591652562.0,75450814751.0,302559213.0,828279237050.0,6399714984.0
20201202,SZSE,716531188860.0,43991546018.0,40963276156.0,44180084825.0,78109514.0,760711273685.0,2294081366.0
20201203,SSE,753985375607.0,37374017034.0,36382482715.0,74758649924.0,287462885.0,828744025531.0,6366140449.0
20201203,SZSE,716156044557.0,39297463019.0,39833892693.0,43027471803.0,98096137.0,759183516360.0,2205173192.0
20201204,SSE,754258913777.0,34598642790.0,34319737357.0,74667979451.0,250712141.0,828926893228.0,6387275794.0
20201204,SZSE,714836508565.0,33271486253.0,34584753369.0,42840729177.0,76378059.0,757677237742.0,2190138910.0
20201207,SSE,756851607868.0,34715895237.0,32099831863.0,73997349125.0,197128489.0,830848956993.0,6326277875.0
20201207,SZSE,717155416516.0,35353467484.0,33119302236.0,42169306778.0,71800592.0,759324723294.0,2167031153.0
20201208,SSE,757976387724.0,31182662211.0,30040570169.0,73727696066.0,206352926.0,831704083790.0,6285979488.0
20201208,SZSE,716092283435.0,30952740462.0,32011767166.0,42082833202.0,72028407.0,758175116637.0,2159442162.0
20201209,SSE,754519180325.0,32383741100.0,35833546372.0,73200119119.0,250337826.0,827719299444.0,6381108117.0
20201209,SZSE,714646807337.0,36508925769.0,37947466674.0,41415707993.0,65634375.0,756062515330.0,2171260095.0
20201210,SSE,755649047599.0,31291093912.0,30145255065.0,73912195189.0,187002425.0,829561242788.0,6437504460.0
20201210,SZSE,712951835175.0,27993938320.0,29682989489.0,41422940399.0,56375072.0,754374775574.0,2163636711.0
20201211,SSE,753613864795.0,33665033981.0,35639060626.0,73211845296.0,197261938.0,826825710091.0,6402915619.0
20201211,SZSE,710279304157.0,31021475102.0,33687136773.0,41126704176.0,55069299.0,751406008333.0,2162160764.0
20201214,SSE,755709036504.0,29444773356.0,27338761450.0,74178418405.0,195393978.0,829887454909.0,6430324025.0
20201214,SZSE,711041522053.0,28366059174.0,27595169771.0,41892808141.0,58898637.0,752934330194.0,2183216521.0
