trade_date,exchange_id,rzye,rzmre,rzche,rqye,rqmcl,rzrqye,rqyl
20210811,SSE,889399169595.0,53852472884.0,51565912000.0,101808014682.0,357816435.0,991207184277.0,8184424887.0
20210811,SZSE,796328823811.0,57625927364.0,52728788306.0,62786819104.0,97446393.0,859115642915.0,3280106292.0
20210812,SSE,893309284237.0,55756608511.0,51822194281.0,102560567635.0,248548010.0,995869851872.0,8190920190.0
20210812,SZSE,799279624120.0,58387529109.0,57677097530.0,62564830184.0,101211053.0,861844454304.0,3289582298.0
20210813,SSE,891183785513.0,53515465795.0,55626497602.0,101897097267.0,215300631.0,993080882780.0,8194218038.0
20210813,SZSE,798615815454.0,57126214842.0,57797733389.0,62364349807.0,103227205.0,860980165261.0,3304885987.0
20210816,SSE,890815556382.0,51451588746.0,51803651959.0,101704194792.0,239666561.0,992519751174.0,8180481491.0
20210816,SZSE,800446362009.0,51948703852.0,50124357053.0,61983249633.0,100471381.0,862429611642.0,3290690943.0
20210817,SSE,885923828822.0,53096929565.0,57969505750.0,98996714339.0,267796168.0,984920543161.0,8135895799.0
20210817,SZSE,796710529406.0,50620494009.0,54365400625.0,60758723029.0,119850266.0,857469252435.0,3312288413.0
20210818,SSE,887500266893.0,53111294208.0,51489139548.0,101079206938.0,324023464.0,988579473831.0,8172352671.0
20210818,SZSE,796405756895.0,47547767611.0,48128216411.0,62304895996.0,123880413.0,858710652891.0,3343672836.0
20210819,SSE,884683739098.0,51429984562.0,54205740776.0,101508510619.0,332956016.0,986192249717.0,8250185771.0
20210819,SZSE,797381391329.0,48551662715.0,47571008817.0,62157753555.0,109601840.0,859539144884.0,3353697823.0
20210820,SSE,882309838568.0,49629607117.0,51992487722.0,100256058076.0,244483963.0,982565896644.0,8211197721.0
20210820,SZSE,797157826588.0,49779961031.0,49984428776.0,61415850864.0,103964415.0,858573677452.0,3354634844.0
20210823,SSE,890417780550.0,59821872994.0,51676464737.0,102556909435.0,371511949.0,992974689985.0,8342383142.0
20210823,SZSE,802879979384.0,56782892937.0,51047304414.0,62782865321.0,106649421.0,865662844705.0,3360525781.0
20210824,SSE,893429651301.0,64950589822.0,61903200094.0,103911933129.0,305646808.0,997341584430.0,8308655028.0
20210824,SZSE,804726132067.0,59882860848.0,58071255871.0,63387760556.0,109112997.0,868113892623.0,3363016289.0
