trade_date,exchange_id,rzye,rzmre,rzche,rqye,rqmcl,rzrqye,rqyl
20200420,SSE,552092865833.0,22155303147.0,21206048961.0,15046194193.0,175716752.0,567139060026.0,2211138220.0
20200420,SZSE,489370494211.0,33059279446.0,30230137075.0,6008121387.0,66712372.0,495378615598.0,504579926.0
20200421,SSE,552024405126.0,23840199938.0,23865959080.0,15081371939.0,182849256.0,567105777065.0,2270582434.0
20200421,SZSE,490463061808.0,33985992868.0,32887232403.0,6000189953.0,70952314.0,496463251761.0,508393981.0
20200422,SSE,552974194763.0,21815366141.0,20858824114.0,15503800347.0,159447749.0,568477995110.0,2303866316.0
20200422,SZSE,492525158643.0,31718604056.0,29643322125.0,6229536614.0,83933601.0,498754695257.0,532203023.0
20200423,SSE,552995180646.0,23547042759.0,23521704250.0,15556897570.0,145016533.0,568552078216.0,2340955792.0
20200423,SZSE,492361574758.0,34301921588.0,34456590858.0,6357289739.0,65235753.0,498718864497.0,542336901.0
20200424,SSE,550033499023.0,20653564238.0,23608233807.0,15154930270.0,113936501.0,565188429293.0,2264563881.0
20200424,SZSE,488802471958.0,29024302006.0,32570434941.0,6290635379.0,62264137.0,495093107337.0,543075040.0
20200427,SSE,549190163750.0,19726959881.0,20564026476.0,15372801801.0,168252317.0,564562965551.0,2316237097.0
20200427,SZSE,487722592361.0,25898264141.0,26971735821.0,6382786179.0,68260017.0,494105378540.0,555603646.0
20200428,SSE,546719357234.0,24084402812.0,26543760674.0,15393454190.0,197935682.0,562112811424.0,2323607664.0
20200428,SZSE,485924833967.0,32883969051.0,34663580317.0,6448565844.0,99534795.0,492373399811.0,573440278.0
20200429,SSE,543684772162.0,20903912083.0,23925208891.0,15375592530.0,157497464.0,559060364692.0,2345150166.0
20200429,SZSE,484857810876.0,26163295419.0,27214236470.0,6443401573.0,58707341.0,491301212449.0,572398260.0
20200430,SSE,540087048500.0,27301197826.0,30882070802.0,15146808419.0,113194596.0,555233856919.0,2238389479.0
20200430,SZSE,481540744235.0,35761864850.0,39061617319.0,6278308046.0,57371583.0,487819052281.0,527577251.0
20200506,SSE,546427698550.0,31340468220.0,24981340185.0,15877403656.0,159606290.0,562305102206.0,2282299095.0
20200506,SZSE,487079301937.0,37911592403.0,32354974842.0,6484886612.0,75153818.0,493564188549.0,545011889.0
