trade_date,exchange_id,rzye,rzmre,rzche,rqye,rqmcl,rzrqye,rqyl
20210601,SSE,832469753416.0,48419949351.0,43881072955.0,98541793291.0,259064080.0,931011546707.0,7659340565.0
20210601,SZSE,745065417707.0,46929119608.0,43510687328.0,58833588154.0,74037603.0,803899005861.0,3068574419.0
20210602,SSE,833882640084.0,44860057103.0,43418755964.0,96564019908.0,246432551.0,930446659992.0,7593901758.0
20210602,SZSE,745049032118.0,43083184694.0,43187345763.0,56968644521.0,65624414.0,802017676639.0,2960894380.0
20210603,SSE,834774042167.0,43633522404.0,42696215027.0,95791782639.0,265582318.0,930565824806.0,7629065437.0
20210603,SZSE,745234849259.0,40147021259.0,39972779428.0,56213217739.0,76713788.0,801448066998.0,2947063927.0
20210604,SSE,833301157301.0,41762305697.0,43177261667.0,95827290882.0,207494702.0,929128448183.0,7522505681.0
20210604,SZSE,744129888455.0,39752018336.0,40841415572.0,55968175792.0,56724322.0,800098064247.0,2887231545.0
20210607,SSE,837659288066.0,43242508531.0,38837572300.0,96224840497.0,247077433.0,933884128563.0,7533716307.0
20210607,SZSE,747443504783.0,41622765241.0,38339384645.0,54910448663.0,64340837.0,802353953446.0,2834174549.0
20210608,SSE,838114869374.0,42617807399.0,42141564179.0,95352511203.0,177292511.0,933467380577.0,7430227561.0
20210608,SZSE,747620102745.0,43492837656.0,43291120707.0,53530647688.0,64228953.0,801150750433.0,2764924002.0
20210609,SSE,838589270926.0,37514123480.0,37026005123.0,95181846107.0,172439205.0,933771117033.0,7386547128.0
20210609,SZSE,747941720764.0,35638624937.0,35299676999.0,52655323423.0,54036206.0,800597044187.0,2675071390.0
20210610,SSE,840153205978.0,43091332729.0,41500800433.0,96388010833.0,183098741.0,936541216811.0,7397986868.0
20210610,SZSE,750935037586.0,44890374045.0,41883807366.0,53651062937.0,67968090.0,804586100523.0,2680327267.0
20210611,SSE,837408440042.0,46654028231.0,49371120524.0,95141038807.0,145957576.0,932549478849.0,7337267756.0
20210611,SZSE,749771859021.0,48308513528.0,49487577054.0,53090585700.0,59053535.0,802862444721.0,2660075588.0
20210615,SSE,841056218056.0,41401213886.0,37713475831.0,93632221967.0,142746885.0,934688440023.0,7267949455.0
20210615,SZSE,753351178770.0,43857044737.0,40261310907.0,52681489300.0,61927065.0,806032668070.0,2654027468.0
