trade_date,exchange_id,rzye,rzmre,rzche,rqye,rqmcl,rzrqye,rqyl
20210616,SSE,839898644373.0,35873363148.0,36999656647.0,92196146572.0,233355996.0,932094790945.0,7208670717.0
20210616,SZSE,749442944673.0,37677645218.0,41616259224.0,52225932471.0,123158253.0,801668877144.0,2698575410.0
20210617,SSE,842780416135.0,38138621260.0,35238824030.0,94043330416.0,260296267.0,936823746551.0,7243839839.0
20210617,SZSE,749491817688.0,39142038365.0,39136406064.0,53674265107.0,127001799.0,803166082795.0,2739711397.0
20210618,SSE,845059995477.0,45162874854.0,42864572109.0,94182040713.0,293043821.0,939242036190.0,7261768204.0
20210618,SZSE,749886390347.0,44301084679.0,43967821058.0,54395823323.0,113945952.0,804282213670.0,2754302326.0
20210621,SSE,848131601893.0,41856642056.0,38748100524.0,94074701537.0,227193127.0,942206303430.0,7275259267.0
20210621,SZSE,753840659683.0,46706088977.0,42734192021.0,54716369199.0,106377810.0,808557028882.0,2786079577.0
20210622,SSE,851273356925.0,42217943380.0,39060871031.0,95872308809.0,409310836.0,947145665734.0,7454536907.0
20210622,SZSE,756874474305.0,44626420784.0,41625869043.0,55073695369.0,111965978.0,811948169674.0,2820132430.0
20210623,SSE,851813694053.0,47863196438.0,47302993071.0,97013206319.0,317732336.0,948826900372.0,7497384756.0
20210623,SZSE,759871390113.0,48689818333.0,45678585436.0,56101814788.0,118191257.0,815973204901.0,2853000050.0
20210624,SSE,852782054553.0,42346827777.0,41361942529.0,96686312451.0,327595571.0,949468367004.0,7584685519.0
20210624,SZSE,760130427954.0,41993091407.0,41722264820.0,56361538983.0,131652083.0,816491966937.0,2921591931.0
20210625,SSE,852621255199.0,47328461295.0,47482874815.0,98433820758.0,259011599.0,951055075957.0,7614671070.0
20210625,SZSE,759218317688.0,46573308392.0,47511531193.0,57525876774.0,92659660.0,816744194462.0,2949845548.0
20210628,SSE,858117612067.0,47922630182.0,42356500062.0,98416288080.0,208414321.0,956533900147.0,7599120335.0
20210628,SZSE,762705887109.0,48141420637.0,44659765668.0,58043137172.0,86307792.0,820749024281.0,2969272422.0
20210629,SSE,860723220494.0,42600865590.0,39974136424.0,97250925168.0,198127638.0,957974145662.0,7575268718.0
20210629,SZSE,763997924599.0,43308255717.0,42027804860.0,57448874826.0,94437670.0,821446799425.0,2994233468.0
