trade_date,exchange_id,rzye,rzmre,rzche,rqye,rqmcl,rzrqye,rqyl
20211015,SSE,895814114221.0,33925573306.0,36834385465.0,101117724592.0,203783469.0,996931838813.0,8774160431.0
20211015,SZSE,793462041373.0,36367048890.0,38570583137.0,60702925740.0,104151864.0,854164967113.0,3463509839.0
20211018,SSE,901100271885.0,41038828992.0,35738993217.0,101018597121.0,193940880.0,1002118869006.0,8815899764.0
20211018,SZSE,795489016786.0,35607950474.0,34435853895.0,60941765166.0,97141164.0,856430781952.0,3475787448.0
20211019,SSE,902716530777.0,38149744526.0,36519859653.0,101979877014.0,233048482.0,1004696407791.0,8865935647.0
20211019,SZSE,797084517214.0,35687185817.0,34113160742.0,61646459680.0,97859529.0,858730976894.0,3478128118.0
20211020,SSE,905782630328.0,41278425865.0,38169553662.0,102318301335.0,202952676.0,1008100931663.0,8899072679.0
20211020,SZSE,798901843916.0,38843809562.0,37128526980.0,61336602065.0,99214065.0,860238445981.0,3482887840.0
20211021,SSE,906155333844.0,40350578074.0,39967312461.0,101855206036.0,210896836.0,1008010539880.0,8896570924.0
20211021,SZSE,798591031203.0,35251234154.0,35568524298.0,61047035464.0,98313514.0,859638066667.0,3471465765.0
20211022,SSE,903152283548.0,37616194601.0,40585144028.0,101302784274.0,193849281.0,1004455067822.0,8874439563.0
20211022,SZSE,795536548877.0,35944914891.0,38994822626.0,60984209776.0,104190990.0,856520758653.0,3475772223.0
20211025,SSE,905911108778.0,39970769027.0,37198908080.0,102003833773.0,223734747.0,1007914942551.0,8888564422.0
20211025,SZSE,799601563614.0,40059598952.0,36029408152.0,61266362466.0,103929043.0,860867926080.0,3467508083.0
20211026,SSE,908601388757.0,41992255878.0,39291817674.0,101528305116.0,249715837.0,1010129693873.0,8903806080.0
20211026,SZSE,799828210850.0,41286057501.0,41191382867.0,60576244731.0,111210152.0,860404455581.0,3453939367.0
20211027,SSE,910663397709.0,42423046786.0,40351827975.0,99452559483.0,207620657.0,1010115957192.0,8873074524.0
20211027,SZSE,798957348459.0,39226096810.0,40258458395.0,59471991934.0,117545712.0,858429340393.0,3454457152.0
20211028,SSE,906812813649.0,41100174730.0,44925650278.0,95344964238.0,203595181.0,1002157777887.0,8660369379.0
20211028,SZSE,793725305138.0,37774004861.0,43130586298.0,56079718201.0,90700870.0,849805023339.0,3301112004.0
