trade_date,exchange_id,rzye,rzmre,rzche,rqye,rqmcl,rzrqye,rqyl
20200803,SSE,725137948042.0,70046682051.0,60014814647.0,34424485120.0,316679138.0,759562433162.0,3563045769.0
20200803,SZSE,668974796262.0,78335237028.0,66234543804.0,20881508813.0,104462313.0,689856305075.0,1249002235.0
20200804,SSE,725683475209.0,70004717047.0,69450475501.0,35317571125.0,309137465.0,761001046334.0,3666750500.0
20200804,SZSE,672271196893.0,73574727542.0,70266542177.0,20362034602.0,100239694.0,692633231495.0,1236912607.0
20200805,SSE,732690221755.0,63615720413.0,56605584890.0,36604455998.0,297156705.0,769294677753.0,3736982532.0
20200805,SZSE,676065148980.0,63185638483.0,59373334704.0,20946644701.0,99622549.0,697011793681.0,1261818745.0
20200806,SSE,734608599055.0,68894152082.0,66965413407.0,37773301613.0,344923057.0,772381900668.0,3878355461.0
20200806,SZSE,678057641392.0,69068372560.0,67060089276.0,21598792594.0,109768123.0,699656433986.0,1295522813.0
20200807,SSE,729497666990.0,62547591107.0,67646949477.0,37939285889.0,296214374.0,767436952879.0,3928422375.0
20200807,SZSE,674124936134.0,63942930961.0,67854797600.0,22034550821.0,111095203.0,696159486955.0,1332555487.0
20200810,SSE,732624432487.0,63179003993.0,60085676286.0,39485819080.0,316805941.0,772110251567.0,4034724855.0
20200810,SZSE,675741994018.0,56186050871.0,54555061336.0,22152694111.0,90359205.0,697894688129.0,1319840954.0
20200811,SSE,729671717222.0,56655911478.0,59600936599.0,38831696496.0,295878548.0,768503413718.0,4061661240.0
20200811,SZSE,673192012136.0,52188787219.0,54714754247.0,21981846212.0,74406894.0,695173858348.0,1324930526.0
20200812,SSE,726584281714.0,48451850896.0,51529402198.0,38853247680.0,288869294.0,765437529394.0,4064823698.0
20200812,SZSE,672505816033.0,48559424816.0,49236777628.0,22316487662.0,93071113.0,694822303695.0,1341789185.0
20200813,SSE,726545298137.0,39514011152.0,39530821365.0,39748687723.0,260684847.0,766293985860.0,4141355835.0
20200813,SZSE,674050997434.0,40399723364.0,38846070467.0,22338653222.0,78043169.0,696389650656.0,1360608991.0
20200814,SSE,723080350545.0,37650488956.0,41111543957.0,39646308936.0,191773421.0,762726659481.0,4056482332.0
20200814,SZSE,670676882404.0,38431015457.0,41795898159.0,22492373001.0,63078002.0,693169255405.0,1333309730.0
