trade_date,exchange_id,rzye,rzmre,rzche,rqye,rqmcl,rzrqye,rqyl
20220413,SSE,823145306933.0,30299298345.0,32062494357.0,56661701951.0,382598666.0,879807008884.0,7210724031.0
20220413,SZSE,728299589928.0,23493382307.0,26900148040.0,30904652311.0,173863098.0,759204242239.0,2353014047.0
20220414,SSE,822208340708.0,32967755189.0,33900258686.0,57457842581.0,355662630.0,879666183289.0,7208223356.0
20220414,SZSE,728006353599.0,27929197373.0,28217109189.0,31508723482.0,192759019.0,759515077081.0,2375402558.0
20220415,SSE,818388672866.0,32955053953.0,36769514787.0,57487330858.0,384627074.0,875876003724.0,7278302397.0
20220415,SZSE,723018216333.0,26852680965.0,31832442553.0,31463830910.0,177192928.0,754482047243.0,2364207592.0
20220418,SSE,818459315143.0,29298053925.0,29220217722.0,56954126509.0,360024869.0,875413441652.0,7221477672.0
20220418,SZSE,722560771525.0,22980574561.0,23659967308.0,31608171974.0,177312093.0,754168943499.0,2374477844.0
20220419,SSE,818341922489.0,26410715343.0,26517112290.0,56474168583.0,367875691.0,874816091072.0,7201021558.0
20220419,SZSE,721731110196.0,22412637453.0,23472055739.0,31383439712.0,187555350.0,753114549908.0,2382921945.0
20220420,SSE,818724649829.0,28011197875.0,27621985081.0,55236348804.0,398817322.0,873960998633.0,7225566963.0
20220420,SZSE,720979435887.0,23666477089.0,24415882955.0,30801181708.0,191167538.0,751780617595.0,2413024107.0
20220421,SSE,814245491550.0,26506452438.0,30946497488.0,54094996612.0,450616388.0,868340488162.0,7264944537.0
20220421,SZSE,715383078729.0,22257590089.0,28003136597.0,30219673782.0,175905849.0,745602752511.0,2398125406.0
20220422,SSE,808088418338.0,21241215896.0,27389291552.0,53784978649.0,409538574.0,861873396987.0,7290233865.0
20220422,SZSE,708908721045.0,17780785220.0,24274033728.0,29990275368.0,216009668.0,738898996413.0,2434017902.0
20220425,SSE,798777756593.0,29535916782.0,38814147126.0,49807748287.0,483164799.0,848585504880.0,7252342872.0
20220425,SZSE,694667635735.0,22073274992.0,36249045505.0,27869363088.0,181472950.0,722536998823.0,2412649672.0
20220426,SSE,785342465926.0,24934800980.0,38329669176.0,48569515995.0,476240509.0,833911981921.0,7262577906.0
20220426,SZSE,680107515895.0,19831302430.0,34345941980.0,27406201013.0,269599487.0,707513716908.0,2490826841.0
