trade_date,exchange_id,rzye,rzmre,rzche,rqye,rqmcl,rzrqye,rqyl
20210303,SSE,812100512664.0,39984005981.0,39739874390.0,90678716817.0,250876757.0,902779229481.0,7580150558.0
20210303,SZSE,724041299251.0,33284016535.0,33571819574.0,56116147093.0,90613804.0,780157446344.0,2853219200.0
20210304,SSE,809064212364.0,44587579185.0,47590791381.0,88211554720.0,188622992.0,897275767084.0,7526193504.0
20210304,SZSE,723587101122.0,38511131538.0,38953884522.0,54171592532.0,93495070.0,777758693654.0,2863446453.0
20210305,SSE,806221304478.0,38603742759.0,41406242154.0,87709922023.0,203625497.0,893931226501.0,7453762584.0
20210305,SZSE,720034633718.0,33731496910.0,37275776400.0,54125489199.0,100797548.0,774160122917.0,2871607125.0
20210308,SSE,806617415006.0,43602898883.0,43186071340.0,85305228863.0,229051556.0,891922643869.0,7483357336.0
20210308,SZSE,718318389497.0,39824533373.0,41518820209.0,52991539406.0,109741478.0,771309928903.0,2915517063.0
20210309,SSE,802276032864.0,39315458528.0,43636040385.0,82881970525.0,227694716.0,885158003389.0,7348865006.0
20210309,SZSE,714461719161.0,36473836390.0,40320611792.0,51927550152.0,120951431.0,766389269313.0,2937902878.0
20210310,SSE,799146556678.0,28777814657.0,31897546234.0,83156918867.0,205701918.0,882303475545.0,7328338157.0
20210310,SZSE,710892372973.0,26569578226.0,30133267729.0,53011312621.0,126780682.0,763903685594.0,2993638765.0
20210311,SSE,800321367759.0,35137589573.0,33956076612.0,86576219122.0,245527204.0,886897586881.0,7393089908.0
20210311,SZSE,712172612213.0,32772360455.0,31538083162.0,54743052150.0,115655423.0,766915664363.0,3021934292.0
20210312,SSE,798267706264.0,35109661371.0,37152065207.0,87829914459.0,294149748.0,886097620723.0,7498087535.0
20210312,SZSE,709551845458.0,31022599949.0,33638372367.0,55421250277.0,115352071.0,764973095735.0,3059072462.0
20210315,SSE,800532718804.0,36875911204.0,34602895003.0,86432898617.0,225238543.0,886965617421.0,7484507948.0
20210315,SZSE,711078279606.0,32479211178.0,30945442530.0,54269464592.0,92982861.0,765347744198.0,3070977902.0
20210316,SSE,798752178835.0,30250377088.0,32015939056.0,86530061500.0,197217784.0,885282240335.0,7441348577.0
20210316,SZSE,711103769306.0,28697268021.0,28667660844.0,54649590542.0,91692837.0,765753359848.0,3069118792.0
