trade_date,exchange_id,rzye,rzmre,rzche,rqye,rqmcl,rzrqye,rqyl
20210331,SSE,797053733339.0,28198849972.0,26898532529.0,88007216933.0,292380473.0,885060950272.0,7498164752.0
20210331,SZSE,712667827791.0,25447661702.0,24547549972.0,57050071914.0,85363923.0,769717899705.0,3188790783.0
20210401,SSE,795949098021.0,27957193285.0,29052332350.0,88803355251.0,216616640.0,884752453272.0,7476144710.0
20210401,SZSE,711305254291.0,26780169441.0,28138961380.0,57971609490.0,93814254.0,769276863781.0,3199575808.0
20210402,SSE,794150731478.0,29811143961.0,31602231088.0,89630523651.0,227113143.0,883781255129.0,7493974245.0
20210402,SZSE,709928762734.0,31278781714.0,32685140290.0,58583750997.0,107564096.0,768512513731.0,3223374376.0
20210406,SSE,796954365915.0,28231697364.0,25422397698.0,89677613587.0,233615752.0,886631979502.0,7580367217.0
20210406,SZSE,713892681545.0,31447318798.0,27481045310.0,58511059656.0,75897778.0,772403741201.0,3235734127.0
20210407,SSE,799996518343.0,29228878414.0,26175564302.0,89809555464.0,235411090.0,889806073807.0,7635652295.0
20210407,SZSE,716465396128.0,32254201133.0,29676989790.0,58352131086.0,88874862.0,774817527214.0,3262728547.0
20210408,SSE,800340627444.0,31653267123.0,31283458042.0,90592526566.0,247634346.0,890933154010.0,7701196243.0
20210408,SZSE,716729202582.0,30693144466.0,30423622232.0,58916283968.0,78063332.0,775645486550.0,3284440955.0
20210409,SSE,799847556152.0,27075190407.0,27557216389.0,90402211447.0,200467970.0,890249767599.0,7691643191.0
20210409,SZSE,715000419011.0,27866716873.0,29729718576.0,58105624800.0,113271829.0,773106043811.0,3314715814.0
20210412,SSE,799161820983.0,28873800028.0,29547706657.0,89179217640.0,216936599.0,888341038623.0,7633163131.0
20210412,SZSE,714798462448.0,31462002243.0,31682550789.0,57100188154.0,94437589.0,771898650602.0,3333876377.0
20210413,SSE,796009150413.0,23061667437.0,26210836260.0,89179178184.0,201327453.0,885188328597.0,7643778326.0
20210413,SZSE,712633548787.0,26425725618.0,28605521319.0,57357451712.0,108711153.0,769991000499.0,3347008060.0
20210414,SSE,796769159448.0,24228232053.0,23460560661.0,89208925697.0,222807685.0,885978085145.0,7671085355.0
20210414,SZSE,713142717250.0,28187239684.0,27648016127.0,58217406201.0,96091390.0,771360123451.0,3332217492.0
