trade_date,exchange_id,rzye,rzmre,rzche,rqye,rqmcl,rzrqye,rqyl
20211126,SSE,904436858616.0,37193288982.0,38411669920.0,82756122106.0,176626664.0,987192980722.0,7755927342.0
20211126,SZSE,813360903497.0,43559036975.0,45882248640.0,48734386184.0,78247276.0,862095289681.0,2667405068.0
20211129,SSE,906873810702.0,41921659792.0,39475396823.0,82853907417.0,219058017.0,989727718119.0,7716317763.0
20211129,SZSE,813650957266.0,44155386817.0,43860011149.0,47804361969.0,74428497.0,861455319235.0,2595387692.0
20211130,SSE,908483085484.0,40994523589.0,39364855019.0,82042756602.0,216958336.0,990525842086.0,7670747313.0
20211130,SZSE,815470208244.0,47621967338.0,45796526524.0,46689146619.0,83265106.0,862159354863.0,2532246419.0
20211201,SSE,910308466514.0,38128286098.0,36293439777.0,81073668514.0,215337014.0,991382135028.0,7604603826.0
20211201,SZSE,816644320751.0,42957315487.0,41779511463.0,45195197333.0,80010420.0,861839518084.0,2416407895.0
20211202,SSE,908489878210.0,38409376235.0,40204034852.0,78118238432.0,222146964.0,986608116642.0,7424060581.0
20211202,SZSE,816488828537.0,42507154093.0,42694516129.0,42880511224.0,88901766.0,859369339761.0,2279746728.0
20211203,SSE,907443980718.0,41216130997.0,42269638724.0,78650822945.0,313523901.0,986094803663.0,7483428616.0
20211203,SZSE,815675732224.0,41216076775.0,42092525991.0,42401175982.0,96822332.0,858076908206.0,2226631332.0
20211206,SSE,907463353414.0,45490504601.0,45450269998.0,77826059128.0,274109768.0,985289412542.0,7541633270.0
20211206,SZSE,815100935357.0,44496666288.0,45825642269.0,41309208441.0,111032421.0,856410143798.0,2207457286.0
20211207,SSE,906117771051.0,43135827601.0,44463752128.0,77132981263.0,249054975.0,983250752314.0,7531357204.0
20211207,SZSE,813485711884.0,42218859931.0,43929236045.0,40619919853.0,78116462.0,854105631737.0,2167941711.0
20211208,SSE,907881320453.0,42276318790.0,40503775198.0,78143700115.0,248789101.0,986025020568.0,7568010727.0
20211208,SZSE,814352730424.0,40385666893.0,39549898975.0,41218685267.0,81139134.0,855571415691.0,2174595173.0
20211209,SSE,908880092802.0,49857018620.0,48842272750.0,78400671615.0,229122615.0,987280764417.0,7567207405.0
20211209,SZSE,813659665319.0,46791524036.0,47524175318.0,41388260977.0,73144631.0,855047926296.0,2149384654.0
