trade_date,exchange_id,rzye,rzmre,rzche,rqye,rqmcl,rzrqye,rqyl
20210908,SSE,916346887959.0,71760709336.0,65460029291.0,107164175566.0,274574331.0,1023511063525.0,8520802344.0
20210908,SZSE,814499285865.0,63968658797.0,59463294540.0,64756055171.0,130410696.0,879255341036.0,3472299539.0
20210909,SSE,922785428017.0,71655913658.0,65177002051.0,107211525130.0,297802445.0,1029996953147.0,8573933777.0
20210909,SZSE,816860213729.0,58795843222.0,56450246532.0,65018953435.0,127879796.0,881879167164.0,3486263321.0
20210910,SSE,923583113669.0,80842562738.0,80004889714.0,108416022741.0,308362893.0,1031999136410.0,8573759510.0
20210910,SZSE,817923388291.0,62580537347.0,61503108394.0,65441993690.0,113443627.0,883365381981.0,3469633290.0
20210913,SSE,930764129760.0,74688081068.0,67491827976.0,108239179285.0,298055524.0,1039003309045.0,8630741888.0
20210913,SZSE,821974054376.0,59593024160.0,55585007144.0,64986592492.0,106884588.0,886960646868.0,3453619086.0
20210914,SSE,931887499426.0,64458724366.0,63279129709.0,106757605514.0,251012665.0,1038645104940.0,8610372674.0
20210914,SZSE,822287386843.0,61236860591.0,60960455897.0,63976658188.0,135108265.0,886264045031.0,3451907762.0
20210915,SSE,933956191047.0,59579067963.0,57604272372.0,105045833373.0,191118285.0,1039002024420.0,8524306698.0
20210915,SZSE,824423028406.0,53638221566.0,51483650549.0,63311101705.0,129168526.0,887734130111.0,3452920875.0
20210916,SSE,928450655117.0,62812468076.0,68288547456.0,103023440954.0,259896297.0,1031474096071.0,8519943804.0
20210916,SZSE,819413477862.0,55081085876.0,60091258881.0,61351020983.0,115463649.0,880764498845.0,3426179614.0
20210917,SSE,918229550357.0,56799118824.0,66979181190.0,101569628292.0,308884909.0,1019799178649.0,8434497906.0
20210917,SZSE,811317363674.0,50025766108.0,58098387310.0,60773450272.0,115712621.0,872090813946.0,3366791741.0
20210922,SSE,922535888976.0,55066782639.0,50737928976.0,102145956992.0,232047759.0,1024681845968.0,8460713582.0
20210922,SZSE,814010108359.0,42930029266.0,40254993797.0,59863160955.0,100419899.0,873873269314.0,3362724026.0
20210923,SSE,926721903101.0,60521358820.0,56304725088.0,103357515443.0,304160389.0,1030079418544.0,8553340629.0
20210923,SZSE,814704207911.0,47329762754.0,46640989267.0,60804703672.0,141677309.0,875508911583.0,3411423041.0
