trade_date,exchange_id,rzye,rzmre,rzche,rqye,rqmcl,rzrqye,rqyl
20210825,SSE,895334183375.0,59483131832.0,57546078539.0,104461948415.0,297335095.0,999796131790.0,8367973218.0
20210825,SZSE,806761332063.0,51785048349.0,49674613558.0,63459177450.0,116756216.0,870220509513.0,3373764707.0
20210826,SSE,898406898219.0,64515650603.0,61411059738.0,102531436626.0,304988634.0,1000938334845.0,8406372915.0
20210826,SZSE,807435249105.0,54034604442.0,53337160554.0,62226969002.0,124193634.0,869662218107.0,3393854505.0
20210827,SSE,894912847257.0,57941035122.0,61285855764.0,103216094853.0,271881085.0,998128942110.0,8369892377.0
20210827,SZSE,806503004995.0,54503584507.0,55606673873.0,62424390923.0,118495027.0,868927395918.0,3399038704.0
20210830,SSE,899089666980.0,71793951316.0,67475295790.0,102812042868.0,245771889.0,1001901709848.0,8360167492.0
20210830,SZSE,809400566990.0,68283657785.0,65411480456.0,61769586016.0,130274342.0,871170153006.0,3401192423.0
20210831,SSE,899385982475.0,69614291662.0,69152746092.0,103419407592.0,333742485.0,1002805390067.0,8423755945.0
20210831,SZSE,807290503266.0,58045623625.0,60140801624.0,61474334155.0,106980059.0,868764837421.0,3399233734.0
20210901,SSE,901344977545.0,86597069009.0,84424325708.0,103663834893.0,297521935.0,1005008812438.0,8387209427.0
20210901,SZSE,806666364182.0,64558968331.0,65184704525.0,61851632238.0,127671666.0,868517996420.0,3401570786.0
20210902,SSE,902656833418.0,70371946215.0,68941042571.0,104774234814.0,313886617.0,1007431068232.0,8429825646.0
20210902,SZSE,808004766005.0,54920372422.0,53567243505.0,62463730237.0,136447582.0,870468496242.0,3435868460.0
20210903,SSE,900676269106.0,75719281139.0,77671639502.0,104758890713.0,296836888.0,1005435159819.0,8430280122.0
20210903,SZSE,803628016839.0,60293615058.0,64649238818.0,62420918244.0,126988918.0,866048935083.0,3444071601.0
20210906,SSE,906099410796.0,66674031592.0,61216708652.0,106286080856.0,319750891.0,1012385491652.0,8481850742.0
20210906,SZSE,806921449557.0,58704776946.0,55420116133.0,63880397657.0,139636098.0,870801847214.0,3458760009.0
20210907,SSE,910090394094.0,70057212943.0,66039651485.0,108236745391.0,348717096.0,1018327139485.0,8540317146.0
20210907,SZSE,810006867397.0,58586084723.0,55513788489.0,64887125553.0,137028282.0,874893992950.0,3475969629.0
