trade_date,exchange_id,rzye,rzmre,rzche,rqye,rqmcl,rzrqye,rqyl
20201020,SSE,732194798565.0,22064697825.0,21579802604.0,63102699867.0,198792980.0,795297498432.0,5743619627.0
20201020,SZSE,696214064289.0,31719058647.0,29480169765.0,36739939452.0,53225488.0,732954003741.0,2109678024.0
20201021,SSE,732558183793.0,24190070047.0,23781537839.0,64349459310.0,229270670.0,796907643103.0,5865226373.0
20201021,SZSE,694946694388.0,30155062474.0,31418586018.0,36980724465.0,65606533.0,731927418853.0,2128800781.0
20201022,SSE,733209692892.0,23277229042.0,22610140509.0,63333461385.0,159131283.0,796543154277.0,5810868587.0
20201022,SZSE,696054899713.0,30464052360.0,29348728393.0,36837802644.0,58423804.0,732892702357.0,2134418812.0
20201023,SSE,728885246959.0,24772322668.0,29067002280.0,62074847684.0,159273021.0,790960094643.0,5780770666.0
20201023,SZSE,690701610861.0,30278880601.0,35625900616.0,36285827034.0,61528093.0,726987437895.0,2121212525.0
20201026,SSE,728064512071.0,24138051819.0,24933812045.0,62038648862.0,170994230.0,790103160933.0,5777589612.0
20201026,SZSE,689043472133.0,26995030957.0,28645897039.0,36844038076.0,84689245.0,725887510209.0,2148956411.0
20201027,SSE,728401575575.0,19431592478.0,19068561101.0,62062133766.0,135122031.0,790463709341.0,5739265071.0
20201027,SZSE,688809152882.0,25687275832.0,25918683847.0,37202080348.0,65032952.0,726011233230.0,2148498618.0
20201028,SSE,729233081780.0,24666448336.0,23795785278.0,63104614686.0,179565537.0,792337696466.0,5768902174.0
20201028,SZSE,690710827462.0,34068734164.0,32162434916.0,38373879588.0,83518001.0,729084707050.0,2195452013.0
20201029,SSE,730205468600.0,27724508747.0,26717423178.0,64545398802.0,199401002.0,794750867402.0,5839567052.0
20201029,SZSE,692245847496.0,36423415662.0,35097192878.0,39060038712.0,72043794.0,731305886208.0,2216394044.0
20201030,SSE,726579583483.0,30622827539.0,34233071646.0,64665330733.0,210974656.0,791244914216.0,5911183017.0
20201030,SZSE,688296695403.0,38360274989.0,42295705467.0,39001431517.0,92107581.0,727298126920.0,2254050282.0
20201102,SSE,726761818581.0,29579707654.0,29355885200.0,65117582278.0,154716405.0,791879400859.0,5932690294.0
20201102,SZSE,689595647096.0,34940369635.0,33632368691.0,40270914286.0,80672853.0,729866561382.0,2282654276.0
