trade_date,exchange_id,rzye,rzmre,rzche,rqye,rqmcl,rzrqye,rqyl
20200928,SSE,728325003590.0,17978559789.0,20406937589.0,55233077687.0,197549089.0,783558081277.0,5306110930.0
20200928,SZSE,680781334136.0,20599088054.0,23622390364.0,30167070731.0,79921225.0,710948404867.0,1853128612.0
20200929,SSE,726928420180.0,19341548887.0,20722851776.0,54931049944.0,159305930.0,781859470124.0,5197381561.0
20200929,SZSE,678402913347.0,22576422761.0,24948361562.0,30172790391.0,67002858.0,708575703738.0,1828323458.0
20200930,SSE,718773947637.0,16674985182.0,24791785747.0,53929546016.0,196923906.0,772703493653.0,5141204785.0
20200930,SZSE,669972711261.0,20947481696.0,29362610159.0,29671129965.0,75887081.0,699643841226.0,1811315275.0
20201009,SSE,722623954673.0,26951364149.0,22952417326.0,55633049538.0,145122064.0,778257004211.0,5202217824.0
20201009,SZSE,676859712164.0,37524556224.0,30627409630.0,30442963830.0,52302363.0,707302675994.0,1806189787.0
20201012,SSE,726418414800.0,38579671714.0,34697782053.0,59129953563.0,262749295.0,785548368363.0,5336988893.0
20201012,SZSE,684956746643.0,54457420188.0,46347047124.0,31881458400.0,69662263.0,716838205043.0,1835356387.0
20201013,SSE,729474250695.0,32646696187.0,29571585522.0,60173891097.0,318845668.0,789648141792.0,5499055837.0
20201013,SZSE,690596200678.0,46000954160.0,40344686622.0,33336484323.0,101708780.0,723932685001.0,1894124493.0
20201014,SSE,731954188699.0,28756960217.0,26260540760.0,60819379583.0,249273686.0,792773568282.0,5587155934.0
20201014,SZSE,694870454055.0,40035929643.0,35752303995.0,33816751033.0,114036354.0,728687205088.0,1969956589.0
20201015,SSE,731454593803.0,26432417334.0,26921052189.0,60972229982.0,207847977.0,792426823785.0,5581038003.0
20201015,SZSE,696474179773.0,36655385268.0,35088861092.0,35649504841.0,107272570.0,732123684614.0,2026069796.0
20201016,SSE,730157187663.0,24408716429.0,25680822770.0,61570839515.0,194965095.0,791728027178.0,5596004600.0
20201016,SZSE,693689802135.0,30615358212.0,33463576346.0,35822387247.0,96156681.0,729512189382.0,2064753454.0
20201019,SSE,731751610228.0,29754413853.0,28149952975.0,62233207156.0,234477597.0,793984817384.0,5693447096.0
20201019,SZSE,693951721665.0,31808472992.0,33673356486.0,35935255794.0,85038120.0,729886977459.0,2096255631.0
