date,time,open,high,low,close,volume,amount,settelementPrice,openInterest,preClose,suspendFlag,datetime
20240102,1704124800000,9.920000000000002,10.16,9.870000000000001,10.110000000000001,26572,26754826.000000004,0.0,15,9.920000000000002,0,2024-01-01 16:00:00
20240103,1704211200000,10.01,10.14,10.0,10.1,26023,26187526.000000004,0.0,15,10.11,0,2024-01-02 16:00:00
20240104,1704297600000,10.020000000000001,10.100000000000001,9.89,10.0,25126,25084416.000000004,0.0,15,10.100000000000001,0,2024-01-03 16:00:00
20240105,1704384000000,9.91,10.09,9.78,9.85,27516,27354806.000000004,0.0,15,10.0,0,2024-01-04 16:00:00
20240108,1704643200000,9.910000000000002,9.920000000000002,9.700000000000001,9.74,18635,18254961.999999996,0.0,15,9.850000000000001,0,2024-01-07 16:00:00
20240109,1704729600000,9.750000000000002,9.96,9.700000000000001,9.88,26375,26002794.0,0.0,15,9.74,0,2024-01-08 16:00:00
20240110,1704816000000,9.870000000000001,10.010000000000002,9.700000000000001,9.72,30516,29963083.000000004,0.0,15,9.88,0,2024-01-09 16:00:00
20240111,1704902400000,9.73,9.82,9.6,9.7,29053,28172423.000000004,0.0,15,9.719999999999999,0,2024-01-10 16:00:00
20240112,1704988800000,9.69,9.93,9.66,9.72,19867,19492524.0,0.0,15,9.7,0,2024-01-11 16:00:00
20240115,1705248000000,9.72,9.850000000000001,9.71,9.780000000000001,23623,23113094.000000004,0.0,15,9.72,0,2024-01-14 16:00:00
20240116,1705334400000,9.72,9.860000000000001,9.620000000000001,9.780000000000001,15635,15194340.0,0.0,15,9.780000000000001,0,2024-01-15 16:00:00
20240117,1705420800000,9.68,9.79,9.52,9.53,17985,17349207.0,0.0,15,9.78,0,2024-01-16 16:00:00
20240118,1705507200000,9.51,9.55,9.08,9.3,26475,24570034.0,0.0,15,9.53,0,2024-01-17 16:00:00
20240119,1705593600000,9.32,9.459999999999999,9.19,9.209999999999999,20387,18955529.0,0.0,15,9.299999999999999,0,2024-01-18 16:00:00
20240122,1705852800000,9.23,9.29,8.52,8.62,33291,29623095.0,0.0,15,9.209999999999999,0,2024-01-21 16:00:00
20240123,1705939200000,8.63,8.680000000000001,8.21,8.39,41315,34556808.00000001,0.0,15,8.620000000000001,0,2024-01-22 16:00:00
20240124,1706025600000,8.39,8.58,7.95,8.38,44635,36956935.00000001,0.0,15,8.39,0,2024-01-23 16:00:00
