date,time,open,high,low,close,volume,amount,settelementPrice,openInterest,preClose,suspendFlag,datetime
20220104,1641225600000,3.98,4.0600000000000005,3.97,4.04,254832,102764108.00000001,0.0,15,3.97,0,2022-01-03 16:00:00
20220105,1641312000000,4.050000000000001,4.430000000000001,4.0200000000000005,4.180000000000001,923561,392943688.0,0.0,15,4.04,0,2022-01-04 16:00:00
20220106,1641398400000,4.140000000000001,4.300000000000001,4.11,4.220000000000001,558410,236234878.00000003,0.0,15,4.180000000000001,0,2022-01-05 16:00:00
20220107,1641484800000,4.22,4.3,4.17,4.21,371114,157040272.99999997,0.0,15,4.22,0,2022-01-06 16:00:00
20220110,1641744000000,4.22,4.27,4.17,4.2,232233,97623829.0,0.0,15,4.21,0,2022-01-09 16:00:00
20220111,1641830400000,4.1899999999999995,4.2299999999999995,4.14,4.199999999999999,222000,93014394.0,0.0,15,4.199999999999999,0,2022-01-10 16:00:00
20220112,1641916800000,4.17,4.22,4.12,4.15,206346,85640162.0,0.0,15,4.2,0,2022-01-11 16:00:00
20220113,1642003200000,4.14,4.18,4.12,4.14,138849,57551882.0,0.0,15,4.15,0,2022-01-12 16:00:00
20220114,1642089600000,4.12,4.14,4.05,4.069999999999999,237605,96731861.00000001,0.0,15,4.14,0,2022-01-13 16:00:00
20220117,1642348800000,4.0600000000000005,4.090000000000001,4.0200000000000005,4.0600000000000005,153194,61929580.00000001,0.0,15,4.07,0,2022-01-16 16:00:00
20220118,1642435200000,4.05,4.09,4.04,4.09,170497,69352268.0,0.0,15,4.06,0,2022-01-17 16:00:00
20220119,1642521600000,4.06,4.1,4.05,4.08,122696,50006440.0,0.0,15,4.09,0,2022-01-18 16:00:00
20220120,1642608000000,4.07,4.12,4.0600000000000005,4.07,141966,58084960.00000001,0.0,15,4.08,0,2022-01-19 16:00:00
20220121,1642694400000,4.06,4.08,4.0,4.02,170027,68516574.0,0.0,15,4.07,0,2022-01-20 16:00:00
20220124,1642953600000,4.02,4.06,4.01,4.04,120217,48586887.00000001,0.0,15,4.02,0,2022-01-23 16:00:00
20220125,1643040000000,4.0200000000000005,4.04,3.93,3.93,152384,60547838.99999999,0.0,15,4.04,0,2022-01-24 16:00:00
20220126,1643126400000,3.92,3.98,3.92,3.96,123442,48676949.0,0.0,15,3.9299999999999997,0,2022-01-25 16:00:00
20220127,1643212800000,3.96,3.97,3.91,3.92,90487,35643011.0,0.0,15,3.96,0,2022-01-26 16:00:00
20220128,1643299200000,3.9299999999999997,3.9699999999999998,3.9,3.9499999999999997,111456,43905785.0,0.0,15,3.92,0,2022-01-27 16:00:00
20220207,1644163200000,3.99,4.07,3.97,4.05,165925,66886943.0,0.0,15,3.95,0,2022-02-06 16:00:00
20220208,1644249600000,4.06,4.17,4.05,4.1499999999999995,323799,133750323.0,0.0,15,4.05,0,2022-02-07 16:00:00
20220209,1644336000000,4.16,4.19,4.11,4.140000000000001,227677,94376699.0,0.0,15,4.15,0,2022-02-08 16:00:00
20220210,1644422400000,4.14,4.19,4.12,4.18,190507,79406565.0,0.0,15,4.14,0,2022-02-09 16:00:00
20220211,1644508800000,4.1899999999999995,4.21,4.1,4.14,204741,84920107.00000001,0.0,15,4.18,0,2022-02-10 16:00:00
20220214,1644768000000,4.13,4.13,4.05,4.069999999999999,161475,65795536.0,0.0,15,4.14,0,2022-02-13 16:00:00
20220215,1644854400000,4.08,4.09,4.03,4.04,98774,40019137.0,0.0,15,4.07,0,2022-02-14 16:00:00
20220216,1644940800000,4.04,4.1,4.04,4.1,124460,50894403.0,0.0,15,4.04,0,2022-02-15 16:00:00
20220217,1645027200000,4.1000000000000005,4.11,4.0600000000000005,4.07,109713,44775311.00000001,0.0,15,4.1000000000000005,0,2022-02-16 16:00:00
20220218,1645113600000,4.05,4.13,4.03,4.13,146472,59848561.0,0.0,15,4.07,0,2022-02-17 16:00:00
20220221,1645372800000,4.14,4.14,4.09,4.13,122545,50526325.0,0.0,15,4.13,0,2022-02-20 16:00:00
20220222,1645459200000,4.13,4.13,4.04,4.06,138823,56658538.0,0.0,15,4.13,0,2022-02-21 16:00:00
20220223,1645545600000,4.06,4.08,4.04,4.05,158047,64068721.0,0.0,15,4.06,0,2022-02-22 16:00:00
20220224,1645632000000,4.05,4.05,3.93,3.96,234954,93743711.0,0.0,15,4.05,0,2022-02-23 16:00:00
20220225,1645718400000,4.0,4.08,3.99,4.04,225802,91113093.0,0.0,15,3.9600000000000004,0,2022-02-24 16:00:00
20220228,1645977600000,4.08,4.25,4.08,4.19,673945,282321131.0,0.0,15,4.04,0,2022-02-27 16:00:00
20220301,1646064000000,4.1899999999999995,4.1899999999999995,4.09,4.1499999999999995,416565,172190514.99999997,0.0,15,4.1899999999999995,0,2022-02-28 16:00:00
20220302,1646150400000,4.119999999999999,4.279999999999999,4.1,4.239999999999999,498784,209654466.0,0.0,15,4.1499999999999995,0,2022-03-01 16:00:00
20220303,1646236800000,4.29,4.6499999999999995,4.26,4.54,1526909,683091564.0,0.0,15,4.24,0,2022-03-02 16:00:00
20220304,1646323200000,4.460000000000001,4.470000000000001,4.23,4.300000000000001,1046999,452455280.0,0.0,15,4.54,0,2022-03-03 16:00:00
20220307,1646582400000,4.2299999999999995,4.3,4.14,4.159999999999999,527120,221690411.0,0.0,15,4.3,0,2022-03-06 16:00:00
20220308,1646668800000,4.16,4.18,4.0,4.02,461154,187179603.0,0.0,15,4.16,0,2022-03-07 16:00:00
20220309,1646755200000,4.0200000000000005,4.07,3.83,4.01,401719,160108129.00000003,0.0,15,4.0200000000000005,0,2022-03-08 16:00:00
20220310,1646841600000,4.08,4.09,4.01,4.01,249669,100771978.0,0.0,15,4.01,0,2022-03-09 16:00:00
20220311,1646928000000,4.0,4.0600000000000005,3.91,4.0600000000000005,327853,131091681.00000001,0.0,15,4.01,0,2022-03-10 16:00:00
20220314,1647187200000,4.05,4.09,3.97,3.97,220747,89003166.0,0.0,15,4.0600000000000005,0,2022-03-13 16:00:00
20220315,1647273600000,3.92,3.93,3.75,3.75,357401,137428665.0,0.0,15,3.97,0,2022-03-14 16:00:00
20220316,1647360000000,3.8000000000000003,3.8600000000000003,3.7,3.85,227013,86130298.0,0.0,15,3.75,0,2022-03-15 16:00:00
20220317,1647446400000,3.89,3.92,3.85,3.86,160899,62325284.0,0.0,15,3.85,0,2022-03-16 16:00:00
20220318,1647532800000,3.86,3.95,3.83,3.93,177254,69303002.0,0.0,15,3.86,0,2022-03-17 16:00:00
20220321,1647792000000,3.9299999999999997,3.96,3.88,3.92,122725,48085338.0,0.0,15,3.9299999999999997,0,2022-03-20 16:00:00
20220322,1647878400000,3.92,3.96,3.89,3.94,127265,49932361.0,0.0,15,3.92,0,2022-03-21 16:00:00
20220323,1647964800000,3.96,3.96,3.9,3.92,89367,35001326.00000001,0.0,15,3.94,0,2022-03-22 16:00:00
20220324,1648051200000,3.9499999999999997,3.9499999999999997,3.88,3.8899999999999997,140465,54956581.0,0.0,15,3.92,0,2022-03-23 16:00:00
20220325,1648137600000,3.88,3.92,3.85,3.87,102208,39660988.0,0.0,15,3.89,0,2022-03-24 16:00:00
20220328,1648396800000,3.87,3.89,3.8000000000000003,3.89,109638,42210412.00000001,0.0,15,3.87,0,2022-03-27 16:00:00
20220329,1648483200000,3.88,3.94,3.87,3.9,101771,39659040.0,0.0,15,3.89,0,2022-03-28 16:00:00
20220330,1648569600000,3.9,3.9299999999999997,3.88,3.92,115078,44927985.0,0.0,15,3.9,0,2022-03-29 16:00:00
20220331,1648656000000,3.92,3.95,3.89,3.93,148595,58420756.0,0.0,15,3.92,0,2022-03-30 16:00:00
20220401,1648742400000,3.9299999999999997,4.2,3.92,4.12,639093,262978265.00000003,0.0,15,3.9299999999999997,0,2022-03-31 16:00:00
20220406,1649174400000,4.140000000000001,4.29,4.11,4.16,600323,251004432.00000003,0.0,15,4.12,0,2022-04-05 16:00:00
20220407,1649260800000,4.14,4.22,4.08,4.1,372126,153728107.0,0.0,15,4.16,0,2022-04-06 16:00:00
20220408,1649347200000,4.11,4.15,4.04,4.14,241047,98779736.00000001,0.0,15,4.1,0,2022-04-07 16:00:00
20220411,1649606400000,4.13,4.2,4.08,4.1,357887,148140709.0,0.0,15,4.14,0,2022-04-10 16:00:00
20220412,1649692800000,4.09,4.35,4.04,4.29,840559,354366852.0,0.0,15,4.1,0,2022-04-11 16:00:00
20220413,1649779200000,4.22,4.29,4.12,4.17,544944,228282141.00000003,0.0,15,4.29,0,2022-04-12 16:00:00
20220414,1649865600000,4.17,4.1899999999999995,4.13,4.18,266486,110999591.0,0.0,15,4.17,0,2022-04-13 16:00:00
20220415,1649952000000,4.15,4.17,4.07,4.08,244945,100737894.0,0.0,15,4.180000000000001,0,2022-04-14 16:00:00
20220418,1650211200000,4.0600000000000005,4.1000000000000005,4.0200000000000005,4.0600000000000005,150244,60968215.00000001,0.0,15,4.08,0,2022-04-17 16:00:00
20220419,1650297600000,4.06,4.1499999999999995,4.05,4.13,226890,93080553.0,0.0,15,4.06,0,2022-04-18 16:00:00
20220420,1650384000000,4.15,4.15,4.0600000000000005,4.07,191338,78448630.0,0.0,15,4.130000000000001,0,2022-04-19 16:00:00
20220421,1650470400000,4.0600000000000005,4.07,3.93,3.94,230852,92281035.0,0.0,15,4.07,0,2022-04-20 16:00:00
20220422,1650556800000,3.9099999999999997,4.04,3.88,4.01,202250,80702013.0,0.0,15,3.94,0,2022-04-21 16:00:00
20220425,1650816000000,3.97,3.98,3.83,3.83,286910,112038914.0,0.0,15,4.01,0,2022-04-24 16:00:00
20220426,1650902400000,3.83,3.9,3.75,3.78,226791,86679760.99999999,0.0,15,3.83,0,2022-04-25 16:00:00
20220427,1650988800000,3.7399999999999998,3.88,3.69,3.88,210283,79919741.0,0.0,15,3.78,0,2022-04-26 16:00:00
20220428,1651075200000,3.9000000000000004,3.9200000000000004,3.8000000000000003,3.8600000000000003,177769,68699521.0,0.0,15,3.8800000000000003,0,2022-04-27 16:00:00
20220429,1651161600000,3.87,3.93,3.83,3.91,219091,85130222.0,0.0,15,3.86,0,2022-04-28 16:00:00
20220505,1651680000000,3.9299999999999997,3.94,3.88,3.9299999999999997,221172,86478458.00000001,0.0,15,3.9099999999999997,0,2022-05-04 16:00:00
20220506,1651766400000,3.8800000000000003,3.89,3.8000000000000003,3.83,149359,57367787.99999999,0.0,15,3.93,0,2022-05-05 16:00:00
20220509,1652025600000,3.81,3.8600000000000003,3.8000000000000003,3.8400000000000003,93124,35701561.0,0.0,15,3.83,0,2022-05-08 16:00:00
20220510,1652112000000,3.8,3.89,3.77,3.88,152040,58309396.00000001,0.0,15,3.84,0,2022-05-09 16:00:00
20220511,1652198400000,3.8899999999999997,3.9299999999999997,3.88,3.8899999999999997,178615,69737197.0,0.0,15,3.88,0,2022-05-10 16:00:00
20220512,1652284800000,3.89,3.92,3.87,3.9,105349,40969815.0,0.0,15,3.89,0,2022-05-11 16:00:00
