ts_code,name,market,publisher,category,base_date,base_point,list_date
h00108.SH,380消费全收益,SSE,中证指数有限公司,一级行业指数,20031231,1000.0,20110613
h00109.SH,380医药全收益,SSE,中证指数有限公司,一级行业指数,20031231,1000.0,20110613
h00110.SH,380金融全收益,SSE,中证指数有限公司,一级行业指数,20031231,1000.0,20110613
h00111.SH,380信息全收益,SSE,中证指数有限公司,一级行业指数,20031231,1000.0,20110613
h00112.SH,380电信全收益,SSE,中证指数有限公司,一级行业指数,20031231,1000.0,20110613
h00113.SH,380公用全收益,SSE,中证指数有限公司,一级行业指数,20031231,1000.0,20110613
h00114.SH,持续产业全收益,SSE,中证指数有限公司,主题指数,20110630,1000.0,20110822
h00115.SH,380等权全收益,SSE,中证指数有限公司,策略指数,20031231,1000.0,20110812
h00117.SH,380成长全收益,SSE,中证指数有限公司,风格指数,20031231,1000.0,20111018
h00118.SH,380价值全收益,SSE,中证指数有限公司,风格指数,20031231,1000.0,20111018
h00119.SH,380R成长全收益,SSE,中证指数有限公司,风格指数,20031231,1000.0,20111018
h00120.SH,380R价值全收益,SSE,中证指数有限公司,风格指数,20031231,1000.0,20111018
h00121.SH,医药主题全收益,SSE,中证指数有限公司,主题指数,20031231,1000.0,20111018
h00122.SH,农业主题全收益,SSE,中证指数有限公司,主题指数,20110630,1000.0,20111018
h00123.SH,上证180动态全收益,SSE,中证指数有限公司,策略指数,20020628,3299.06,20130208
h00125.SH,上证180稳定全收益,SSE,中证指数有限公司,策略指数,20020628,3299.06,20130208
h00126.SH,消费50全收益,SSE,中证指数有限公司,主题指数,20041231,1000.0,20111209
h00128.SH,380基本全收益,SSE,中证指数有限公司,策略指数,20031231,1000.0,20120109
h00129.SH,180波动全收益,SSE,中证指数有限公司,策略指数,20020628,3299.06,20120109
h00130.SH,380波动全收益,SSE,中证指数有限公司,策略指数,20031231,1000.0,20120109
h00131.SH,上证高新全收益,SSE,中证指数有限公司,主题指数,20110630,1000.0,20120210
h00132.SH,上证100全收益,SSE,中证指数有限公司,规模指数,20031231,1000.0,20120420
h00133.SH,上证150全收益,SSE,中证指数有限公司,规模指数,20031231,1000.0,20120420
h00134.SH,上证银行全收益,SSE,中证指数有限公司,主题指数,20071231,1000.0,20120529
h00135.SH,上证180高贝塔全收益,SSE,中证指数有限公司,策略指数,20020628,3299.06,20120806
h00136.SH,上证180低贝塔全收益,SSE,中证指数有限公司,策略指数,20020628,3299.06,20120806
h00137.SH,上证380高贝塔全收益,SSE,中证指数有限公司,策略指数,20031231,1000.0,20120806
h00138.SH,上证380低贝塔全收益,SSE,中证指数有限公司,策略指数,20031231,1000.0,20120806
h00141.SH,上证380动态全收益,SSE,中证指数有限公司,策略指数,20031231,1000.0,20130208
h00142.SH,上证380稳定全收益,SSE,中证指数有限公司,策略指数,20031231,1000.0,20130208
h00145.SH,优势资源全收益,SSE,中证指数有限公司,主题指数,20031231,1000.0,20120529
h00146.SH,优势制造全收益,SSE,中证指数有限公司,主题指数,20031231,1000.0,20120529
h00147.SH,优势消费全收益,SSE,中证指数有限公司,主题指数,20031231,1000.0,20120529
h00148.SH,消费领先全收益,SSE,中证指数有限公司,主题指数,20041231,1000.0,20120529
h00149.SH,上证180红利全收益,SSE,中证指数有限公司,策略指数,20041231,1000.0,20120720
h00150.SH,上证380红利全收益,SSE,中证指数有限公司,策略指数,20041231,1000.0,20120720
h00151.SH,上证国企红利全收益,SSE,中证指数有限公司,策略指数,20090630,1000.0,20120720
h00152.SH,上证央企红利全收益,SSE,中证指数有限公司,策略指数,20081231,1000.0,20120720
h00153.SH,上证民企红利全收益,SSE,中证指数有限公司,策略指数,20090630,1000.0,20120720
h00155.SH,上证市值百强全收益,SSE,中证指数有限公司,规模指数,20031231,1000.0,20120720
h00158.SH,上证环保全收益,SSE,中证指数有限公司,主题指数,20111230,1000.0,20120925
h00159.SH,沪股通全收益,SSE,中证指数有限公司,主题指数,20031231,1000.0,20141117
h00160.SH,沪新丝路全收益,SSE,中证指数有限公司,主题指数,20121231,1000.0,20150624
h00161.SH,沪中国造全收益,SSE,中证指数有限公司,主题指数,20120629,1000.0,20151029
h00162.SH,沪互联+全收益,SSE,中证指数有限公司,主题指数,20120629,1000.0,20151029
h00852.SH,中证1000全收益,SSE,中证指数有限公司,规模指数,20041231,1000.0,20141017
h00855.SH,央视500全收益,SSE,中证指数有限公司,主题指数,20091231,1000.0,20141103
h00976.SH,新华金牛全收益(退市),SSE,中证指数有限公司,主题指数,20041231,1000.0,20140218
h40001.SH,180能源全收益,SSE,中证指数有限公司,一级行业指数,20031231,1000.0,20120629
h40002.SH,180材料全收益,SSE,中证指数有限公司,一级行业指数,20031231,1000.0,20120629
h40003.SH,180工业全收益,SSE,中证指数有限公司,一级行业指数,20031231,1000.0,20120629
h40004.SH,180可选全收益,SSE,中证指数有限公司,一级行业指数,20031231,1000.0,20120629
h40005.SH,180消费全收益,SSE,中证指数有限公司,一级行业指数,20031231,1000.0,20120629
h40006.SH,180医药全收益,SSE,中证指数有限公司,一级行业指数,20031231,1000.0,20120629
h40007.SH,180金地全收益,SSE,中证指数有限公司,主题指数,20031231,1000.0,20120629
h40008.SH,180信息全收益,SSE,中证指数有限公司,一级行业指数,20031231,1000.0,20120629
h40009.SH,180电信全收益,SSE,中证指数有限公司,一级行业指数,20031231,1000.0,20120629
h40010.SH,180公用全收益,SSE,中证指数有限公司,一级行业指数,20031231,1000.0,20120629
h40011.SH,沪环渤海全收益,SSE,中证指数有限公司,主题指数,20031231,1000.0,20120927
h40012.SH,沪长三角全收益,SSE,中证指数有限公司,主题指数,20031231,1000.0,20120927
h40013.SH,沪珠三角全收益,SSE,中证指数有限公司,主题指数,20031231,1000.0,20120927
h40014.SH,沪中部全收益,SSE,中证指数有限公司,主题指数,20031231,1000.0,20120927
h40015.SH,沪西部全收益,SSE,中证指数有限公司,主题指数,20031231,1000.0,20120927
h40016.SH,沪东北全收益,SSE,中证指数有限公司,主题指数,20031231,1000.0,20120927
h40017.SH,沪信息业全收益,SSE,中证指数有限公司,主题指数,20051230,1000.0,20121220
h40018.SH,上证文化全收益,SSE,中证指数有限公司,主题指数,20120629,1000.0,20130326
h40019.SH,上红回报全收益,SSE,中证指数有限公司,主题指数,20051230,1000.0,20130327
h40020.SH,上红潜力全收益,SSE,中证指数有限公司,主题指数,20051230,1000.0,20130702
h40021.SH,沪能源红全收益,SSE,中证指数有限公司,策略指数,20051230,1000.0,20130702
h40022.SH,沪材料红全收益,SSE,中证指数有限公司,策略指数,20051230,1000.0,20130702
h40023.SH,沪工业红全收益,SSE,中证指数有限公司,策略指数,20051230,1000.0,20130702
h40024.SH,沪可选红全收益,SSE,中证指数有限公司,策略指数,20051230,1000.0,20130702
h40025.SH,沪消费红全收益,SSE,中证指数有限公司,策略指数,20051230,1000.0,20130702
h40026.SH,沪医药红全收益,SSE,中证指数有限公司,策略指数,20051230,1000.0,20130702
h40027.SH,沪金融红全收益,SSE,中证指数有限公司,策略指数,20051230,1000.0,20130702
h40028.SH,沪信息红全收益,SSE,中证指数有限公司,策略指数,20051230,1000.0,20130702
h40029.SH,沪电信红全收益,SSE,中证指数有限公司,策略指数,20051230,1000.0,20130702
h40030.SH,沪公用红全收益,SSE,中证指数有限公司,策略指数,20051230,1000.0,20130702
h40031.SH,沪绿色城全收益,SSE,中证指数有限公司,主题指数,20120629,1000.0,20130826
h40032.SH,沪城交通全收益,SSE,中证指数有限公司,主题指数,20120629,1000.0,20130826
h40033.SH,沪城消费全收益,SSE,中证指数有限公司,主题指数,20120629,1000.0,20130826
h40034.SH,沪城基建全收益,SSE,中证指数有限公司,主题指数,20120629,1000.0,20130826
h40035.SH,沪智交通全收益,SSE,中证指数有限公司,主题指数,20120629,1000.0,20130826
h40037.SH,上证城镇全收益,SSE,中证指数有限公司,主题指数,20120629,1000.0,20130826
h40038.SH,沪智慧城全收益,SSE,中证指数有限公司,主题指数,20120629,1000.0,20130826
h40085.SH,沪物联网全收益,SSE,中证指数有限公司,主题指数,20120629,1000.0,20151029
h40086.SH,沪自贸区全收益,SSE,中证指数有限公司,主题指数,20131231,1000.0,20151127
h40087.SH,上证海洋全收益,SSE,中证指数有限公司,主题指数,20091231,1000.0,20151127
h40088.SH,沪轻资产全收益,SSE,中证指数有限公司,主题指数,20041231,1000.0,20151127
h40089.SH,上证电子全收益,SSE,中证指数有限公司,主题指数,20041231,1000.0,20151127
h40090.SH,上证50优选全收益,SSE,中证指数有限公司,策略指数,20041231,1000.0,20151210
h40091.SH,上证50优选(HKD)全收益,SSE,中证指数有限公司,策略指数,20041231,1000.0,20151210
h40092.SH,上证180优选全收益,SSE,中证指数有限公司,策略指数,20041231,1000.0,20151210
h40093.SH,上证180优选(HKD)全收益,SSE,中证指数有限公司,策略指数,20041231,1000.0,20151210
h40097.SH,沪供给侧全收益,SSE,中证指数有限公司,主题指数,20131231,1000.0,20160624
h40098.SH,180SNLV全收益,SSE,中证指数有限公司,策略指数,20041231,1000.0,20160624
h40099.SH,380SNLV全收益,SSE,中证指数有限公司,策略指数,20041231,1000.0,20160624
h40100.SH,上高股息全收益,SSE,中证指数有限公司,策略指数,20041231,1000.0,20160712
h40101.SH,沪智能造全收益,SSE,中证指数有限公司,主题指数,20120629,1000.0,20160720
h40105.SH,上证证券全收益,SSE,中证指数有限公司,行业指数,20121231,1000.0,20161018
h40106.SH,上证创新全收益,SSE,中证指数有限公司,主题指数,20121231,1000.0,20161019
h40107.SH,380创新全收益,SSE,中证指数有限公司,主题指数,20121231,1000.0,20161019
h50001.SH,180能源,SSE,中证指数有限公司,一级行业指数,20031231,1000.0,20120629
h50002.SH,180材料,SSE,中证指数有限公司,一级行业指数,20031231,1000.0,20120629
h50003.SH,180工业,SSE,中证指数有限公司,一级行业指数,20031231,1000.0,20120629
h50004.SH,180可选,SSE,中证指数有限公司,一级行业指数,20031231,1000.0,20120629
h50005.SH,180消费,SSE,中证指数有限公司,一级行业指数,20031231,1000.0,20120629
h50006.SH,180医药,SSE,中证指数有限公司,一级行业指数,20031231,1000.0,20120629
h50007.SH,180金融地产,SSE,中证指数有限公司,主题指数,20031231,1000.0,20120629
h50008.SH,180信息,SSE,中证指数有限公司,一级行业指数,20031231,1000.0,20120629
h50009.SH,上证180通信,SSE,中证指数有限公司,一级行业指数,20031231,1000.0,20120629
h50010.SH,180公用,SSE,中证指数有限公司,一级行业指数,20031231,1000.0,20120629
h50011.SH,沪环渤海,SSE,中证指数有限公司,主题指数,20031231,1000.0,20120927
h50012.SH,沪长三角,SSE,中证指数有限公司,主题指数,20031231,1000.0,20120927
h50013.SH,沪珠三角,SSE,中证指数有限公司,主题指数,20031231,1000.0,20120927
h50014.SH,沪中部,SSE,中证指数有限公司,主题指数,20031231,1000.0,20120927
h50015.SH,沪西部,SSE,中证指数有限公司,主题指数,20031231,1000.0,20120927
h50016.SH,沪东北,SSE,中证指数有限公司,主题指数,20031231,1000.0,20120927
h50017.SH,沪信息业,SSE,中证指数有限公司,主题指数,20051230,1000.0,20121220
h50018.SH,上证文化,SSE,中证指数有限公司,主题指数,20120629,1000.0,20130326
h50019.SH,上红回报,SSE,中证指数有限公司,主题指数,20051230,1000.0,20130327
h50020.SH,上红潜力,SSE,中证指数有限公司,主题指数,20051230,1000.0,20130702
h50021.SH,沪能源红,SSE,中证指数有限公司,策略指数,20051230,1000.0,20130702
h50022.SH,沪材料红,SSE,中证指数有限公司,策略指数,20051230,1000.0,20130702
h50023.SH,沪工业红,SSE,中证指数有限公司,策略指数,20051230,1000.0,20130702
h50024.SH,沪可选红,SSE,中证指数有限公司,策略指数,20051230,1000.0,20130702
h50025.SH,沪消费红,SSE,中证指数有限公司,策略指数,20051230,1000.0,20130702
h50026.SH,沪医药红,SSE,中证指数有限公司,策略指数,20051230,1000.0,20130702
h50027.SH,沪金融红,SSE,中证指数有限公司,策略指数,20051230,1000.0,20130702
h50028.SH,沪信息红,SSE,中证指数有限公司,策略指数,20051230,1000.0,20130702
h50029.SH,沪通信红,SSE,中证指数有限公司,策略指数,20051230,1000.0,20130702
h50030.SH,沪公用红,SSE,中证指数有限公司,策略指数,20051230,1000.0,20130702
h50031.SH,沪绿色城,SSE,中证指数有限公司,主题指数,20120629,1000.0,20130826
h50032.SH,沪城交通,SSE,中证指数有限公司,主题指数,20120629,1000.0,20130826
h50033.SH,沪城消费,SSE,中证指数有限公司,主题指数,20120629,1000.0,20130826
h50034.SH,沪城基建,SSE,中证指数有限公司,主题指数,20120629,1000.0,20130826
h50035.SH,沪智交通,SSE,中证指数有限公司,主题指数,20120629,1000.0,20130826
h50037.SH,上证城镇,SSE,中证指数有限公司,主题指数,20120629,1000.0,20130826
h50038.SH,沪智慧城,SSE,中证指数有限公司,主题指数,20120629,1000.0,20130826
h50039.SH,上证TMT,SSE,中证指数有限公司,主题指数,20110630,1000.0,20131225
IVIX.SH,中国波指,SSE,上海证券交易所,其他,,,20150626
n00009.SH,上证380净收益,SSE,中证指数有限公司,规模指数,20031231,1000.0,20130208
n00010.SH,上证180净收益,SSE,中证指数有限公司,规模指数,20020628,3299.06,20130208
n00016.SH,上证50净收益,SSE,中证指数有限公司,规模指数,20031231,1000.0,20130208
n00043.SH,上证超级大盘净收益,SSE,中证指数有限公司,规模指数,20031231,1000.0,20130208
n00044.SH,上证中盘净收益,SSE,中证指数有限公司,规模指数,20031231,1000.0,20130208
n00045.SH,上证小盘净收益,SSE,中证指数有限公司,规模指数,20031231,1000.0,20130208
n00046.SH,上证中小净收益,SSE,中证指数有限公司,规模指数,20031231,1000.0,20130208
n00047.SH,上证全指净收益,SSE,中证指数有限公司,规模指数,20031231,1000.0,20130208
n00132.SH,上证100净收益,SSE,中证指数有限公司,规模指数,20031231,1000.0,20130208
n00133.SH,上证150净收益,SSE,中证指数有限公司,规模指数,20031231,1000.0,20130208
n00155.SH,市值百强净收益,SSE,中证指数有限公司,规模指数,20031231,1000.0,20200311
n00852.SH,中证1000净收益,SSE,中证指数有限公司,规模指数,20041231,1000.0,20200306
n21459.SH,中证800(净)USD,SSE,中证指数有限公司,规模指数,20041231,1000.0,20200311
n21460.SH,中证1000(净)USD,SSE,中证指数有限公司,规模指数,20041231,1000.0,20200311
T00901.SH,小康指数(旧)(退市),SSE,中证指数有限公司,主题指数,20051230,1000.0,20060109
