ts_code,exchange,name,per_unit,opt_code,opt_type,call_put,exercise_type,exercise_price,s_month,maturity_date,list_price,list_date,delist_date,last_edate,last_ddate,quote_unit,min_price_chg
10010979.SH,SSE,华夏上证50ETF期权2609认购3.50,10000.0,OP510050.SH,ETF期权,C,欧式,3.5,202609,20260923,0.1135,20260129,20260923,20260923,20260924,人民币元,0.0001
10010992.SH,SSE,华泰柏瑞沪深300ETF期权2609认购4.60,10000.0,OP510300.SH,ETF期权,C,欧式,4.6,202609,20260923,0.4157,20260129,20260923,20260923,20260924,人民币元,0.0001
10011036.SH,SSE,华夏上证科创板50ETF期权2609认沽1.55,10000.0,OP588000.SH,ETF期权,P,欧式,1.55,202609,20260923,0.1318,20260129,20260923,20260923,20260924,人民币元,0.0001
10010985.SH,SSE,华夏上证50ETF期权2609认沽3.20,10000.0,OP510050.SH,ETF期权,P,欧式,3.2,202609,20260923,0.2069,20260129,20260923,20260923,20260924,人民币元,0.0001
10011071.SH,SSE,南方中证500ETF期权2609认购7.50,10000.0,OP510500.SH,ETF期权,C,欧式,7.5,202609,20260923,1.3299,20260130,20260923,20260923,20260924,人民币元,0.0001
10010994.SH,SSE,华泰柏瑞沪深300ETF期权2609认购4.80,10000.0,OP510300.SH,ETF期权,C,欧式,4.8,202609,20260923,0.3223,20260129,20260923,20260923,20260924,人民币元,0.0001
10011056.SH,SSE,易方达上证科创板50ETF期权2609认沽1.60,10000.0,OP588080.SH,ETF期权,P,欧式,1.6,202609,20260923,0.1967,20260129,20260923,20260923,20260924,人民币元,0.0001
10011042.SH,SSE,华夏上证科创板50ETF期权2609认沽1.85,10000.0,OP588000.SH,ETF期权,P,欧式,1.85,202609,20260923,0.3358,20260129,20260923,20260923,20260924,人民币元,0.0001
10011044.SH,SSE,易方达上证科创板50ETF期权2609认购1.45,10000.0,OP588080.SH,ETF期权,C,欧式,1.45,202609,20260923,0.2354,20260129,20260923,20260923,20260924,人民币元,0.0001
10011060.SH,SSE,易方达上证科创板50ETF期权2609认沽1.80,10000.0,OP588080.SH,ETF期权,P,欧式,1.8,202609,20260923,0.3453,20260129,20260923,20260923,20260924,人民币元,0.0001
10011022.SH,SSE,南方中证500ETF期权2609认沽9.25,10000.0,OP510500.SH,ETF期权,P,欧式,9.25,202609,20260923,1.0706,20260129,20260923,20260923,20260924,人民币元,0.0001
10011000.SH,SSE,华泰柏瑞沪深300ETF期权2609认沽4.50,10000.0,OP510300.SH,ETF期权,P,欧式,4.5,202609,20260923,0.178,20260129,20260923,20260923,20260924,人民币元,0.0001
10011033.SH,SSE,华夏上证科创板50ETF期权2609认购1.85,10000.0,OP588000.SH,ETF期权,C,欧式,1.85,202609,20260923,0.1324,20260129,20260923,20260923,20260924,人民币元,0.0001
10010988.SH,SSE,华夏上证50ETF期权2609认沽3.50,10000.0,OP510050.SH,ETF期权,P,欧式,3.5,202609,20260923,0.4166,20260129,20260923,20260923,20260924,人民币元,0.0001
10011010.SH,SSE,南方中证500ETF期权2609认购8.50,10000.0,OP510500.SH,ETF期权,C,欧式,8.5,202609,20260923,0.8321,20260129,20260923,20260923,20260924,人民币元,0.0001
10011051.SH,SSE,易方达上证科创板50ETF期权2609认购1.80,10000.0,OP588080.SH,ETF期权,C,欧式,1.8,202609,20260923,0.1302,20260129,20260923,20260923,20260924,人民币元,0.0001
10010976.SH,SSE,华夏上证50ETF期权2609认购3.20,10000.0,OP510050.SH,ETF期权,C,欧式,3.2,202609,20260923,0.204,20260129,20260923,20260923,20260924,人民币元,0.0001
10011003.SH,SSE,华泰柏瑞沪深300ETF期权2609认沽4.80,10000.0,OP510300.SH,ETF期权,P,欧式,4.8,202609,20260923,0.3215,20260129,20260923,20260923,20260924,人民币元,0.0001
10011001.SH,SSE,华泰柏瑞沪深300ETF期权2609认沽4.60,10000.0,OP510300.SH,ETF期权,P,欧式,4.6,202609,20260923,0.2064,20260129,20260923,20260923,20260924,人民币元,0.0001
10010998.SH,SSE,华泰柏瑞沪深300ETF期权2609认沽4.30,10000.0,OP510300.SH,ETF期权,P,欧式,4.3,202609,20260923,0.112,20260129,20260923,20260923,20260924,人民币元,0.0001
10011032.SH,SSE,华夏上证科创板50ETF期权2609认购1.80,10000.0,OP588000.SH,ETF期权,C,欧式,1.8,202609,20260923,0.1459,20260129,20260923,20260923,20260924,人民币元,0.0001
10011070.SH,SSE,华泰柏瑞沪深300ETF期权2609认沽5.50,10000.0,OP510300.SH,ETF期权,P,欧式,5.5,202609,20260923,0.7656,20260130,20260923,20260923,20260924,人民币元,0.0001
10011026.SH,SSE,华夏上证科创板50ETF期权2609认购1.50,10000.0,OP588000.SH,ETF期权,C,欧式,1.5,202609,20260923,0.2412,20260129,20260923,20260923,20260924,人民币元,0.0001
10010997.SH,SSE,华泰柏瑞沪深300ETF期权2609认购5.25,10000.0,OP510300.SH,ETF期权,C,欧式,5.25,202609,20260923,0.1838,20260129,20260923,20260923,20260924,人民币元,0.0001
10011035.SH,SSE,华夏上证科创板50ETF期权2609认沽1.50,10000.0,OP588000.SH,ETF期权,P,欧式,1.5,202609,20260923,0.1059,20260129,20260923,20260923,20260924,人民币元,0.0001
10011074.SH,SSE,华夏上证科创板50ETF期权2609认沽1.40,10000.0,OP588000.SH,ETF期权,P,欧式,1.4,202609,20260923,0.0677,20260130,20260923,20260923,20260924,人民币元,0.0001
10011037.SH,SSE,华夏上证科创板50ETF期权2609认沽1.60,10000.0,OP588000.SH,ETF期权,P,欧式,1.6,202609,20260923,0.1623,20260129,20260923,20260923,20260924,人民币元,0.0001
10011015.SH,SSE,南方中证500ETF期权2609认购9.75,10000.0,OP510500.SH,ETF期权,C,欧式,9.75,202609,20260923,0.4418,20260129,20260923,20260923,20260924,人民币元,0.0001
10011069.SH,SSE,华泰柏瑞沪深300ETF期权2609认购5.50,10000.0,OP510300.SH,ETF期权,C,欧式,5.5,202609,20260923,0.1246,20260130,20260923,20260923,20260924,人民币元,0.0001
10011043.SH,SSE,易方达上证科创板50ETF期权2609认购1.40,10000.0,OP588080.SH,ETF期权,C,欧式,1.4,202609,20260923,0.2639,20260129,20260923,20260923,20260924,人民币元,0.0001
10011054.SH,SSE,易方达上证科创板50ETF期权2609认沽1.50,10000.0,OP588080.SH,ETF期权,P,欧式,1.5,202609,20260923,0.1337,20260129,20260923,20260923,20260924,人民币元,0.0001
10011016.SH,SSE,南方中证500ETF期权2609认沽7.75,10000.0,OP510500.SH,ETF期权,P,欧式,7.75,202609,20260923,0.2926,20260129,20260923,20260923,20260924,人民币元,0.0001
10011023.SH,SSE,南方中证500ETF期权2609认沽9.50,10000.0,OP510500.SH,ETF期权,P,欧式,9.5,202609,20260923,1.2531,20260129,20260923,20260923,20260924,人民币元,0.0001
10010995.SH,SSE,华泰柏瑞沪深300ETF期权2609认购4.90,10000.0,OP510300.SH,ETF期权,C,欧式,4.9,202609,20260923,0.2684,20260129,20260923,20260923,20260924,人民币元,0.0001
10011075.SH,SSE,易方达上证科创板50ETF期权2609认购1.35,10000.0,OP588080.SH,ETF期权,C,欧式,1.35,202609,20260923,0.2695,20260130,20260923,20260923,20260924,人民币元,0.0001
10011041.SH,SSE,华夏上证科创板50ETF期权2609认沽1.80,10000.0,OP588000.SH,ETF期权,P,欧式,1.8,202609,20260923,0.3002,20260129,20260923,20260923,20260924,人民币元,0.0001
10010983.SH,SSE,华夏上证50ETF期权2609认沽3.00,10000.0,OP510050.SH,ETF期权,P,欧式,3.0,202609,20260923,0.1083,20260129,20260923,20260923,20260924,人民币元,0.0001
10011039.SH,SSE,华夏上证科创板50ETF期权2609认沽1.70,10000.0,OP588000.SH,ETF期权,P,欧式,1.7,202609,20260923,0.2274,20260129,20260923,20260923,20260924,人民币元,0.0001
10010982.SH,SSE,华夏上证50ETF期权2609认沽2.95,10000.0,OP510050.SH,ETF期权,P,欧式,2.95,202609,20260923,0.0907,20260129,20260923,20260923,20260924,人民币元,0.0001
10011002.SH,SSE,华泰柏瑞沪深300ETF期权2609认沽4.70,10000.0,OP510300.SH,ETF期权,P,欧式,4.7,202609,20260923,0.265,20260129,20260923,20260923,20260924,人民币元,0.0001
10010980.SH,SSE,华夏上证50ETF期权2609认沽2.85,10000.0,OP510050.SH,ETF期权,P,欧式,2.85,202609,20260923,0.0586,20260129,20260923,20260923,20260924,人民币元,0.0001
10011008.SH,SSE,南方中证500ETF期权2609认购8.00,10000.0,OP510500.SH,ETF期权,C,欧式,8.0,202609,20260923,1.0887,20260129,20260923,20260923,20260924,人民币元,0.0001
10011007.SH,SSE,南方中证500ETF期权2609认购7.75,10000.0,OP510500.SH,ETF期权,C,欧式,7.75,202609,20260923,1.254,20260129,20260923,20260923,20260924,人民币元,0.0001
10011061.SH,SSE,华夏上证50ETF期权2609认购3.60,10000.0,OP510050.SH,ETF期权,C,欧式,3.6,202609,20260923,0.095,20260130,20260923,20260923,20260924,人民币元,0.0001
10011013.SH,SSE,南方中证500ETF期权2609认购9.25,10000.0,OP510500.SH,ETF期权,C,欧式,9.25,202609,20260923,0.5637,20260129,20260923,20260923,20260924,人民币元,0.0001
10011017.SH,SSE,南方中证500ETF期权2609认沽8.00,10000.0,OP510500.SH,ETF期权,P,欧式,8.0,202609,20260923,0.3814,20260129,20260923,20260923,20260924,人民币元,0.0001
10011012.SH,SSE,南方中证500ETF期权2609认购9.00,10000.0,OP510500.SH,ETF期权,C,欧式,9.0,202609,20260923,0.6354,20260129,20260923,20260923,20260924,人民币元,0.0001
10011009.SH,SSE,南方中证500ETF期权2609认购8.25,10000.0,OP510500.SH,ETF期权,C,欧式,8.25,202609,20260923,0.9633,20260129,20260923,20260923,20260924,人民币元,0.0001
10011019.SH,SSE,南方中证500ETF期权2609认沽8.50,10000.0,OP510500.SH,ETF期权,P,欧式,8.5,202609,20260923,0.6069,20260129,20260923,20260923,20260924,人民币元,0.0001
10010973.SH,SSE,华夏上证50ETF期权2609认购2.95,10000.0,OP510050.SH,ETF期权,C,欧式,2.95,202609,20260923,0.3336,20260129,20260923,20260923,20260924,人民币元,0.0001
10011031.SH,SSE,华夏上证科创板50ETF期权2609认购1.75,10000.0,OP588000.SH,ETF期权,C,欧式,1.75,202609,20260923,0.1561,20260129,20260923,20260923,20260924,人民币元,0.0001
10011006.SH,SSE,华泰柏瑞沪深300ETF期权2609认沽5.25,10000.0,OP510300.SH,ETF期权,P,欧式,5.25,202609,20260923,0.6226,20260129,20260923,20260923,20260924,人民币元,0.0001
10011004.SH,SSE,华泰柏瑞沪深300ETF期权2609认沽4.90,10000.0,OP510300.SH,ETF期权,P,欧式,4.9,202609,20260923,0.3777,20260129,20260923,20260923,20260924,人民币元,0.0001
10011049.SH,SSE,易方达上证科创板50ETF期权2609认购1.70,10000.0,OP588080.SH,ETF期权,C,欧式,1.7,202609,20260923,0.1478,20260129,20260923,20260923,20260924,人民币元,0.0001
10011005.SH,SSE,华泰柏瑞沪深300ETF期权2609认沽5.00,10000.0,OP510300.SH,ETF期权,P,欧式,5.0,202609,20260923,0.4417,20260129,20260923,20260923,20260924,人民币元,0.0001
10010978.SH,SSE,华夏上证50ETF期权2609认购3.40,10000.0,OP510050.SH,ETF期权,C,欧式,3.4,202609,20260923,0.139,20260129,20260923,20260923,20260924,人民币元,0.0001
10010975.SH,SSE,华夏上证50ETF期权2609认购3.10,10000.0,OP510050.SH,ETF期权,C,欧式,3.1,202609,20260923,0.2495,20260129,20260923,20260923,20260924,人民币元,0.0001
10010989.SH,SSE,华泰柏瑞沪深300ETF期权2609认购4.30,10000.0,OP510300.SH,ETF期权,C,欧式,4.3,202609,20260923,0.6081,20260129,20260923,20260923,20260924,人民币元,0.0001
10011018.SH,SSE,南方中证500ETF期权2609认沽8.25,10000.0,OP510500.SH,ETF期权,P,欧式,8.25,202609,20260923,0.4861,20260129,20260923,20260923,20260924,人民币元,0.0001
10011027.SH,SSE,华夏上证科创板50ETF期权2609认购1.55,10000.0,OP588000.SH,ETF期权,C,欧式,1.55,202609,20260923,0.2198,20260129,20260923,20260923,20260924,人民币元,0.0001
10011029.SH,SSE,华夏上证科创板50ETF期权2609认购1.65,10000.0,OP588000.SH,ETF期权,C,欧式,1.65,202609,20260923,0.1853,20260129,20260923,20260923,20260924,人民币元,0.0001
10011053.SH,SSE,易方达上证科创板50ETF期权2609认沽1.45,10000.0,OP588080.SH,ETF期权,P,欧式,1.45,202609,20260923,0.1055,20260129,20260923,20260923,20260924,人民币元,0.0001
10011040.SH,SSE,华夏上证科创板50ETF期权2609认沽1.75,10000.0,OP588000.SH,ETF期权,P,欧式,1.75,202609,20260923,0.2648,20260129,20260923,20260923,20260924,人民币元,0.0001
10011073.SH,SSE,华夏上证科创板50ETF期权2609认购1.40,10000.0,OP588000.SH,ETF期权,C,欧式,1.4,202609,20260923,0.2697,20260130,20260923,20260923,20260924,人民币元,0.0001
10011038.SH,SSE,华夏上证科创板50ETF期权2609认沽1.65,10000.0,OP588000.SH,ETF期权,P,欧式,1.65,202609,20260923,0.1975,20260129,20260923,20260923,20260924,人民币元,0.0001
10011025.SH,SSE,华夏上证科创板50ETF期权2609认购1.45,10000.0,OP588000.SH,ETF期权,C,欧式,1.45,202609,20260923,0.2698,20260129,20260923,20260923,20260924,人民币元,0.0001
10011057.SH,SSE,易方达上证科创板50ETF期权2609认沽1.65,10000.0,OP588080.SH,ETF期权,P,欧式,1.65,202609,20260923,0.2302,20260129,20260923,20260923,20260924,人民币元,0.0001
10011076.SH,SSE,易方达上证科创板50ETF期权2609认沽1.35,10000.0,OP588080.SH,ETF期权,P,欧式,1.35,202609,20260923,0.0673,20260130,20260923,20260923,20260924,人民币元,0.0001
10011072.SH,SSE,南方中证500ETF期权2609认沽7.50,10000.0,OP510500.SH,ETF期权,P,欧式,7.5,202609,20260923,0.2391,20260130,20260923,20260923,20260924,人民币元,0.0001
10011020.SH,SSE,南方中证500ETF期权2609认沽8.75,10000.0,OP510500.SH,ETF期权,P,欧式,8.75,202609,20260923,0.7497,20260129,20260923,20260923,20260924,人民币元,0.0001
10010977.SH,SSE,华夏上证50ETF期权2609认购3.30,10000.0,OP510050.SH,ETF期权,C,欧式,3.3,202609,20260923,0.1643,20260129,20260923,20260923,20260924,人民币元,0.0001
10011058.SH,SSE,易方达上证科创板50ETF期权2609认沽1.70,10000.0,OP588080.SH,ETF期权,P,欧式,1.7,202609,20260923,0.2675,20260129,20260923,20260923,20260924,人民币元,0.0001
10010987.SH,SSE,华夏上证50ETF期权2609认沽3.40,10000.0,OP510050.SH,ETF期权,P,欧式,3.4,202609,20260923,0.3395,20260129,20260923,20260923,20260924,人民币元,0.0001
10011011.SH,SSE,南方中证500ETF期权2609认购8.75,10000.0,OP510500.SH,ETF期权,C,欧式,8.75,202609,20260923,0.7373,20260129,20260923,20260923,20260924,人民币元,0.0001
10010993.SH,SSE,华泰柏瑞沪深300ETF期权2609认购4.70,10000.0,OP510300.SH,ETF期权,C,欧式,4.7,202609,20260923,0.363,20260129,20260923,20260923,20260924,人民币元,0.0001
10011034.SH,SSE,华夏上证科创板50ETF期权2609认沽1.45,10000.0,OP588000.SH,ETF期权,P,欧式,1.45,202609,20260923,0.0827,20260129,20260923,20260923,20260924,人民币元,0.0001
10011024.SH,SSE,南方中证500ETF期权2609认沽9.75,10000.0,OP510500.SH,ETF期权,P,欧式,9.75,202609,20260923,1.4584,20260129,20260923,20260923,20260924,人民币元,0.0001
10011052.SH,SSE,易方达上证科创板50ETF期权2609认沽1.40,10000.0,OP588080.SH,ETF期权,P,欧式,1.4,202609,20260923,0.0823,20260129,20260923,20260923,20260924,人民币元,0.0001
10010996.SH,SSE,华泰柏瑞沪深300ETF期权2609认购5.00,10000.0,OP510300.SH,ETF期权,C,欧式,5.0,202609,20260923,0.249,20260129,20260923,20260923,20260924,人民币元,0.0001
10010990.SH,SSE,华泰柏瑞沪深300ETF期权2609认购4.40,10000.0,OP510300.SH,ETF期权,C,欧式,4.4,202609,20260923,0.5369,20260129,20260923,20260923,20260924,人民币元,0.0001
10011050.SH,SSE,易方达上证科创板50ETF期权2609认购1.75,10000.0,OP588080.SH,ETF期权,C,欧式,1.75,202609,20260923,0.1418,20260129,20260923,20260923,20260924,人民币元,0.0001
10011030.SH,SSE,华夏上证科创板50ETF期权2609认购1.70,10000.0,OP588000.SH,ETF期权,C,欧式,1.7,202609,20260923,0.1692,20260129,20260923,20260923,20260924,人民币元,0.0001
10011045.SH,SSE,易方达上证科创板50ETF期权2609认购1.50,10000.0,OP588080.SH,ETF期权,C,欧式,1.5,202609,20260923,0.2116,20260129,20260923,20260923,20260924,人民币元,0.0001
10010999.SH,SSE,华泰柏瑞沪深300ETF期权2609认沽4.40,10000.0,OP510300.SH,ETF期权,P,欧式,4.4,202609,20260923,0.1413,20260129,20260923,20260923,20260924,人民币元,0.0001
10010971.SH,SSE,华夏上证50ETF期权2609认购2.85,10000.0,OP510050.SH,ETF期权,C,欧式,2.85,202609,20260923,0.4025,20260129,20260923,20260923,20260924,人民币元,0.0001
10011014.SH,SSE,南方中证500ETF期权2609认购9.50,10000.0,OP510500.SH,ETF期权,C,欧式,9.5,202609,20260923,0.4885,20260129,20260923,20260923,20260924,人民币元,0.0001
10010974.SH,SSE,华夏上证50ETF期权2609认购3.00,10000.0,OP510050.SH,ETF期权,C,欧式,3.0,202609,20260923,0.302,20260129,20260923,20260923,20260924,人民币元,0.0001
10011055.SH,SSE,易方达上证科创板50ETF期权2609认沽1.55,10000.0,OP588080.SH,ETF期权,P,欧式,1.55,202609,20260923,0.1647,20260129,20260923,20260923,20260924,人民币元,0.0001
10011028.SH,SSE,华夏上证科创板50ETF期权2609认购1.60,10000.0,OP588000.SH,ETF期权,C,欧式,1.6,202609,20260923,0.2065,20260129,20260923,20260923,20260924,人民币元,0.0001
10011062.SH,SSE,华夏上证50ETF期权2609认沽3.60,10000.0,OP510050.SH,ETF期权,P,欧式,3.6,202609,20260923,0.4437,20260130,20260923,20260923,20260924,人民币元,0.0001
10011021.SH,SSE,南方中证500ETF期权2609认沽9.00,10000.0,OP510500.SH,ETF期权,P,欧式,9.0,202609,20260923,0.9034,20260129,20260923,20260923,20260924,人民币元,0.0001
10010981.SH,SSE,华夏上证50ETF期权2609认沽2.90,10000.0,OP510050.SH,ETF期权,P,欧式,2.9,202609,20260923,0.0737,20260129,20260923,20260923,20260924,人民币元,0.0001
10011059.SH,SSE,易方达上证科创板50ETF期权2609认沽1.75,10000.0,OP588080.SH,ETF期权,P,欧式,1.75,202609,20260923,0.3057,20260129,20260923,20260923,20260924,人民币元,0.0001
10010991.SH,SSE,华泰柏瑞沪深300ETF期权2609认购4.50,10000.0,OP510300.SH,ETF期权,C,欧式,4.5,202609,20260923,0.4749,20260129,20260923,20260923,20260924,人民币元,0.0001
10011047.SH,SSE,易方达上证科创板50ETF期权2609认购1.60,10000.0,OP588080.SH,ETF期权,C,欧式,1.6,202609,20260923,0.1803,20260129,20260923,20260923,20260924,人民币元,0.0001
10011046.SH,SSE,易方达上证科创板50ETF期权2609认购1.55,10000.0,OP588080.SH,ETF期权,C,欧式,1.55,202609,20260923,0.1926,20260129,20260923,20260923,20260924,人民币元,0.0001
10011048.SH,SSE,易方达上证科创板50ETF期权2609认购1.65,10000.0,OP588080.SH,ETF期权,C,欧式,1.65,202609,20260923,0.1631,20260129,20260923,20260923,20260924,人民币元,0.0001
10010986.SH,SSE,华夏上证50ETF期权2609认沽3.30,10000.0,OP510050.SH,ETF期权,P,欧式,3.3,202609,20260923,0.2712,20260129,20260923,20260923,20260924,人民币元,0.0001
10010984.SH,SSE,华夏上证50ETF期权2609认沽3.10,10000.0,OP510050.SH,ETF期权,P,欧式,3.1,202609,20260923,0.155,20260129,20260923,20260923,20260924,人民币元,0.0001
10010972.SH,SSE,华夏上证50ETF期权2609认购2.90,10000.0,OP510050.SH,ETF期权,C,欧式,2.9,202609,20260923,0.3659,20260129,20260923,20260923,20260924,人民币元,0.0001
10010427.SH,SSE,南方中证500ETF期权2606认购5.955,10075.0,OP510500.SH,ETF期权,C,欧式,5.955,202606,20260624,1.0259,20251124,20260624,20260624,20260625,人民币元,0.0001
10010428.SH,SSE,南方中证500ETF期权2606认沽5.955,10075.0,OP510500.SH,ETF期权,P,欧式,5.955,202606,20260624,0.232,20251124,20260624,20260624,20260625,人民币元,0.0001
10010350.SH,SSE,华夏上证科创板50ETF期权2606认购1.35,10000.0,OP588000.SH,ETF期权,C,欧式,1.35,202606,20260624,0.2053,20251023,20260624,20260624,20260625,人民币元,0.0001
10010348.SH,SSE,南方中证500ETF期权2606认沽8.189,10075.0,OP510500.SH,ETF期权,P,欧式,8.189,202606,20260624,1.5256,20251023,20260624,20260624,20260625,人民币元,0.0001
10010439.SH,SSE,易方达上证科创板50ETF期权2606认购1.10,10000.0,OP588080.SH,ETF期权,C,欧式,1.1,202606,20260624,0.2335,20251124,20260624,20260624,20260625,人民币元,0.0001
10010388.SH,SSE,华夏上证科创板50ETF期权2606认沽1.25,10000.0,OP588000.SH,ETF期权,P,欧式,1.25,202606,20260624,0.0836,20251024,20260624,20260624,20260625,人民币元,0.0001
10010440.SH,SSE,易方达上证科创板50ETF期权2606认沽1.10,10000.0,OP588080.SH,ETF期权,P,欧式,1.1,202606,20260624,0.0559,20251124,20260624,20260624,20260625,人民币元,0.0001
10010602.SH,SSE,华夏上证50ETF期权2606认购3.10,10000.0,OP510050.SH,ETF期权,C,欧式,3.1,202606,20260624,0.108,20251217,20260624,20260624,20260625,人民币元,0.0001
10010416.SH,SSE,华夏上证科创板50ETF期权2606认沽1.20,10000.0,OP588000.SH,ETF期权,P,欧式,1.2,202606,20260624,0.0615,20251118,20260624,20260624,20260625,人民币元,0.0001
10010860.SH,SSE,南方中证500ETF期权2606认沽7.75,10000.0,OP510500.SH,ETF期权,P,欧式,7.75,202606,20260624,0.3187,20260116,20260624,20260624,20260625,人民币元,0.0001
10010851.SH,SSE,南方中证500ETF期权2606认购7.75,10000.0,OP510500.SH,ETF期权,C,欧式,7.75,202606,20260624,0.7486,20260116,20260624,20260624,20260625,人民币元,0.0001
10010325.SH,SSE,华泰柏瑞沪深300ETF期权2606认沽4.483,10260.0,OP510300.SH,ETF期权,P,欧式,4.483,202606,20260624,0.262,20251023,20260624,20260624,20260625,人民币元,0.0001
10010314.SH,SSE,华泰柏瑞沪深300ETF期权2606认购4.288,10260.0,OP510300.SH,ETF期权,C,欧式,4.288,202606,20260624,0.464,20251023,20260624,20260624,20260625,人民币元,0.0001
10010612.SH,SSE,华夏上证50ETF期权2606认沽3.20,10000.0,OP510050.SH,ETF期权,P,欧式,3.2,202606,20260624,0.2467,20251217,20260624,20260624,20260625,人民币元,0.0001
10010321.SH,SSE,华泰柏瑞沪深300ETF期权2606认购5.117,10260.0,OP510300.SH,ETF期权,C,欧式,5.117,202606,20260624,0.1365,20251023,20260624,20260624,20260625,人民币元,0.0001
10010354.SH,SSE,华夏上证科创板50ETF期权2606认购1.55,10000.0,OP588000.SH,ETF期权,C,欧式,1.55,202606,20260624,0.1348,20251023,20260624,20260624,20260625,人民币元,0.0001
10010378.SH,SSE,易方达上证科创板50ETF期权2606认沽1.35,10000.0,OP588080.SH,ETF期权,P,欧式,1.35,202606,20260624,0.1456,20251023,20260624,20260624,20260625,人民币元,0.0001
10010306.SH,SSE,华夏上证50ETF期权2606认沽2.874,10265.0,OP510050.SH,ETF期权,P,欧式,2.874,202606,20260624,0.0934,20251023,20260624,20260624,20260625,人民币元,0.0001
10010380.SH,SSE,易方达上证科创板50ETF期权2606认沽1.45,10000.0,OP588080.SH,ETF期权,P,欧式,1.45,202606,20260624,0.2089,20251023,20260624,20260624,20260625,人民币元,0.0001
10010371.SH,SSE,易方达上证科创板50ETF期权2606认购1.45,10000.0,OP588080.SH,ETF期权,C,欧式,1.45,202606,20260624,0.1462,20251023,20260624,20260624,20260625,人民币元,0.0001
10010359.SH,SSE,华夏上证科创板50ETF期权2606认沽1.35,10000.0,OP588000.SH,ETF期权,P,欧式,1.35,202606,20260624,0.1232,20251023,20260624,20260624,20260625,人民币元,0.0001
10010300.SH,SSE,华夏上证50ETF期权2606认购3.117,10265.0,OP510050.SH,ETF期权,C,欧式,3.117,202606,20260624,0.1838,20251023,20260624,20260624,20260625,人民币元,0.0001
10010328.SH,SSE,华泰柏瑞沪深300ETF期权2606认沽4.776,10260.0,OP510300.SH,ETF期权,P,欧式,4.776,202606,20260624,0.4327,20251023,20260624,20260624,20260625,人民币元,0.0001
10010305.SH,SSE,华夏上证50ETF期权2606认沽2.825,10265.0,OP510050.SH,ETF期权,P,欧式,2.825,202606,20260624,0.0793,20251023,20260624,20260624,20260625,人民币元,0.0001
10010603.SH,SSE,华夏上证50ETF期权2606认购3.20,10000.0,OP510050.SH,ETF期权,C,欧式,3.2,202606,20260624,0.0772,20251217,20260624,20260624,20260625,人民币元,0.0001
10010771.SH,SSE,南方中证500ETF期权2606认购9.181,10075.0,OP510500.SH,ETF期权,C,欧式,9.181,202606,20260624,0.1533,20260112,20260624,20260624,20260625,人民币元,0.0001
10010772.SH,SSE,南方中证500ETF期权2606认沽9.181,10075.0,OP510500.SH,ETF期权,P,欧式,9.181,202606,20260624,1.3194,20260112,20260624,20260624,20260625,人民币元,0.0001
10010376.SH,SSE,易方达上证科创板50ETF期权2606认沽1.25,10000.0,OP588080.SH,ETF期权,P,欧式,1.25,202606,20260624,0.0948,20251023,20260624,20260624,20260625,人民币元,0.0001
10010411.SH,SSE,华泰柏瑞沪深300ETF期权2606认购5.604,10260.0,OP510300.SH,ETF期权,C,欧式,5.604,202606,20260624,0.0681,20251030,20260624,20260624,20260625,人民币元,0.0001
10010329.SH,SSE,华泰柏瑞沪深300ETF期权2606认沽4.873,10260.0,OP510300.SH,ETF期权,P,欧式,4.873,202606,20260624,0.5014,20251023,20260624,20260624,20260625,人民币元,0.0001
10010597.SH,SSE,华夏上证50ETF期权2606认购2.80,10000.0,OP510050.SH,ETF期权,C,欧式,2.8,202606,20260624,0.2719,20251217,20260624,20260624,20260625,人民币元,0.0001
10010349.SH,SSE,华夏上证科创板50ETF期权2606认购1.30,10000.0,OP588000.SH,ETF期权,C,欧式,1.3,202606,20260624,0.2291,20251023,20260624,20260624,20260625,人民币元,0.0001
10010372.SH,SSE,易方达上证科创板50ETF期权2606认购1.50,10000.0,OP588080.SH,ETF期权,C,欧式,1.5,202606,20260624,0.1292,20251023,20260624,20260624,20260625,人民币元,0.0001
10010353.SH,SSE,华夏上证科创板50ETF期权2606认购1.50,10000.0,OP588000.SH,ETF期权,C,欧式,1.5,202606,20260624,0.1491,20251023,20260624,20260624,20260625,人民币元,0.0001
10010366.SH,SSE,华夏上证科创板50ETF期权2606认沽1.70,10000.0,OP588000.SH,ETF期权,P,欧式,1.7,202606,20260624,0.366,20251023,20260624,20260624,20260625,人民币元,0.0001
10010356.SH,SSE,华夏上证科创板50ETF期权2606认购1.65,10000.0,OP588000.SH,ETF期权,C,欧式,1.65,202606,20260624,0.1095,20251023,20260624,20260624,20260625,人民币元,0.0001
10010336.SH,SSE,南方中证500ETF期权2606认购7.444,10075.0,OP510500.SH,ETF期权,C,欧式,7.444,202606,20260624,0.344,20251023,20260624,20260624,20260625,人民币元,0.0001
10010866.SH,SSE,南方中证500ETF期权2606认沽9.25,10000.0,OP510500.SH,ETF期权,P,欧式,9.25,202606,20260624,1.2924,20260116,20260624,20260624,20260625,人民币元,0.0001
10010377.SH,SSE,易方达上证科创板50ETF期权2606认沽1.30,10000.0,OP588080.SH,ETF期权,P,欧式,1.3,202606,20260624,0.1183,20251023,20260624,20260624,20260625,人民币元,0.0001
