ts_code,exchange,name,per_unit,opt_code,opt_type,call_put,exercise_type,exercise_price,s_month,maturity_date,list_price,list_date,delist_date,last_edate,last_ddate,quote_unit,min_price_chg
10006513.SH,SSE,华夏上证50ETF期权2402认沽2.25,10000.0,OP510050.SH,ETF期权,P,欧式,2.25,202402,20240228,0.035,20231228,20240228,20240228,20240229,人民币元,0.0001
10006519.SH,SSE,华泰柏瑞沪深300ETF期权2402认购2.937,10214.0,OP510300.SH,ETF期权,C,欧式,2.937,202402,20240228,0.4273,20231228,20240228,20240228,20240229,人民币元,0.0001
10006838.SH,SSE,易方达上证科创板50ETF期权2402认沽0.50,10000.0,OP588080.SH,ETF期权,P,欧式,0.5,202402,20240228,0.0001,20240131,20240228,20240228,20240229,人民币元,0.0001
10006510.SH,SSE,华夏上证50ETF期权2402认沽2.10,10000.0,OP510050.SH,ETF期权,P,欧式,2.1,202402,20240228,0.0088,20231228,20240228,20240228,20240229,人民币元,0.0001
10006529.SH,SSE,华泰柏瑞沪深300ETF期权2402认沽3.035,10214.0,OP510300.SH,ETF期权,P,欧式,3.035,202402,20240228,0.0116,20231228,20240228,20240228,20240229,人民币元,0.0001
10006535.SH,SSE,华泰柏瑞沪深300ETF期权2402认沽3.622,10214.0,OP510300.SH,ETF期权,P,欧式,3.622,202402,20240228,0.295,20231228,20240228,20240228,20240229,人民币元,0.0001
10006583.SH,SSE,易方达上证科创板50ETF期权2402认沽0.70,10000.0,OP588080.SH,ETF期权,P,欧式,0.7,202402,20240228,0.0012,20231228,20240228,20240228,20240229,人民币元,0.0001
10006660.SH,SSE,华泰柏瑞沪深300ETF期权2402认沽2.90,10000.0,OP510300.SH,ETF期权,P,欧式,2.9,202402,20240228,0.0069,20240118,20240228,20240228,20240229,人民币元,0.0001
10006628.SH,SSE,易方达上证科创板50ETF期权2402认沽0.55,10000.0,OP588080.SH,ETF期权,P,欧式,0.55,202402,20240228,0.0001,20240118,20240228,20240228,20240229,人民币元,0.0001
10006553.SH,SSE,南方中证500ETF期权2402认沽6.00,10000.0,OP510500.SH,ETF期权,P,欧式,6.0,202402,20240228,0.6441,20231228,20240228,20240228,20240229,人民币元,0.0001
10006579.SH,SSE,易方达上证科创板50ETF期权2402认购0.95,10000.0,OP588080.SH,ETF期权,C,欧式,0.95,202402,20240228,0.0075,20231228,20240228,20240228,20240229,人民币元,0.0001
10006512.SH,SSE,华夏上证50ETF期权2402认沽2.20,10000.0,OP510050.SH,ETF期权,P,欧式,2.2,202402,20240228,0.0215,20231228,20240228,20240228,20240229,人民币元,0.0001
10006665.SH,SSE,华泰柏瑞沪深300ETF期权2402认沽3.30,10000.0,OP510300.SH,ETF期权,P,欧式,3.3,202402,20240228,0.1277,20240118,20240228,20240228,20240229,人民币元,0.0001
10006570.SH,SSE,华夏上证科创板50ETF期权2402认沽0.95,10000.0,OP588000.SH,ETF期权,P,欧式,0.95,202402,20240228,0.089,20231228,20240228,20240228,20240229,人民币元,0.0001
10006724.SH,SSE,南方中证500ETF期权2402认沽4.50,10000.0,OP510500.SH,ETF期权,P,欧式,4.5,202402,20240228,0.1067,20240123,20240228,20240228,20240229,人民币元,0.0001
10006568.SH,SSE,华夏上证科创板50ETF期权2402认沽0.85,10000.0,OP588000.SH,ETF期权,P,欧式,0.85,202402,20240228,0.0197,20231228,20240228,20240228,20240229,人民币元,0.0001
10006900.SH,SSE,华夏上证50ETF期权2402认沽2.65,10000.0,OP510050.SH,ETF期权,P,欧式,2.65,202402,20240228,0.2068,20240222,20240228,20240228,20240229,人民币元,0.0001
10006853.SH,SSE,华夏上证科创板50ETF期权2402认购0.50,10000.0,OP588000.SH,ETF期权,C,欧式,0.5,202402,20240228,0.2231,20240201,20240228,20240228,20240229,人民币元,0.0001
10006528.SH,SSE,华泰柏瑞沪深300ETF期权2402认沽2.937,10214.0,OP510300.SH,ETF期权,P,欧式,2.937,202402,20240228,0.0065,20231228,20240228,20240228,20240229,人民币元,0.0001
10006575.SH,SSE,易方达上证科创板50ETF期权2402认购0.75,10000.0,OP588080.SH,ETF期权,C,欧式,0.75,202402,20240228,0.1028,20231228,20240228,20240228,20240229,人民币元,0.0001
10006563.SH,SSE,华夏上证科创板50ETF期权2402认购1.05,10000.0,OP588000.SH,ETF期权,C,欧式,1.05,202402,20240228,0.0037,20231228,20240228,20240228,20240229,人民币元,0.0001
10006723.SH,SSE,南方中证500ETF期权2402认购4.50,10000.0,OP510500.SH,ETF期权,C,欧式,4.5,202402,20240228,0.3835,20240123,20240228,20240228,20240229,人民币元,0.0001
10006653.SH,SSE,华泰柏瑞沪深300ETF期权2402认购3.00,10000.0,OP510300.SH,ETF期权,C,欧式,3.0,202402,20240228,0.2333,20240118,20240228,20240228,20240229,人民币元,0.0001
10006837.SH,SSE,易方达上证科创板50ETF期权2402认购0.50,10000.0,OP588080.SH,ETF期权,C,欧式,0.5,202402,20240228,0.2152,20240131,20240228,20240228,20240229,人民币元,0.0001
10006533.SH,SSE,华泰柏瑞沪深300ETF期权2402认沽3.427,10214.0,OP510300.SH,ETF期权,P,欧式,3.427,202402,20240228,0.1363,20231228,20240228,20240228,20240229,人民币元,0.0001
10006506.SH,SSE,华夏上证50ETF期权2402认购2.35,10000.0,OP510050.SH,ETF期权,C,欧式,2.35,202402,20240228,0.0475,20231228,20240228,20240228,20240229,人民币元,0.0001
10006515.SH,SSE,华夏上证50ETF期权2402认沽2.35,10000.0,OP510050.SH,ETF期权,P,欧式,2.35,202402,20240228,0.0807,20231228,20240228,20240228,20240229,人民币元,0.0001
10006887.SH,SSE,华夏上证50ETF期权2402认购2.60,10000.0,OP510050.SH,ETF期权,C,欧式,2.6,202402,20240228,0.0011,20240208,20240228,20240228,20240229,人民币元,0.0001
10006536.SH,SSE,华泰柏瑞沪深300ETF期权2402认沽3.72,10214.0,OP510300.SH,ETF期权,P,欧式,3.72,202402,20240228,0.395,20231228,20240228,20240228,20240229,人民币元,0.0001
10006552.SH,SSE,南方中证500ETF期权2402认沽5.75,10000.0,OP510500.SH,ETF期权,P,欧式,5.75,202402,20240228,0.402,20231228,20240228,20240228,20240229,人民币元,0.0001
10006538.SH,SSE,南方中证500ETF期权2402认购4.80,10000.0,OP510500.SH,ETF期权,C,欧式,4.8,202402,20240228,0.5848,20231228,20240228,20240228,20240229,人民币元,0.0001
10006654.SH,SSE,华泰柏瑞沪深300ETF期权2402认购3.10,10000.0,OP510300.SH,ETF期权,C,欧式,3.1,202402,20240228,0.157,20240118,20240228,20240228,20240229,人民币元,0.0001
10006520.SH,SSE,华泰柏瑞沪深300ETF期权2402认购3.035,10214.0,OP510300.SH,ETF期权,C,欧式,3.035,202402,20240228,0.3354,20231228,20240228,20240228,20240229,人民币元,0.0001
10006585.SH,SSE,易方达上证科创板50ETF期权2402认沽0.80,10000.0,OP588080.SH,ETF期权,P,欧式,0.8,202402,20240228,0.01,20231228,20240228,20240228,20240229,人民币元,0.0001
10006667.SH,SSE,华泰柏瑞沪深300ETF期权2402认沽3.50,10000.0,OP510300.SH,ETF期权,P,欧式,3.5,202402,20240228,0.2877,20240118,20240228,20240228,20240229,人民币元,0.0001
10006588.SH,SSE,易方达上证科创板50ETF期权2402认沽0.95,10000.0,OP588080.SH,ETF期权,P,欧式,0.95,202402,20240228,0.1089,20231228,20240228,20240228,20240229,人民币元,0.0001
10006551.SH,SSE,南方中证500ETF期权2402认沽5.50,10000.0,OP510500.SH,ETF期权,P,欧式,5.5,202402,20240228,0.2111,20231228,20240228,20240228,20240229,人民币元,0.0001
10006521.SH,SSE,华泰柏瑞沪深300ETF期权2402认购3.133,10214.0,OP510300.SH,ETF期权,C,欧式,3.133,202402,20240228,0.2482,20231228,20240228,20240228,20240229,人民币元,0.0001
10006557.SH,SSE,华夏上证科创板50ETF期权2402认购0.75,10000.0,OP588000.SH,ETF期权,C,欧式,0.75,202402,20240228,0.1254,20231228,20240228,20240228,20240229,人民币元,0.0001
10006502.SH,SSE,华夏上证50ETF期权2402认购2.15,10000.0,OP510050.SH,ETF期权,C,欧式,2.15,202402,20240228,0.1787,20231228,20240228,20240228,20240229,人民币元,0.0001
10006624.SH,SSE,华夏上证50ETF期权2402认沽2.05,10000.0,OP510050.SH,ETF期权,P,欧式,2.05,202402,20240228,0.0043,20240111,20240228,20240228,20240229,人民币元,0.0001
10006565.SH,SSE,华夏上证科创板50ETF期权2402认沽0.70,10000.0,OP588000.SH,ETF期权,P,欧式,0.7,202402,20240228,0.0009,20231228,20240228,20240228,20240229,人民币元,0.0001
10006591.SH,SSE,华夏上证50ETF期权2402认购2.55,10000.0,OP510050.SH,ETF期权,C,欧式,2.55,202402,20240228,0.0121,20231229,20240228,20240228,20240229,人民币元,0.0001
10006561.SH,SSE,华夏上证科创板50ETF期权2402认购0.95,10000.0,OP588000.SH,ETF期权,C,欧式,0.95,202402,20240228,0.0104,20231228,20240228,20240228,20240229,人民币元,0.0001
10006598.SH,SSE,华夏上证科创板50ETF期权2402认沽1.10,10000.0,OP588000.SH,ETF期权,P,欧式,1.1,202402,20240228,0.206,20231229,20240228,20240228,20240229,人民币元,0.0001
10006601.SH,SSE,华泰柏瑞沪深300ETF期权2402认购2.888,10214.0,OP510300.SH,ETF期权,C,欧式,2.888,202402,20240228,0.4112,20240109,20240228,20240228,20240229,人民币元,0.0001
10006530.SH,SSE,华泰柏瑞沪深300ETF期权2402认沽3.133,10214.0,OP510300.SH,ETF期权,P,欧式,3.133,202402,20240228,0.022,20231228,20240228,20240228,20240229,人民币元,0.0001
10006594.SH,SSE,华泰柏瑞沪深300ETF期权2402认沽3.818,10214.0,OP510300.SH,ETF期权,P,欧式,3.818,202402,20240228,0.411,20231229,20240228,20240228,20240229,人民币元,0.0001
10006574.SH,SSE,易方达上证科创板50ETF期权2402认购0.70,10000.0,OP588080.SH,ETF期权,C,欧式,0.7,202402,20240228,0.1498,20231228,20240228,20240228,20240229,人民币元,0.0001
10006559.SH,SSE,华夏上证科创板50ETF期权2402认购0.85,10000.0,OP588000.SH,ETF期权,C,欧式,0.85,202402,20240228,0.042,20231228,20240228,20240228,20240229,人民币元,0.0001
10006580.SH,SSE,易方达上证科创板50ETF期权2402认购1.00,10000.0,OP588080.SH,ETF期权,C,欧式,1.0,202402,20240228,0.0042,20231228,20240228,20240228,20240229,人民币元,0.0001
10006623.SH,SSE,华夏上证50ETF期权2402认购2.05,10000.0,OP510050.SH,ETF期权,C,欧式,2.05,202402,20240228,0.2326,20240111,20240228,20240228,20240229,人民币元,0.0001
10006590.SH,SSE,易方达上证科创板50ETF期权2402认沽1.05,10000.0,OP588080.SH,ETF期权,P,欧式,1.05,202402,20240228,0.2034,20231228,20240228,20240228,20240229,人民币元,0.0001
10006554.SH,SSE,南方中证500ETF期权2402认沽6.25,10000.0,OP510500.SH,ETF期权,P,欧式,6.25,202402,20240228,0.8893,20231228,20240228,20240228,20240229,人民币元,0.0001
10006534.SH,SSE,华泰柏瑞沪深300ETF期权2402认沽3.525,10214.0,OP510300.SH,ETF期权,P,欧式,3.525,202402,20240228,0.21,20231228,20240228,20240228,20240229,人民币元,0.0001
10006576.SH,SSE,易方达上证科创板50ETF期权2402认购0.80,10000.0,OP588080.SH,ETF期权,C,欧式,0.8,202402,20240228,0.0574,20231228,20240228,20240228,20240229,人民币元,0.0001
10006572.SH,SSE,华夏上证科创板50ETF期权2402认沽1.05,10000.0,OP588000.SH,ETF期权,P,欧式,1.05,202402,20240228,0.181,20231228,20240228,20240228,20240229,人民币元,0.0001
10006562.SH,SSE,华夏上证科创板50ETF期权2402认购1.00,10000.0,OP588000.SH,ETF期权,C,欧式,1.0,202402,20240228,0.006,20231228,20240228,20240228,20240229,人民币元,0.0001
10006854.SH,SSE,华夏上证科创板50ETF期权2402认沽0.50,10000.0,OP588000.SH,ETF期权,P,欧式,0.5,202402,20240228,0.0001,20240201,20240228,20240228,20240229,人民币元,0.0001
10006592.SH,SSE,华夏上证50ETF期权2402认沽2.55,10000.0,OP510050.SH,ETF期权,P,欧式,2.55,202402,20240228,0.196,20231229,20240228,20240228,20240229,人民币元,0.0001
10006540.SH,SSE,南方中证500ETF期权2402认购5.00,10000.0,OP510500.SH,ETF期权,C,欧式,5.0,202402,20240228,0.4083,20231228,20240228,20240228,20240229,人民币元,0.0001
10006668.SH,SSE,华泰柏瑞沪深300ETF期权2402认沽3.60,10000.0,OP510300.SH,ETF期权,P,欧式,3.6,202402,20240228,0.3846,20240118,20240228,20240228,20240229,人民币元,0.0001
10006888.SH,SSE,华夏上证50ETF期权2402认沽2.60,10000.0,OP510050.SH,ETF期权,P,欧式,2.6,202402,20240228,0.226,20240208,20240228,20240228,20240229,人民币元,0.0001
10006567.SH,SSE,华夏上证科创板50ETF期权2402认沽0.80,10000.0,OP588000.SH,ETF期权,P,欧式,0.8,202402,20240228,0.0057,20231228,20240228,20240228,20240229,人民币元,0.0001
10006602.SH,SSE,华泰柏瑞沪深300ETF期权2402认沽2.888,10214.0,OP510300.SH,ETF期权,P,欧式,2.888,202402,20240228,0.0052,20240109,20240228,20240228,20240229,人民币元,0.0001
10006578.SH,SSE,易方达上证科创板50ETF期权2402认购0.90,10000.0,OP588080.SH,ETF期权,C,欧式,0.9,202402,20240228,0.0145,20231228,20240228,20240228,20240229,人民币元,0.0001
10006556.SH,SSE,华夏上证科创板50ETF期权2402认购0.70,10000.0,OP588000.SH,ETF期权,C,欧式,0.7,202402,20240228,0.1732,20231228,20240228,20240228,20240229,人民币元,0.0001
10006846.SH,SSE,南方中证500ETF期权2402认沽4.40,10000.0,OP510500.SH,ETF期权,P,欧式,4.4,202402,20240228,0.0478,20240201,20240228,20240228,20240229,人民币元,0.0001
10006571.SH,SSE,华夏上证科创板50ETF期权2402认沽1.00,10000.0,OP588000.SH,ETF期权,P,欧式,1.0,202402,20240228,0.1341,20231228,20240228,20240228,20240229,人民币元,0.0001
10006587.SH,SSE,易方达上证科创板50ETF期权2402认沽0.90,10000.0,OP588080.SH,ETF期权,P,欧式,0.9,202402,20240228,0.0655,20231228,20240228,20240228,20240229,人民币元,0.0001
10006609.SH,SSE,华夏上证科创板50ETF期权2402认购0.60,10000.0,OP588000.SH,ETF期权,C,欧式,0.6,202402,20240228,0.2265,20240109,20240228,20240228,20240229,人民币元,0.0001
10006879.SH,SSE,南方中证500ETF期权2402认购4.10,10000.0,OP510500.SH,ETF期权,C,欧式,4.1,202402,20240228,0.45,20240206,20240228,20240228,20240229,人民币元,0.0001
10006845.SH,SSE,南方中证500ETF期权2402认购4.40,10000.0,OP510500.SH,ETF期权,C,欧式,4.4,202402,20240228,0.3994,20240201,20240228,20240228,20240229,人民币元,0.0001
10006593.SH,SSE,华泰柏瑞沪深300ETF期权2402认购3.818,10214.0,OP510300.SH,ETF期权,C,欧式,3.818,202402,20240228,0.0072,20231229,20240228,20240228,20240229,人民币元,0.0001
10006655.SH,SSE,华泰柏瑞沪深300ETF期权2402认购3.20,10000.0,OP510300.SH,ETF期权,C,欧式,3.2,202402,20240228,0.0895,20240118,20240228,20240228,20240229,人民币元,0.0001
10006581.SH,SSE,易方达上证科创板50ETF期权2402认购1.05,10000.0,OP588080.SH,ETF期权,C,欧式,1.05,202402,20240228,0.0031,20231228,20240228,20240228,20240229,人民币元,0.0001
10006582.SH,SSE,易方达上证科创板50ETF期权2402认沽0.65,10000.0,OP588080.SH,ETF期权,P,欧式,0.65,202402,20240228,0.0002,20231228,20240228,20240228,20240229,人民币元,0.0001
10006657.SH,SSE,华泰柏瑞沪深300ETF期权2402认购3.40,10000.0,OP510300.SH,ETF期权,C,欧式,3.4,202402,20240228,0.0198,20240118,20240228,20240228,20240229,人民币元,0.0001
10006548.SH,SSE,南方中证500ETF期权2402认沽4.90,10000.0,OP510500.SH,ETF期权,P,欧式,4.9,202402,20240228,0.0266,20231228,20240228,20240228,20240229,人民币元,0.0001
10006541.SH,SSE,南方中证500ETF期权2402认购5.25,10000.0,OP510500.SH,ETF期权,C,欧式,5.25,202402,20240228,0.2153,20231228,20240228,20240228,20240229,人民币元,0.0001
10006526.SH,SSE,华泰柏瑞沪深300ETF期权2402认购3.622,10214.0,OP510300.SH,ETF期权,C,欧式,3.622,202402,20240228,0.0186,20231228,20240228,20240228,20240229,人民币元,0.0001
10006518.SH,SSE,华夏上证50ETF期权2402认沽2.50,10000.0,OP510050.SH,ETF期权,P,欧式,2.5,202402,20240228,0.198,20231228,20240228,20240228,20240229,人民币元,0.0001
10006903.SH,SSE,华泰柏瑞沪深300ETF期权2402认购3.90,10000.0,OP510300.SH,ETF期权,C,欧式,3.9,202402,20240228,0.0001,20240223,20240228,20240228,20240229,人民币元,0.0001
10006825.SH,SSE,华夏上证科创板50ETF期权2402认购0.55,10000.0,OP588000.SH,ETF期权,C,欧式,0.55,202402,20240228,0.2153,20240130,20240228,20240228,20240229,人民币元,0.0001
10006531.SH,SSE,华泰柏瑞沪深300ETF期权2402认沽3.231,10214.0,OP510300.SH,ETF期权,P,欧式,3.231,202402,20240228,0.0436,20231228,20240228,20240228,20240229,人民币元,0.0001
10006652.SH,SSE,华泰柏瑞沪深300ETF期权2402认购2.95,10000.0,OP510300.SH,ETF期权,C,欧式,2.95,202402,20240228,0.283,20240118,20240228,20240228,20240229,人民币元,0.0001
10006904.SH,SSE,华泰柏瑞沪深300ETF期权2402认沽3.90,10000.0,OP510300.SH,ETF期权,P,欧式,3.9,202402,20240228,0.425,20240223,20240228,20240228,20240229,人民币元,0.0001
10006523.SH,SSE,华泰柏瑞沪深300ETF期权2402认购3.329,10214.0,OP510300.SH,ETF期权,C,欧式,3.329,202402,20240228,0.1042,20231228,20240228,20240228,20240229,人民币元,0.0001
10006508.SH,SSE,华夏上证50ETF期权2402认购2.45,10000.0,OP510050.SH,ETF期权,C,欧式,2.45,202402,20240228,0.0204,20231228,20240228,20240228,20240229,人民币元,0.0001
10006504.SH,SSE,华夏上证50ETF期权2402认购2.25,10000.0,OP510050.SH,ETF期权,C,欧式,2.25,202402,20240228,0.1009,20231228,20240228,20240228,20240229,人民币元,0.0001
10006658.SH,SSE,华泰柏瑞沪深300ETF期权2402认购3.50,10000.0,OP510300.SH,ETF期权,C,欧式,3.5,202402,20240228,0.0087,20240118,20240228,20240228,20240229,人民币元,0.0001
10006547.SH,SSE,南方中证500ETF期权2402认沽4.80,10000.0,OP510500.SH,ETF期权,P,欧式,4.8,202402,20240228,0.0192,20231228,20240228,20240228,20240229,人民币元,0.0001
10006627.SH,SSE,易方达上证科创板50ETF期权2402认购0.55,10000.0,OP588080.SH,ETF期权,C,欧式,0.55,202402,20240228,0.2259,20240118,20240228,20240228,20240229,人民币元,0.0001
10006569.SH,SSE,华夏上证科创板50ETF期权2402认沽0.90,10000.0,OP588000.SH,ETF期权,P,欧式,0.9,202402,20240228,0.0483,20231228,20240228,20240228,20240229,人民币元,0.0001
10006503.SH,SSE,华夏上证50ETF期权2402认购2.20,10000.0,OP510050.SH,ETF期权,C,欧式,2.2,202402,20240228,0.1381,20231228,20240228,20240228,20240229,人民币元,0.0001
10006558.SH,SSE,华夏上证科创板50ETF期权2402认购0.80,10000.0,OP588000.SH,ETF期权,C,欧式,0.8,202402,20240228,0.0771,20231228,20240228,20240228,20240229,人民币元,0.0001
10006826.SH,SSE,华夏上证科创板50ETF期权2402认沽0.55,10000.0,OP588000.SH,ETF期权,P,欧式,0.55,202402,20240228,0.0001,20240130,20240228,20240228,20240229,人民币元,0.0001
10006545.SH,SSE,南方中证500ETF期权2402认购6.25,10000.0,OP510500.SH,ETF期权,C,欧式,6.25,202402,20240228,0.0058,20231228,20240228,20240228,20240229,人民币元,0.0001
10006586.SH,SSE,易方达上证科创板50ETF期权2402认沽0.85,10000.0,OP588080.SH,ETF期权,P,欧式,0.85,202402,20240228,0.03,20231228,20240228,20240228,20240229,人民币元,0.0001
10006863.SH,SSE,南方中证500ETF期权2402认购4.20,10000.0,OP510500.SH,ETF期权,C,欧式,4.2,202402,20240228,0.4523,20240205,20240228,20240228,20240229,人民币元,0.0001
10006864.SH,SSE,南方中证500ETF期权2402认购4.30,10000.0,OP510500.SH,ETF期权,C,欧式,4.3,202402,20240228,0.3609,20240205,20240228,20240228,20240229,人民币元,0.0001
10006865.SH,SSE,南方中证500ETF期权2402认沽4.20,10000.0,OP510500.SH,ETF期权,P,欧式,4.2,202402,20240228,0.0351,20240205,20240228,20240228,20240229,人民币元,0.0001
10006595.SH,SSE,南方中证500ETF期权2402认购6.50,10000.0,OP510500.SH,ETF期权,C,欧式,6.5,202402,20240228,0.0008,20231229,20240228,20240228,20240229,人民币元,0.0001
10006532.SH,SSE,华泰柏瑞沪深300ETF期权2402认沽3.329,10214.0,OP510300.SH,ETF期权,P,欧式,3.329,202402,20240228,0.0801,20231228,20240228,20240228,20240229,人民币元,0.0001
10006866.SH,SSE,南方中证500ETF期权2402认沽4.30,10000.0,OP510500.SH,ETF期权,P,欧式,4.3,202402,20240228,0.0549,20240205,20240228,20240228,20240229,人民币元,0.0001
10006715.SH,SSE,南方中证500ETF期权2402认购4.60,10000.0,OP510500.SH,ETF期权,C,欧式,4.6,202402,20240228,0.5209,20240122,20240228,20240228,20240229,人民币元,0.0001
10006716.SH,SSE,南方中证500ETF期权2402认沽4.60,10000.0,OP510500.SH,ETF期权,P,欧式,4.6,202402,20240228,0.0263,20240122,20240228,20240228,20240229,人民币元,0.0001
10006527.SH,SSE,华泰柏瑞沪深300ETF期权2402认购3.72,10214.0,OP510300.SH,ETF期权,C,欧式,3.72,202402,20240228,0.0117,20231228,20240228,20240228,20240229,人民币元,0.0001
10006511.SH,SSE,华夏上证50ETF期权2402认沽2.15,10000.0,OP510050.SH,ETF期权,P,欧式,2.15,202402,20240228,0.0128,20231228,20240228,20240228,20240229,人民币元,0.0001
10006546.SH,SSE,南方中证500ETF期权2402认沽4.70,10000.0,OP510500.SH,ETF期权,P,欧式,4.7,202402,20240228,0.0137,20231228,20240228,20240228,20240229,人民币元,0.0001
10006666.SH,SSE,华泰柏瑞沪深300ETF期权2402认沽3.40,10000.0,OP510300.SH,ETF期权,P,欧式,3.4,202402,20240228,0.2008,20240118,20240228,20240228,20240229,人民币元,0.0001
10006524.SH,SSE,华泰柏瑞沪深300ETF期权2402认购3.427,10214.0,OP510300.SH,ETF期权,C,欧式,3.427,202402,20240228,0.0607,20231228,20240228,20240228,20240229,人民币元,0.0001
10006656.SH,SSE,华泰柏瑞沪深300ETF期权2402认购3.30,10000.0,OP510300.SH,ETF期权,C,欧式,3.3,202402,20240228,0.0437,20240118,20240228,20240228,20240229,人民币元,0.0001
10006610.SH,SSE,华夏上证科创板50ETF期权2402认沽0.60,10000.0,OP588000.SH,ETF期权,P,欧式,0.6,202402,20240228,0.0001,20240109,20240228,20240228,20240229,人民币元,0.0001
10006522.SH,SSE,华泰柏瑞沪深300ETF期权2402认购3.231,10214.0,OP510300.SH,ETF期权,C,欧式,3.231,202402,20240228,0.1671,20231228,20240228,20240228,20240229,人民币元,0.0001
10006707.SH,SSE,华泰柏瑞沪深300ETF期权2402认购3.70,10000.0,OP510300.SH,ETF期权,C,欧式,3.7,202402,20240228,0.0028,20240119,20240228,20240228,20240229,人民币元,0.0001
10006899.SH,SSE,华夏上证50ETF期权2402认购2.65,10000.0,OP510050.SH,ETF期权,C,欧式,2.65,202402,20240228,0.0004,20240222,20240228,20240228,20240229,人民币元,0.0001
10006589.SH,SSE,易方达上证科创板50ETF期权2402认沽1.00,10000.0,OP588080.SH,ETF期权,P,欧式,1.0,202402,20240228,0.1539,20231228,20240228,20240228,20240229,人民币元,0.0001
10006550.SH,SSE,南方中证500ETF期权2402认沽5.25,10000.0,OP510500.SH,ETF期权,P,欧式,5.25,202402,20240228,0.0935,20231228,20240228,20240228,20240229,人民币元,0.0001
10006618.SH,SSE,易方达上证科创板50ETF期权2402认沽0.60,10000.0,OP588080.SH,ETF期权,P,欧式,0.6,202402,20240228,0.0002,20240109,20240228,20240228,20240229,人民币元,0.0001
10006501.SH,SSE,华夏上证50ETF期权2402认购2.10,10000.0,OP510050.SH,ETF期权,C,欧式,2.1,202402,20240228,0.224,20231228,20240228,20240228,20240229,人民币元,0.0001
10006651.SH,SSE,华泰柏瑞沪深300ETF期权2402认购2.90,10000.0,OP510300.SH,ETF期权,C,欧式,2.9,202402,20240228,0.3329,20240118,20240228,20240228,20240229,人民币元,0.0001
10006539.SH,SSE,南方中证500ETF期权2402认购4.90,10000.0,OP510500.SH,ETF期权,C,欧式,4.9,202402,20240228,0.4956,20231228,20240228,20240228,20240229,人民币元,0.0001
10006525.SH,SSE,华泰柏瑞沪深300ETF期权2402认购3.525,10214.0,OP510300.SH,ETF期权,C,欧式,3.525,202402,20240228,0.0331,20231228,20240228,20240228,20240229,人民币元,0.0001
10006566.SH,SSE,华夏上证科创板50ETF期权2402认沽0.75,10000.0,OP588000.SH,ETF期权,P,欧式,0.75,202402,20240228,0.0014,20231228,20240228,20240228,20240229,人民币元,0.0001
10006880.SH,SSE,南方中证500ETF期权2402认沽4.10,10000.0,OP510500.SH,ETF期权,P,欧式,4.1,202402,20240228,0.0721,20240206,20240228,20240228,20240229,人民币元,0.0001
10006544.SH,SSE,南方中证500ETF期权2402认购6.00,10000.0,OP510500.SH,ETF期权,C,欧式,6.0,202402,20240228,0.0115,20231228,20240228,20240228,20240229,人民币元,0.0001
10006664.SH,SSE,华泰柏瑞沪深300ETF期权2402认沽3.20,10000.0,OP510300.SH,ETF期权,P,欧式,3.2,202402,20240228,0.0713,20240118,20240228,20240228,20240229,人民币元,0.0001
10006514.SH,SSE,华夏上证50ETF期权2402认沽2.30,10000.0,OP510050.SH,ETF期权,P,欧式,2.3,202402,20240228,0.0539,20231228,20240228,20240228,20240229,人民币元,0.0001
10006543.SH,SSE,南方中证500ETF期权2402认购5.75,10000.0,OP510500.SH,ETF期权,C,欧式,5.75,202402,20240228,0.0287,20231228,20240228,20240228,20240229,人民币元,0.0001
10006663.SH,SSE,华泰柏瑞沪深300ETF期权2402认沽3.10,10000.0,OP510300.SH,ETF期权,P,欧式,3.1,202402,20240228,0.0356,20240118,20240228,20240228,20240229,人民币元,0.0001
10006584.SH,SSE,易方达上证科创板50ETF期权2402认沽0.75,10000.0,OP588080.SH,ETF期权,P,欧式,0.75,202402,20240228,0.0019,20231228,20240228,20240228,20240229,人民币元,0.0001
10006577.SH,SSE,易方达上证科创板50ETF期权2402认购0.85,10000.0,OP588080.SH,ETF期权,C,欧式,0.85,202402,20240228,0.0293,20231228,20240228,20240228,20240229,人民币元,0.0001
10006517.SH,SSE,华夏上证50ETF期权2402认沽2.45,10000.0,OP510050.SH,ETF期权,P,欧式,2.45,202402,20240228,0.1539,20231228,20240228,20240228,20240229,人民币元,0.0001
10006708.SH,SSE,华泰柏瑞沪深300ETF期权2402认沽3.70,10000.0,OP510300.SH,ETF期权,P,欧式,3.7,202402,20240228,0.447,20240119,20240228,20240228,20240229,人民币元,0.0001
10006564.SH,SSE,华夏上证科创板50ETF期权2402认沽0.65,10000.0,OP588000.SH,ETF期权,P,欧式,0.65,202402,20240228,0.0001,20231228,20240228,20240228,20240229,人民币元,0.0001
10006661.SH,SSE,华泰柏瑞沪深300ETF期权2402认沽2.95,10000.0,OP510300.SH,ETF期权,P,欧式,2.95,202402,20240228,0.0109,20240118,20240228,20240228,20240229,人民币元,0.0001
10006597.SH,SSE,华夏上证科创板50ETF期权2402认购1.10,10000.0,OP588000.SH,ETF期权,C,欧式,1.1,202402,20240228,0.001,20231229,20240228,20240228,20240229,人民币元,0.0001
10006509.SH,SSE,华夏上证50ETF期权2402认购2.50,10000.0,OP510050.SH,ETF期权,C,欧式,2.5,202402,20240228,0.0135,20231228,20240228,20240228,20240229,人民币元,0.0001
