date,sentiment,机器人_热度,AI/DeepSeek_热度,半导体_热度,创新药_热度,军工_热度,商业航天_热度,新能源_热度,福建/台湾_热度,机器人_热度_pct,AI/DeepSeek_热度_pct,半导体_热度_pct,创新药_热度_pct,军工_热度_pct,商业航天_热度_pct,新能源_热度_pct,福建/台湾_热度_pct
2025-06-30,342,138,274,206,210,372,32,140,78,1050.0,2640.0,10200.0,2525.0,1450.0,inf,1650.0,1850.0
2025-07-28,60,14,74,20,48,22,4,32,6,-89.85507246376811,-72.99270072992701,-90.29126213592234,-77.14285714285715,-94.08602150537635,-87.5,-77.14285714285715,-92.3076923076923
2025-07-29,132,58,94,74,122,26,4,50,4,314.28571428571433,27.027027027027017,270.0,154.16666666666666,18.181818181818187,0.0,56.25,-33.333333333333336
2025-07-30,56,90,78,60,76,30,10,50,18,55.172413793103445,-17.021276595744684,-18.918918918918916,-37.704918032786885,15.384615384615374,150.0,0.0,350.0
2025-07-31,164,62,586,232,304,158,38,172,64,-31.11111111111111,651.2820512820513,286.6666666666667,300.0,426.6666666666667,280.0,244.0,255.55555555555554
2025-08-27,22,30,72,32,26,16,12,36,4,-51.61290322580645,-87.71331058020478,-86.20689655172413,-91.44736842105263,-89.87341772151899,-68.42105263157895,-79.06976744186046,-93.75
2025-08-28,122,38,166,158,64,58,28,50,6,26.66666666666666,130.55555555555554,393.75,146.15384615384616,262.5,133.33333333333334,38.888888888888886,50.0
2025-08-29,72,30,284,146,76,80,20,62,22,-21.052631578947366,71.08433734939759,-7.594936708860756,18.75,37.93103448275863,-28.57142857142857,24.0,266.66666666666663
2025-08-30,452,18,148,74,78,104,4,56,28,-40.0,-47.887323943661976,-49.31506849315068,2.6315789473684292,30.000000000000004,-80.0,-9.677419354838712,27.27272727272727
2025-08-31,320,56,164,54,104,94,14,38,22,211.11111111111111,10.81081081081081,-27.027027027027028,33.33333333333333,-9.615384615384615,250.0,-32.14285714285714,-21.42857142857143
2025-09-25,34,26,34,18,8,2,0,20,2,-53.57142857142857,-79.26829268292683,-66.66666666666667,-92.3076923076923,-97.87234042553192,-100.0,-47.36842105263158,-90.9090909090909
2025-09-26,66,90,120,136,26,42,4,72,8,246.15384615384616,252.94117647058823,655.5555555555555,225.0,2000.0,inf,260.0,300.0
2025-09-27,12,0,24,0,14,2,2,0,0,-100.0,-80.0,-100.0,-46.15384615384615,-95.23809523809523,-50.0,-100.0,-100.0
2025-09-28,20,10,14,6,4,0,0,12,6,inf,-41.666666666666664,inf,-71.42857142857143,-100.0,-100.0,inf,inf
2025-09-29,294,66,112,124,58,24,10,134,12,560.0,700.0,1966.6666666666667,1350.0,inf,inf,1016.6666666666666,100.0
2025-09-30,238,130,482,372,126,176,52,158,90,96.96969696969697,330.3571428571429,200.0,117.24137931034484,633.3333333333333,420.0,17.910447761194035,650.0
2025-10-29,166,30,112,66,16,8,4,64,8,-76.92307692307692,-76.76348547717842,-82.25806451612902,-87.3015873015873,-95.45454545454545,-92.3076923076923,-59.493670886075954,-91.11111111111111
2025-10-30,118,40,146,106,42,36,10,126,24,33.33333333333333,30.35714285714286,60.606060606060595,162.5,350.0,150.0,96.875,200.0
2025-10-31,362,166,780,372,178,140,96,218,176,315.00000000000006,434.24657534246575,250.9433962264151,323.8095238095238,288.88888888888886,860.0,73.01587301587303,633.3333333333333
2025-11-25,34,20,114,60,28,8,6,48,14,-87.95180722891567,-85.38461538461539,-83.87096774193549,-84.26966292134833,-94.28571428571428,-93.75,-77.98165137614679,-92.04545454545455
2025-11-26,136,30,232,82,32,50,36,48,44,50.0,103.50877192982458,36.66666666666667,14.28571428571428,525.0,500.0,0.0,214.28571428571428
2025-11-27,144,44,182,112,56,38,32,56,24,46.66666666666666,-21.55172413793104,36.585365853658544,75.0,-24.0,-11.111111111111116,16.666666666666675,-45.45454545454546
2025-11-28,316,126,270,238,42,88,104,74,116,186.36363636363637,48.35164835164836,112.5,-25.0,131.57894736842107,225.0,32.14285714285714,383.3333333333333
2025-11-29,280,28,198,78,4,392,112,36,26,-77.77777777777779,-26.66666666666667,-67.22689075630252,-90.47619047619048,345.45454545454544,7.692307692307687,-51.35135135135135,-77.58620689655173
2025-11-30,12,8,54,6,34,146,30,58,32,-71.42857142857143,-72.72727272727273,-92.3076923076923,750.0,-62.755102040816325,-73.21428571428572,61.111111111111114,23.076923076923084
2025-12-26,-96,2,16,20,2,18,34,10,10,-75.0,-70.37037037037037,233.33333333333334,-94.11764705882352,-87.67123287671232,13.33333333333333,-82.75862068965517,-68.75
2025-12-27,24,6,4,0,0,4,4,0,4,200.0,-75.0,-100.0,-100.0,-77.77777777777779,-88.23529411764706,-100.0,-60.0
2025-12-28,4,8,16,16,2,8,8,10,0,33.33333333333333,300.0,inf,inf,100.0,100.0,inf,-100.0
2025-12-29,120,108,82,36,54,72,136,74,22,1250.0,412.5,125.0,2600.0,800.0,1600.0,640.0,inf
2025-12-30,120,166,198,90,18,68,118,76,18,53.703703703703695,141.46341463414635,150.0,-66.66666666666667,-5.555555555555558,-13.235294117647056,2.7027027027026973,-18.181818181818176
2025-12-31,234,226,518,270,116,240,296,194,290,36.14457831325302,161.61616161616163,200.0,544.4444444444445,252.94117647058823,150.84745762711864,155.26315789473685,1511.111111111111
2026-01-28,-94,14,40,62,28,12,14,40,6,-93.80530973451327,-92.27799227799228,-77.03703703703704,-75.86206896551724,-95.0,-95.27027027027027,-79.38144329896907,-97.93103448275862
2026-01-29,198,68,164,144,26,34,46,90,8,385.71428571428567,309.99999999999994,132.25806451612905,-7.14285714285714,183.33333333333334,228.57142857142856,125.0,33.33333333333333
2026-01-30,-436,42,248,142,26,42,72,146,20,-38.23529411764706,51.21951219512195,-1.388888888888884,0.0,23.529411764705888,56.52173913043479,62.22222222222222,150.0
2026-01-31,-168,34,306,130,14,278,238,84,26,-19.047619047619047,23.38709677419355,-8.450704225352112,-46.15384615384615,561.9047619047618,230.55555555555554,-42.465753424657535,30.000000000000004
2026-02-01,10,24,44,4,14,34,30,40,2,-29.411764705882348,-85.62091503267975,-96.92307692307692,0.0,-87.76978417266187,-87.39495798319328,-52.38095238095239,-92.3076923076923
2026-02-02,-534,146,444,494,74,166,134,158,80,508.3333333333333,909.0909090909091,12250.0,428.57142857142856,388.2352941176471,346.6666666666667,295.0,3900.0
2026-02-03,30,6,6,0,0,4,0,0,0,-95.89041095890411,-98.64864864864865,-100.0,-100.0,-97.59036144578313,-100.0,-100.0,-100.0
