month,m0,m0_yoy,m0_mom,m1,m1_yoy,m1_mom,m2,m2_yoy,m2_mom
199209,3559.38,30.38,5.07,10556.36,32.42,0.34,,,
199208,3387.53,28.7,3.32,10520.73,37.17,3.58,,,
199207,3278.63,27.02,3.89,10157.21,36.11,5.07,,,
199206,3155.92,25.37,1.44,9666.65,32.77,2.19,,,
199205,3111.18,25.11,-0.32,9459.65,29.92,2.88,,,
199204,3121.2,23.52,0.13,9194.51,28.33,3.63,,,
199203,3117.18,20.56,-4.82,8872.65,25.51,0.71,,,
199202,3274.89,16.32,-14.36,8810.49,23.06,-4.56,,,
199201,3824.24,34.81,20.34,9231.11,27.32,6.92,,,
199112,3177.8,20.2,5.84,8633.3,24.2,0.99,19349.9,26.5,
199111,3002.58,20.58,4.28,8549.05,28.17,3.71,,,
199110,2879.34,20.82,5.47,8243.34,28.13,3.4,,,
199109,2730.03,18.67,3.72,7972.06,25.99,3.94,,,
199108,2632.08,20.81,1.98,7669.99,26.28,2.78,,,
199107,2581.1,21.06,2.54,7462.47,26.04,2.5,,,
199106,2517.25,20.09,1.22,7280.76,25.42,0.0,,,
199105,2486.85,18.99,-1.58,7280.88,25.91,1.62,,,
199104,2526.81,18.65,-2.27,7164.47,24.67,1.35,,,
199103,2585.61,20.0,-8.16,7069.07,24.99,-1.26,,,
199102,2815.36,23.09,-0.75,7159.6,26.46,-1.25,,,
199101,2836.7,8.08,7.27,7250.21,20.27,4.31,,,
199012,2644.4,,6.2,6950.7,,4.21,15293.4,,
199011,2490.03,13.13,4.48,6669.86,18.42,3.67,,,
199010,2383.23,12.52,3.6,6433.8,18.99,1.68,,,
199009,2300.44,10.47,5.58,6327.76,19.38,4.18,,,
199008,2178.77,4.73,2.19,6073.84,14.74,2.59,,,
199007,2132.06,2.05,1.71,5920.52,12.5,1.99,,,
199006,2096.2,0.73,0.29,5805.02,10.18,0.39,,,
199005,2090.05,2.62,-1.86,5782.38,8.62,0.62,,,
199004,2129.69,2.95,-1.16,5746.54,8.2,1.61,,,
199003,2154.64,2.65,-5.8,5655.65,7.68,-0.1,,,
199002,2287.2,1.42,-12.86,5661.44,6.1,-6.09,,,
199001,2624.6,6.91,11.97,6028.46,7.51,3.4,,,
198912,2344.02,9.84,6.5,5830.51,6.2,3.52,,,
198911,2201.06,8.57,3.91,5632.14,6.58,4.17,,,
198910,2118.14,10.37,1.72,5406.82,2.71,2.01,,,
198909,2082.42,12.54,0.1,5300.36,-0.83,0.12,,,
198908,2080.28,19.76,-0.43,5293.77,-1.03,0.59,,,
198907,2089.25,27.57,0.39,5262.66,2.54,-0.12,,,
198906,2081.09,34.87,2.18,5268.81,6.55,-1.03,,,
198905,2036.78,38.85,-1.54,5323.6,10.28,0.24,,,
198904,2068.58,42.23,-1.45,5311.0,13.86,1.11,,,
198903,2099.07,45.52,-6.92,5252.51,16.46,-1.56,,,
198902,2255.21,45.31,-8.14,5335.97,16.67,-4.84,,,
198901,2454.97,58.1,15.04,5607.55,21.05,2.14,,,
198812,2134.03,46.71,5.26,5490.17,22.5,3.89,,,
198811,2027.34,47.71,5.64,5284.43,20.21,0.38,,,
198810,1919.06,44.98,3.72,5264.28,23.01,-1.5,,,
198809,1850.32,45.7,6.53,5344.59,28.84,-0.08,,,
198808,1736.98,44.89,6.06,5349.04,33.29,4.22,,,
198807,1637.71,39.39,6.13,5132.35,31.34,3.79,,,
198806,1543.09,35.91,5.2,4944.86,29.26,2.43,,,
198805,1466.88,30.58,0.86,4827.54,27.84,3.49,,,
198804,1454.34,28.19,0.82,4664.6,25.18,3.43,,,
198803,1442.48,26.24,-7.06,4510.07,21.04,-1.39,,,
198802,1552.02,29.36,-0.05,4573.73,22.03,-1.26,,,
198801,1552.82,13.51,6.75,4632.31,17.12,3.36,,,
198712,1454.59,19.39,5.98,4481.67,16.22,1.94,,,
198711,1372.56,23.88,3.69,4396.18,23.67,2.72,,,
198710,1323.7,27.64,4.23,4279.58,27.31,3.16,,,
198709,1269.92,29.77,5.93,4148.3,28.83,3.37,,,
198708,1198.86,28.85,2.04,4013.21,28.3,2.7,,,
198707,1174.91,29.29,3.48,3907.69,27.82,2.15,,,
198706,1135.38,27.79,1.07,3825.43,27.91,1.3,,,
198705,1123.39,29.86,-0.98,3776.36,29.2,1.34,,,
198704,1134.54,28.7,-0.71,3726.46,29.36,0.01,,,
198703,1142.64,27.13,-4.76,3725.98,30.55,-0.59,,,
198702,1199.81,24.95,-12.29,3748.03,30.02,-5.24,,,
198701,1367.99,30.21,12.28,3955.27,31.43,2.57,,,
198612,1218.36,23.34,9.96,3856.03,28.05,8.48,,,
198611,1108.02,22.79,6.84,3554.65,25.24,5.75,,,
198610,1037.06,23.58,5.97,3361.43,22.83,4.4,,,
198609,978.62,18.32,5.18,3219.86,18.4,2.94,,,
198608,930.46,16.36,2.39,3127.9,16.31,2.31,,,
198607,908.77,15.95,2.29,3057.26,14.08,2.22,,,
198606,888.46,17.29,2.71,2990.8,13.31,2.33,,,
198605,865.06,17.23,-1.87,2922.83,7.63,1.46,,,
198604,881.55,15.88,-1.92,2880.7,4.37,0.93,,,
198603,898.79,14.12,-6.4,2854.09,1.14,-0.99,,,
198602,960.27,13.82,-8.6,2882.59,0.41,-4.21,,,
198601,1050.63,25.17,6.36,3009.35,2.87,-0.07,,,
198512,987.83,24.71,9.47,3011.39,5.84,6.1,,,
198511,902.35,28.78,7.53,2838.29,9.47,3.72,,,
198510,839.2,30.39,1.46,2736.56,12.09,0.63,,,
198509,827.12,40.86,3.44,2719.54,16.99,1.12,,,
198508,799.62,47.65,2.03,2689.34,19.66,0.35,,,
198507,783.74,50.93,3.46,2679.89,23.22,1.53,,,
198506,757.5,54.33,2.66,2639.4,25.51,-2.81,,,
198505,737.89,53.22,-3.01,2715.74,30.51,-1.61,,,
198504,760.76,51.53,-3.41,2760.11,33.11,-2.19,,,
198503,787.59,54.07,-6.65,2822.05,36.62,-1.7,,,
198502,843.69,58.89,0.52,2870.78,38.53,-1.87,,,
198501,839.35,35.71,5.96,2925.38,34.83,2.82,,,
198412,792.11,49.52,13.04,2845.24,31.42,9.74,,,
198411,700.71,35.37,8.88,2592.64,15.1,6.2,,,
198410,643.59,31.71,9.6,2441.33,14.16,5.02,,,
198409,587.2,25.66,8.43,2324.55,11.64,3.43,,,
198408,541.57,23.18,4.29,2247.44,10.51,3.33,,,
198407,519.27,18.51,5.79,2174.91,7.67,3.42,,,
198406,490.84,16.32,1.92,2103.01,6.48,1.07,,,
198405,481.59,15.98,-4.08,2080.79,6.28,0.35,,,
198404,502.06,16.53,-1.79,2073.6,5.37,0.38,,,
198403,511.19,17.98,-3.73,2065.67,7.26,-0.32,,,
198402,530.99,15.46,-14.14,2072.29,7.6,-4.49,,,
198401,618.47,28.06,16.74,2169.61,9.3,0.21,,,
198312,529.78,20.65,2.35,2165.04,14.85,-3.88,,,
198311,517.64,28.1,5.94,2252.51,27.52,5.33,,,
198310,488.63,25.81,4.57,2138.54,26.28,2.7,,,
198309,467.28,23.82,6.28,2082.24,26.74,2.38,,,
198308,439.65,22.14,0.34,2033.77,26.26,0.68,,,
198307,438.16,22.32,3.84,2019.99,27.21,2.27,,,
198306,421.97,19.71,1.62,1975.1,26.01,0.88,,,
198305,415.25,18.82,-3.62,1957.82,25.88,-0.52,,,
198304,430.86,17.3,-0.56,1968.01,26.76,2.19,,,
198303,433.27,14.66,-5.79,1925.79,22.69,-0.01,,,
198302,459.91,14.14,-4.77,1925.99,21.99,-2.97,,,
198301,482.96,9.02,9.98,1984.95,21.16,5.3,,,
198212,439.12,10.79,8.67,1885.11,15.19,6.72,,,
198211,404.1,12.3,4.04,1766.36,11.73,4.31,,,
198210,388.4,12.5,2.91,1693.45,35.44,3.08,,,
198209,377.4,13.28,4.84,1642.91,17.91,2.0,,,
198208,359.96,12.43,0.49,1610.77,18.75,1.44,,,
198207,358.21,13.55,1.62,1587.92,20.3,1.31,,,
198206,352.49,15.05,0.86,1567.42,20.78,0.78,,,
198205,349.47,14.04,-4.86,1555.3,22.65,0.18,,,
198204,367.33,15.5,-2.79,1552.52,22.5,-1.09,,,
198203,377.87,16.05,-6.22,1569.69,21.77,-0.57,,,
198202,402.92,15.17,-9.05,1578.76,20.57,-3.64,,,
198201,443.01,6.74,11.78,1638.32,19.54,0.11,,,
198112,396.34,14.48,10.14,1636.56,24.38,3.52,,,
198111,359.85,16.46,4.23,1580.86,31.05,26.44,,,
198110,345.23,20.78,3.63,1250.32,10.34,-10.27,,,
198109,333.15,21.43,4.06,1393.37,28.81,2.72,,,
198108,320.16,23.15,1.49,1356.45,29.95,2.76,,,
198107,315.46,25.33,2.96,1320.01,30.37,1.71,,,
198106,306.38,25.93,-0.02,1297.76,32.01,2.34,,,
198105,306.44,26.04,-3.65,1268.12,32.48,0.06,,,
198104,318.04,25.18,-2.33,1267.41,32.73,-1.68,,,
198103,325.62,24.52,-6.93,1289.05,33.73,-1.55,,,
198102,349.86,25.32,-15.7,1309.39,34.19,-4.46,,,
198101,415.03,38.15,19.88,1370.5,32.81,4.16,,,
198012,346.2,29.32,12.04,1315.74,23.04,9.08,,,
198011,309.0,31.42,8.1,1206.27,26.22,6.45,,,
198010,285.84,29.4,4.19,1133.15,26.56,4.75,,,
198009,274.35,21.63,5.53,1081.75,24.17,3.63,,,
198008,259.97,20.72,3.28,1043.81,22.86,3.09,,,
198007,251.71,18.2,3.46,1012.49,21.8,3.0,,,
198006,243.3,16.57,0.07,983.04,20.67,2.7,,,
198005,243.13,16.33,-4.31,957.2,18.3,0.24,,,
198004,254.07,16.91,-2.84,954.89,14.35,-0.94,,,
198003,261.49,19.39,-6.34,963.91,15.68,-1.22,,,
198002,279.18,22.25,-7.07,975.8,18.57,-5.44,,,
198001,300.41,16.79,12.21,1031.89,21.2,-3.5,,,
197912,267.71,26.26,13.86,1069.36,24.42,11.9,,,
197911,235.13,23.4,6.44,955.66,18.24,6.74,,,
197910,220.9,19.25,-2.07,895.32,14.99,2.77,,,
197909,225.57,19.81,4.75,871.19,14.11,2.54,,,
197908,215.35,18.25,1.12,849.58,12.38,2.2,,,
197907,212.96,17.64,2.04,831.28,11.37,2.04,,,
197906,208.71,16.95,-0.14,814.67,9.34,0.68,,,
197905,209.0,14.73,-3.83,809.14,6.76,-3.11,,,
197904,217.33,12.82,-0.77,835.08,3.33,0.22,,,
197903,219.02,12.4,-4.09,833.24,0.65,1.24,,,
197902,228.36,10.91,-11.22,823.0,-1.24,-3.33,,,
197901,257.22,12.03,21.31,851.39,-2.2,-0.94,,,
197812,212.03,,11.28,859.45,,6.33,,,
197811,190.54,,2.86,808.27,,3.81,,,
197810,185.24,,-1.61,778.64,,1.99,,,
197809,188.27,,3.38,763.47,,0.99,,,
197808,182.12,,0.61,755.99,,1.28,,,
197807,181.02,,1.43,746.43,,0.18,,,
197806,178.46,,-2.04,745.08,,-1.7,,,
197805,182.17,,-5.43,757.93,,-6.22,,,
197804,192.63,,-1.14,808.17,,-2.37,,,
197803,194.86,,-5.36,827.83,,-0.66,,,
197802,205.89,,-10.32,833.35,,-4.27,,,
197801,229.59,,,870.53,,,,,
